Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Dalvin Cook,FA,22,206,9.4,70,1,2,2,2,46,23.0,0,0,1,37.2,37.2,0.9%,2020,RB,9
2,Christian McCaffrey,SF,18,69,3.8,13,0,1,10,10,82,8.2,1,0,1,27.1,27.1,66.6%,2020,RB,9
3,James Robinson,FA,25,99,4.0,12,0,1,0,2,0,0,0,0,1,15.9,15.9,0.0%,2020,RB,9
4,Kalen Ballage,FA,15,69,4.6,14,0,1,2,3,15,7.5,0,0,1,14.4,14.4,0.0%,2020,RB,9
5,Wayne Gallman Jr.,FA,14,68,4.9,12,0,1,1,2,9,9.0,0,0,1,13.7,13.7,0.0%,2020,RB,9
6,Jerick McKinnon,FA,12,52,4.3,11,0,1,3,4,16,5.3,0,0,1,12.8,12.8,0.0%,2020,RB,9
7,Devontae Booker,FA,8,68,8.5,23,1,1,0,0,0,0,0,0,1,12.8,12.8,0.0%,2020,RB,9
8,Josh Jacobs,GB,14,65,4.6,14,0,1,1,1,3,3.0,0,0,1,12.8,12.8,96.3%,2020,RB,9
9,Rex Burkhead,FA,12,56,4.7,10,0,1,3,3,11,3.7,0,0,1,12.7,12.7,10.0%,2020,RB,9
10,Todd Gurley II,FA,19,53,2.8,13,0,1,2,2,2,1.0,0,0,1,11.5,11.5,0.7%,2020,RB,9
11,Duke Johnson Jr.,FA,16,41,2.6,8,0,1,4,4,32,8.0,0,1,1,11.3,11.3,0.0%,2020,RB,9
12,Alvin Kamara,NO,9,40,4.4,17,0,1,5,6,9,1.8,0,0,1,10.9,10.9,87.9%,2020,RB,9
13,Zack Moss,CIN,9,18,2.0,7,0,1,2,2,30,15.0,0,0,1,10.8,10.8,33.5%,2020,RB,9
14,DeeJay Dallas,ARI,7,31,4.4,10,0,1,2,2,8,4.0,0,0,1,9.9,9.9,0.3%,2020,RB,9
15,D'Andre Swift,CHI,13,64,4.9,17,0,0,3,5,33,11.0,0,0,1,9.7,9.7,83.1%,2020,RB,9
16,Ryan Nall,FA,0,0,0,0,0,0,4,4,35,8.8,1,0,1,9.5,9.5,0.0%,2020,RB,9
17,Antonio Gibson,NE,6,20,3.3,11,0,1,3,3,35,11.7,0,1,1,9.5,9.5,22.5%,2020,RB,9
18,Clyde Edwards-Helaire,NO,5,14,2.8,7,0,0,3,5,20,6.7,1,0,1,9.4,9.4,7.2%,2020,RB,9
19,Chase Edmonds,TB,25,70,2.8,6,0,0,3,3,18,6.0,0,0,1,8.8,8.8,0.1%,2020,RB,9
20,J.D. McKissic,FA,3,17,5.7,10,0,0,9,14,65,7.2,0,0,1,8.2,8.2,1.0%,2020,RB,9
21,Ameer Abdullah,LV,0,0,0,0,0,0,1,1,22,22.0,1,0,1,8.2,8.2,25.1%,2020,RB,9
22,Travis Homer,CHI,6,16,2.7,11,0,0,3,3,64,21.3,0,0,1,8.0,8.0,1.3%,2020,RB,9
23,Aaron Jones Sr.,MIN,15,58,3.9,11,0,0,5,5,21,4.2,0,0,1,7.9,7.9,91.4%,2020,RB,9
24,Jordan Howard,FA,10,19,1.9,8,0,1,0,0,0,0,0,0,1,7.9,7.9,0.0%,2020,RB,9
25,Jonathan Taylor,IND,6,27,4.5,11,0,1,2,2,7,3.5,0,1,1,7.4,7.4,92.9%,2020,RB,9
26,Gus Edwards,LAC,11,23,2.1,5,0,1,2,2,11,5.5,0,1,1,7.4,7.4,45.3%,2020,RB,9
27,Tyler Ervin,FA,8,24,3.0,8,0,0,4,5,48,12.0,0,0,1,7.2,7.2,0.0%,2020,RB,9
28,Alfred Morris,FA,9,67,7.4,20,1,0,1,1,4,4.0,0,0,1,7.1,7.1,0.0%,2020,RB,9
29,Damien Harris,FA,14,71,5.1,21,1,0,0,0,0,0,0,0,1,7.1,7.1,9.0%,2020,RB,9
