Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Leonard Fournette,FA,17,100,5.9,28,1,3,7,8,31,4.4,1,0,1,37.1,37.1,2.1%,2021,RB,12
2,Joe Mixon,HOU,28,165,5.9,32,2,2,4,4,-2,-0.5,0,0,1,28.3,28.3,93.9%,2021,RB,12
3,Cordarrelle Patterson,PIT,16,108,6.8,27,1,2,2,3,27,13.5,0,0,1,25.5,25.5,1.6%,2021,RB,12
4,Elijah Mitchell,SF,27,133,4.9,15,0,1,5,6,35,7.0,0,0,1,22.8,22.8,5.5%,2021,RB,12
5,J.D. McKissic,FA,7,30,4.3,10,0,1,5,5,26,5.2,1,0,1,17.6,17.6,1.0%,2021,RB,12
6,Dontrell Hilliard,FA,12,131,10.9,68,1,1,1,2,2,2.0,0,1,1,17.3,17.3,0.0%,2021,RB,12
7,Josh Jacobs,GB,22,87,4.0,21,1,1,2,4,25,12.5,0,0,1,17.2,17.2,96.3%,2021,RB,12
8,Myles Gaskin,FA,16,49,3.1,8,0,2,2,2,3,1.5,0,0,1,17.2,17.2,0.0%,2021,RB,12
9,Javonte Williams,DEN,14,54,3.9,12,0,1,3,4,57,19.0,0,0,1,17.1,17.1,69.2%,2021,RB,12
10,Antonio Gibson,NE,29,111,3.8,17,0,0,7,7,35,5.0,0,0,1,16.6,16.6,22.5%,2021,RB,12
11,Austin Ekeler,WAS,12,31,2.6,6,0,0,6,8,68,11.3,1,0,1,15.9,15.9,51.4%,2021,RB,12
12,Jonathan Taylor,IND,16,83,5.2,15,0,1,4,5,14,3.5,0,0,1,15.7,15.7,92.9%,2021,RB,12
13,AJ Dillon,GB,20,69,3.5,8,0,0,5,5,21,4.2,1,0,1,15.0,15.0,3.7%,2021,RB,12
14,Darrell Henderson Jr.,FA,16,55,3.4,7,0,0,4,4,18,4.5,1,0,1,13.3,13.3,5.0%,2021,RB,12
15,Tony Pollard,TEN,10,36,3.6,12,0,0,4,4,32,8.0,0,0,1,12.8,12.8,80.4%,2021,RB,12
16,Matt Breida,FA,9,26,2.9,9,0,0,2,2,29,14.5,1,0,1,11.5,11.5,0.0%,2021,RB,12
17,Boston Scott,FA,15,64,4.3,12,0,1,2,3,8,4.0,0,1,1,11.2,11.2,0.0%,2021,RB,12
18,Damien Harris,FA,11,40,3.6,14,0,1,1,1,12,12.0,0,0,1,11.2,11.2,9.0%,2021,RB,12
19,Ezekiel Elliott,FA,9,25,2.8,8,0,1,6,8,24,4.0,0,0,1,10.9,10.9,20.4%,2021,RB,12
20,Austin Walter,FA,9,38,4.2,13,0,1,0,1,0,0,0,0,1,9.8,9.8,0.0%,2021,RB,12
21,Ronald Jones II,FA,7,37,5.3,11,0,1,0,0,0,0,0,0,1,9.7,9.7,0.0%,2021,RB,12
22,James Robinson,FA,17,86,5.1,12,0,0,3,4,29,9.7,0,1,1,9.5,9.5,0.0%,2021,RB,12
23,D'Onta Foreman,CLE,19,109,5.7,30,1,0,1,1,3,3.0,0,1,1,9.2,9.2,3.4%,2021,RB,12
24,Alexander Mattison,LV,7,21,3.0,7,0,1,2,3,7,3.5,0,0,1,8.8,8.8,44.8%,2021,RB,12
25,Melvin Gordon III,FA,17,83,4.9,16,0,0,1,2,5,5.0,0,0,1,8.8,8.8,0.1%,2021,RB,12
26,Dalvin Cook,FA,10,39,3.9,30,1,0,6,7,64,10.7,0,1,1,8.3,8.3,0.9%,2021,RB,12
27,Jamaal Williams,FA,15,65,4.3,19,0,0,5,5,18,3.6,0,0,1,8.3,8.3,2.5%,2021,RB,12
28,David Montgomery,DET,17,46,2.7,12,0,0,3,3,28,9.3,0,0,1,7.4,7.4,75.4%,2021,RB,12
29,Tevin Coleman,FA,16,67,4.2,19,0,0,2,3,3,1.5,0,0,1,7.0,7.0,0.0%,2021,RB,12
30,Kene Nwangwu,NYJ,1,7,7.0,7,0,0,0,0,0,0,0,0,1,6.7,6.7,0.0%,2021,RB,12
31,Miles Sanders,CAR,9,64,7.1,27,1,0,1,1,0,0.0,0,0,1,6.4,6.4,5.1%,2021,RB,12
32,Devonta Freeman,FA,16,52,3.3,8,0,0,1,1,8,8.0,0,0,1,6.0,6.0,0.0%,2021,RB,12
33,David Johnson,FA,10,39,3.9,7,0,0,2,3,16,8.0,0,0,1,5.5,5.5,0.0%,2021,RB,12
34,Brandon Bolden,FA,0,0,0,0,0,0,4,4,54,13.5,0,0,1,5.4,5.4,0.0%,2021,RB,12
35,Rex Burkhead,FA,12,27,2.3,10,0,0,3,3,27,9.0,0,0,1,5.4,5.4,10.0%,2021,RB,12
36,Saquon Barkley,PHI,13,40,3.1,32,1,0,4,5,13,3.3,0,0,1,5.3,5.3,97.8%,2021,RB,12
37,Devin Singletary,NYG,15,44,2.9,15,0,0,1,1,4,4.0,0,0,1,4.8,4.8,43.6%,2021,RB,12
38,Rhamondre Stevenson,NE,9,46,5.1,19,0,0,0,1,0,0,0,0,1,4.6,4.6,80.6%,2021,RB,12
39,Ty Montgomery II,FA,6,14,2.3,8,0,0,5,7,31,6.2,0,0,1,4.5,4.5,0.0%,2021,RB,12
40,Phillip Lindsay,FA,12,42,3.5,9,0,0,0,0,0,0,0,0,1,4.2,4.2,0.0%,2021,RB,12
41,Ty Johnson,BUF,6,42,7.0,24,1,0,0,1,0,0,0,0,1,4.2,4.2,5.6%,2021,RB,12
42,Mike Davis,FA,5,16,3.2,6,0,0,3,4,25,8.3,0,0,1,4.1,4.1,1.0%,2021,RB,12
43,Nick Chubb,CLE,8,16,2.0,5,0,0,2,4,23,11.5,0,0,1,3.9,3.9,55.1%,2021,RB,12
44,Kyle Juszczyk,SF,0,0,0,0,0,0,2,2,37,18.5,0,0,1,3.7,3.7,1.2%,2021,RB,12
45,Najee Harris,PIT,8,23,2.9,5,0,0,3,5,14,4.7,0,0,1,3.7,3.7,85.5%,2021,RB,12
46,Christian McCaffrey,SF,10,35,3.5,15,0,0,0,1,0,0,0,0,1,3.5,3.5,66.6%,2021,RB,12
47,Kenneth Gainwell,PHI,0,0,0,0,0,0,3,4,32,10.7,0,0,1,3.2,3.2,11.7%,2021,RB,12
48,DeeJay Dallas,ARI,3,4,1.3,3,0,0,5,5,27,5.4,0,0,1,3.1,3.1,0.3%,2021,RB,12
49,Kenyan Drake,FA,7,25,3.6,4,0,0,2,2,5,2.5,0,0,1,3.0,3.0,1.1%,2021,RB,12
50,Chris Evans,CIN,5,23,4.6,13,0,0,1,1,5,5.0,0,0,1,2.8,2.8,0.0%,2021,RB,12
51,Kalen Ballage,FA,3,21,7.0,13,0,0,1,2,6,6.0,0,0,1,2.7,2.7,0.0%,2021,RB,12
52,Devontae Booker,FA,3,10,3.3,6,0,0,1,1,17,17.0,0,0,1,2.7,2.7,0.0%,2021,RB,12
53,Tony Jones Jr.,FA,16,27,1.7,11,0,0,0,0,0,0,0,0,1,2.7,2.7,0.0%,2021,RB,12
54,Salvon Ahmed,IND,5,17,3.4,16,0,0,1,1,9,9.0,0,0,1,2.6,2.6,0.0%,2021,RB,12
55,Sony Michel,FA,3,14,4.7,7,0,0,1,1,11,11.0,0,0,1,2.5,2.5,0.0%,2021,RB,12
56,Ameer Abdullah,LV,2,4,2.0,5,0,0,2,6,20,10.0,0,0,1,2.4,2.4,25.1%,2021,RB,12
57,Aaron Jones Sr.,MIN,10,23,2.3,8,0,0,0,1,0,0,0,0,1,2.3,2.3,91.4%,2021,RB,12
58,Joshua Kelley,TEN,1,5,5.0,5,0,0,2,3,15,7.5,0,0,1,2.0,2.0,0.0%,2021,RB,12
59,Kareem Hunt,KC,7,20,2.9,9,0,0,0,1,0,0,0,0,1,2.0,2.0,48.5%,2021,RB,12
60,Wayne Gallman Jr.,FA,4,19,4.8,15,0,0,0,0,0,0,0,0,1,1.9,1.9,0.0%,2021,RB,12
61,Carlos Hyde,FA,6,16,2.7,8,0,0,0,1,0,0,0,0,1,1.6,1.6,0.0%,2021,RB,12
62,Keith Smith,FA,0,0,0,0,0,0,2,2,16,8.0,0,0,1,1.6,1.6,0.0%,2021,RB,12
63,C.J. Ham,MIN,0,0,0,0,0,0,1,1,16,16.0,0,0,1,1.6,1.6,0.6%,2021,RB,12
64,Samaje Perine,KC,3,3,1.0,4,0,0,1,1,12,12.0,0,0,1,1.5,1.5,4.2%,2021,RB,12
65,Latavius Murray,FA,8,14,1.8,4,0,0,0,0,0,0,0,0,1,1.4,1.4,0.0%,2021,RB,12
66,Anthony McFarland Jr.,FA,2,2,1.0,3,0,0,1,1,11,11.0,0,0,1,1.3,1.3,1.1%,2021,RB,12
67,Godwin Igwebuike,FA,1,11,11.0,11,0,0,0,1,0,0,0,0,1,1.1,1.1,0.0%,2021,RB,12
68,Adam Prentice,NO,0,0,0,0,0,0,1,1,10,10.0,0,0,1,1.0,1.0,0.0%,2021,RB,12
69,Nyheim Hines,FA,1,3,3.0,3,0,0,3,4,26,8.7,0,1,1,0.9,0.9,0.1%,2021,RB,12
70,Khalil Herbert,CIN,4,9,2.3,5,0,0,0,0,0,0,0,0,1,0.9,0.9,11.3%,2021,RB,12
71,D'Andre Swift,CHI,3,0,0.0,4,0,0,3,3,9,3.0,0,0,1,0.9,0.9,83.1%,2021,RB,12
72,Jeff Wilson Jr.,MIA,2,5,2.5,4,0,0,1,1,2,2.0,0,0,1,0.7,0.7,0.6%,2021,RB,12
73,Alex Collins,FA,7,14,2.0,7,0,0,1,1,13,13.0,0,1,1,0.7,0.7,19.0%,2021,RB,12
74,Chuba Hubbard,CAR,2,6,3.0,5,0,0,0,1,0,0,0,0,1,0.6,0.6,73.0%,2021,RB,12
75,Benny Snell Jr.,FA,2,5,2.5,4,0,0,0,0,0,0,0,0,1,0.5,0.5,0.0%,2021,RB,12
76,Ty'Son Williams,FA,1,1,1.0,1,0,0,0,1,0,0,0,0,1,0.1,0.1,1.1%,2021,RB,12
77,Jermar Jefferson,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,2021,RB,12
78,Darius Bradwell,FA,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,12
79,Jaret Patterson,LAC,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,12
80,Demetric Felton Jr.,WAS,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,12
81,Tory Carter,FA,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,12
82,Gary Brightwell,CIN,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,12
83,Avery Williams,ATL,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,2021,RB,12
84,B.J. Emmons,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,12
85,Taiwan Jones,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,2021,RB,12
86,Nick Bellore,WAS,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,4.0%,2021,RB,12
87,Dare Ogunbowale,HOU,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,1.0%,2021,RB,12
88,Justin Jackson,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,12
89,Patrick Ricard,BAL,0,0,0,0,0,0,1,2,0,0.0,0,0,1,0.0,0.0,0.8%,2021,RB,12
90,Brandin Bryant,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,12
91,Elijhaa Penny,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,12
92,Jason Cabinda,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,2021,RB,12
93,Buddy Howell,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,12
94,Derek Watt,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,12
95,Dwayne Washington,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,12
96,J.P. Holtz,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,RB,12
97,Khari Blasingame,FA,3,6,2.0,3,0,0,0,0,0,0,0,1,1,-1.4,-1.4,0.0%,2021,RB,12
