Rank,Team,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Jared Goff,DET,24,29,82.8,412,14.2,4,0,0,4,21,0,0,1,34.6,34.6,83.6%,2024,QB,11
2,Joe Burrow,CIN,28,50,56.0,356,7.1,3,0,3,2,28,0,0,1,29.0,29.0,92.1%,2024,QB,11
3,Bo Nix,DEN,28,33,84.8,307,9.3,4,0,1,2,5,0,0,1,28.8,28.8,73.0%,2024,QB,11
4,Anthony Richardson,IND,20,30,66.7,272,9.1,1,0,2,10,32,2,1,1,28.1,28.1,58.2%,2024,QB,11
5,Matthew Stafford,LAR,18,27,66.7,295,10.9,4,0,0,4,0,0,0,1,27.8,27.8,54.5%,2024,QB,11
6,Jameis Winston,CLE,30,46,65.2,395,8.6,2,0,3,1,8,0,0,1,26.6,26.6,19.6%,2024,QB,11
7,Josh Allen,BUF,27,40,67.5,262,6.6,1,1,0,12,55,1,0,1,25.0,25.0,97.2%,2024,QB,11
8,Justin Herbert,LAC,17,36,47.2,297,8.3,2,0,2,5,65,0,1,1,24.4,24.4,77.4%,2024,QB,11
9,Sam Darnold,MIN,20,32,62.5,246,7.7,2,0,2,8,18,1,1,1,23.6,23.6,77.4%,2024,QB,11
10,Tua Tagovailoa,MIA,28,36,77.8,288,8.0,3,0,2,0,0,0,0,1,23.5,23.5,62.5%,2024,QB,11
11,Jordan Love,GB,13,17,76.5,261,15.4,1,1,1,4,18,1,0,1,21.2,21.2,81.9%,2024,QB,11
12,Brock Purdy,SF,21,28,75.0,159,5.7,1,1,2,5,40,1,0,1,19.4,19.4,79.2%,2024,QB,11
13,Drake Maye,NE,29,39,74.4,282,7.2,2,1,3,3,27,0,1,1,19.0,19.0,32.1%,2024,QB,11
14,Gardner Minshew II,FA,30,43,69.8,282,6.6,2,1,3,2,7,0,0,1,19.0,19.0,6.2%,2024,QB,11
15,Jalen Hurts,PHI,18,28,64.3,221,7.9,0,0,2,10,39,1,0,1,18.7,18.7,91.6%,2024,QB,11
16,Derek Carr,NO,21,27,77.8,248,9.2,2,0,1,1,8,0,0,1,18.7,18.7,20.5%,2024,QB,11
17,Patrick Mahomes II,KC,23,33,69.7,196,5.9,3,2,2,0,0,0,0,1,17.8,17.8,92.9%,2024,QB,11
18,Cooper Rush,DAL,32,55,58.2,354,6.4,1,1,5,2,2,0,0,1,17.4,17.4,6.1%,2024,QB,11
19,Geno Smith,SEA,25,32,78.1,221,6.9,0,1,4,4,29,1,0,1,16.7,16.7,49.4%,2024,QB,11
