Rank,Team,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Russell Wilson,PIT,31,35,88.6,322,9.2,4,0,3,3,29,0,0,1,31.8,31.8,48.0%,2020,QB,1
2,Aaron Rodgers,NYJ,32,44,72.7,364,8.3,4,0,0,1,2,0,0,1,30.8,30.8,47.5%,2020,QB,1
3,Josh Allen,BUF,33,46,71.7,312,6.8,2,0,3,14,57,1,2,1,28.2,28.2,97.2%,2020,QB,1
4,Lamar Jackson,BAL,20,25,80.0,275,11.0,3,0,2,7,45,0,0,1,27.5,27.5,97.0%,2020,QB,1
5,Kyler Murray,ARI,26,40,65.0,230,5.8,1,1,2,13,91,1,0,1,27.3,27.3,84.0%,2020,QB,1
6,Cam Newton,FA,15,19,78.9,155,8.2,0,0,2,15,75,2,0,1,25.7,25.7,7.0%,2020,QB,1
7,Matt Ryan,FA,37,54,68.5,450,8.3,2,1,2,1,-1,0,0,1,24.9,24.9,0.1%,2020,QB,1
8,Mitchell Trubisky,BUF,20,36,55.6,242,6.7,3,0,1,3,26,0,0,1,24.3,24.3,0.7%,2020,QB,1
9,Kirk Cousins,ATL,19,25,76.0,259,10.4,2,1,2,4,34,0,0,1,22.8,22.8,43.6%,2020,QB,1
10,Tom Brady,FA,23,36,63.9,239,6.6,2,2,3,3,9,1,0,1,22.5,22.5,5.3%,2020,QB,1
11,Ben Roethlisberger,FA,21,32,65.6,229,7.2,3,0,2,3,9,0,0,1,22.1,22.1,9.5%,2020,QB,1
12,Deshaun Watson,CLE,20,32,62.5,253,7.9,1,1,4,6,27,1,0,1,21.8,21.8,14.6%,2020,QB,1
13,Gardner Minshew II,FA,19,20,95.0,173,8.7,3,0,4,5,19,0,0,1,20.8,20.8,6.2%,2020,QB,1
14,Patrick Mahomes II,KC,24,32,75.0,211,6.6,3,0,1,0,0,0,0,1,20.4,20.4,92.9%,2020,QB,1
15,Teddy Bridgewater,DET,22,34,64.7,269,7.9,1,0,1,4,26,0,0,1,19.4,19.4,0.8%,2020,QB,1
16,Ryan Tannehill,FA,29,43,67.4,249,5.8,2,0,1,3,14,0,0,1,19.4,19.4,1.3%,2020,QB,1
17,Daniel Jones,MIN,26,41,63.4,279,6.8,2,2,3,4,22,0,0,1,19.4,19.4,13.0%,2020,QB,1
18,Jimmy Garoppolo,LAR,19,33,57.6,259,7.8,2,0,3,1,9,0,0,1,19.3,19.3,2.8%,2020,QB,1
19,Dak Prescott,DAL,25,39,64.1,266,6.8,1,0,3,3,30,0,0,1,17.6,17.6,37.8%,2020,QB,1
20,Joe Burrow,CIN,23,36,63.9,193,5.4,0,1,3,8,46,1,0,1,17.3,17.3,92.1%,2020,QB,1
21,Matthew Stafford,LAR,24,42,57.1,297,7.1,1,1,1,5,23,0,0,1,17.2,17.2,54.5%,2020,QB,1
22,Philip Rivers,FA,36,46,78.3,363,7.9,1,2,0,1,3,0,0,1,16.8,16.8,20.6%,2020,QB,1
23,Carson Wentz,KC,24,42,57.1,270,6.4,2,2,8,1,2,0,1,1,15.0,15.0,1.1%,2020,QB,1
24,Drew Brees,FA,18,30,60.0,160,5.3,2,0,1,2,0,0,0,1,14.4,14.4,24.2%,2020,QB,1
25,Derek Carr,NO,22,30,73.3,239,8.0,1,0,0,0,0,0,0,1,13.6,13.6,20.5%,2020,QB,1
26,Drew Lock,NYG,22,33,66.7,216,6.5,1,0,0,3,5,0,0,1,13.1,13.1,4.4%,2020,QB,1
27,Dwayne Haskins,FA,17,31,54.8,178,5.7,1,0,3,7,17,0,0,1,12.8,12.8,0.1%,2020,QB,1
28,Sam Darnold,MIN,21,35,60.0,215,6.1,1,1,3,1,6,0,0,1,12.2,12.2,77.4%,2020,QB,1
29,Jared Goff,DET,20,31,64.5,275,8.9,0,1,1,4,15,0,0,1,11.5,11.5,83.6%,2020,QB,1
30,Baker Mayfield,TB,21,39,53.8,189,4.8,1,1,2,2,3,0,0,1,10.9,10.9,86.5%,2020,QB,1
31,Tyrod Taylor,NYJ,16,30,53.3,208,6.9,0,0,2,6,7,0,0,1,9.0,9.0,5.4%,2020,QB,1
32,Ryan Fitzpatrick,FA,20,30,66.7,191,6.4,0,3,1,5,18,0,0,1,8.4,8.4,0.0%,2020,QB,1
33,Taysom Hill,NO,1,1,100.0,38,38.0,0,0,0,3,13,0,0,1,4.2,4.2,27.7%,2020,QB,1
34,Chris Streveler,FA,0,0,0,0,0,0,0,0,1,3,0,0,1,0.3,0.3,0.0%,2020,QB,1
35,Robert Griffin III,FA,1,1,100.0,9,9.0,0,0,0,1,-1,0,0,1,0.3,0.3,1.0%,2020,QB,1
36,John Lovett,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,QB,1
37,Jacoby Brissett,NE,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,3.9%,2020,QB,1
38,Tim Boyle,NYG,0,0,0,0,0,0,0,0,2,-2,0,0,1,-0.2,-0.2,0.0%,2020,QB,1
