Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Derrick Henry,BAL,32,219,6.8,41,2,2,1,1,9,9.0,0,0,1,34.8,34.8,97.5%,2022,RB,8
2,Alvin Kamara,NO,18,62,3.4,9,0,1,9,10,96,10.7,2,0,1,33.8,33.8,87.9%,2022,RB,8
3,Tony Pollard,TEN,14,131,9.4,54,1,3,1,1,16,16.0,0,0,1,32.7,32.7,80.4%,2022,RB,8
4,Christian McCaffrey,SF,18,94,5.2,25,2,1,8,9,55,6.9,1,0,1,32.3,32.3,66.6%,2022,RB,8
5,D'Onta Foreman,CLE,26,118,4.5,16,0,3,0,1,0,0,0,0,1,31.8,31.8,3.4%,2022,RB,8
6,Nick Chubb,CLE,23,101,4.4,21,1,2,1,1,3,3.0,0,0,1,24.4,24.4,55.1%,2022,RB,8
7,Travis Etienne Jr.,JAC,24,156,6.5,49,1,1,3,3,6,2.0,0,0,1,22.2,22.2,81.7%,2022,RB,8
8,Dalvin Cook,FA,20,111,5.6,30,1,1,5,6,30,6.0,0,0,1,20.1,20.1,0.9%,2022,RB,8
9,Jamaal Williams,FA,10,53,5.3,15,0,2,3,3,23,7.7,0,0,1,19.6,19.6,2.5%,2022,RB,8
10,Khalil Herbert,CIN,16,99,6.2,36,1,1,0,0,0,0,0,0,1,15.9,15.9,11.3%,2022,RB,8
11,Aaron Jones Sr.,MIN,20,143,7.2,32,1,0,4,5,14,3.5,0,0,1,15.7,15.7,91.4%,2022,RB,8
12,Tyler Allgeier,ATL,14,39,2.8,13,0,0,3,3,46,15.3,1,0,1,14.5,14.5,36.7%,2022,RB,8
13,Rhamondre Stevenson,NE,16,71,4.4,35,1,0,7,7,72,10.3,0,0,1,14.3,14.3,80.6%,2022,RB,8
14,Miles Sanders,CAR,9,78,8.7,21,1,1,0,0,0,0,0,0,1,13.8,13.8,5.1%,2022,RB,8
15,Antonio Gibson,NE,7,19,2.7,5,0,0,7,7,58,8.3,1,0,1,13.7,13.7,22.5%,2022,RB,8
16,Kenyan Drake,FA,7,62,8.9,40,1,0,4,4,5,1.3,1,0,1,12.7,12.7,1.1%,2022,RB,8
17,Saquon Barkley,PHI,20,53,2.7,15,0,1,3,5,9,3.0,0,0,1,12.2,12.2,97.8%,2022,RB,8
18,Latavius Murray,FA,14,46,3.3,9,0,1,1,2,13,13.0,0,0,1,11.9,11.9,0.0%,2022,RB,8
