Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,DeVonta Smith,PHI,8,12,169,21.1,45,3,1,0,0,0,0,1,22.9,22.9,89.2%,2022,WR,3
2,Mack Hollins,BUF,8,11,158,19.8,60,3,1,0,0,0,0,1,22.0,22.0,2.5%,2022,WR,3
3,Tyler Boyd,TEN,4,5,105,26.3,56,2,1,0,0,0,0,1,16.5,16.5,4.6%,2022,WR,3
4,Amari Cooper,BUF,7,11,101,14.4,32,2,1,0,0,0,0,1,16.1,16.1,75.3%,2022,WR,3
5,DeVante Parker,FA,5,10,156,31.2,40,5,0,0,0,0,0,1,15.6,15.6,0.0%,2022,WR,3
6,Laviska Shenault Jr.,FA,2,2,90,45.0,67,2,1,0,0,0,0,1,15.0,15.0,0.1%,2022,WR,3
7,Chris Olave,NO,9,13,147,16.3,49,2,0,0,0,0,0,1,14.7,14.7,68.4%,2022,WR,3
8,CeeDee Lamb,DAL,8,12,87,10.9,26,1,1,0,0,0,0,1,14.7,14.7,87.2%,2022,WR,3
9,A.J. Brown,PHI,5,10,85,17.0,38,1,1,0,0,0,0,1,14.5,14.5,96.7%,2022,WR,3
10,Zay Jones,ARI,10,11,85,8.5,16,0,1,1,0,0,0,1,14.5,14.5,3.6%,2022,WR,3
11,Isaiah McKenzie,FA,7,9,76,10.9,27,1,1,1,6,0,0,1,14.2,14.2,0.0%,2022,WR,3
12,Marquise Brown,KC,14,17,140,10.0,20,1,0,0,0,0,0,1,14.0,14.0,40.3%,2022,WR,3
13,K.J. Osborn,WAS,5,8,73,14.6,28,2,1,0,0,0,0,1,13.3,13.3,1.3%,2022,WR,3
14,Romeo Doubs,GB,8,8,73,9.1,21,1,1,0,0,0,0,1,13.3,13.3,47.5%,2022,WR,3
15,Christian Kirk,JAC,6,9,72,12.0,35,1,1,0,0,0,0,1,13.2,13.2,34.9%,2022,WR,3
16,Russell Gage,SF,12,13,87,7.3,15,0,1,0,0,0,1,1,12.7,12.7,0.0%,2022,WR,3
17,DK Metcalf,SEA,5,12,64,12.8,18,0,1,0,0,0,0,1,12.4,12.4,88.3%,2022,WR,3
18,Cooper Kupp,LAR,4,6,44,11.0,14,0,0,1,20,1,0,1,12.4,12.4,90.9%,2022,WR,3
19,Adam Thielen,CAR,6,8,61,10.2,15,0,1,0,0,0,0,1,12.1,12.1,61.9%,2022,WR,3
20,Drake London,ATL,3,6,54,18.0,30,1,1,0,0,0,0,1,11.4,11.4,91.6%,2022,WR,3
21,Jaylen Waddle,MIA,4,6,102,25.5,45,2,0,1,9,0,0,1,11.1,11.1,79.3%,2022,WR,3
