Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Aaron Jones Sr.,MIN,9,41,4.6,9,0,1,2,4,86,43.0,1,0,1,24.7,24.7,91.4%,2023,RB,1
2,Christian McCaffrey,SF,22,152,6.9,65,1,1,3,5,17,5.7,0,0,1,22.9,22.9,66.6%,2023,RB,1
3,Austin Ekeler,WAS,16,117,7.3,55,1,1,4,5,47,11.8,0,0,1,22.4,22.4,51.4%,2023,RB,1
4,Tyler Allgeier,ATL,15,75,5.0,22,1,2,3,3,19,6.3,0,0,1,21.4,21.4,36.7%,2023,RB,1
5,Tony Pollard,TEN,14,70,5.0,25,1,2,2,3,12,6.0,0,0,1,20.2,20.2,80.4%,2023,RB,1
6,Kyren Williams,LAR,15,52,3.5,9,0,2,0,2,2,0,0,0,1,17.4,17.4,94.2%,2023,RB,1
7,Travis Etienne Jr.,JAC,18,77,4.3,26,1,1,5,5,27,5.4,0,0,1,16.4,16.4,81.7%,2023,RB,1
8,Joshua Kelley,TEN,16,91,5.7,14,0,1,0,1,0,0,0,0,1,15.1,15.1,0.0%,2023,RB,1
9,Breece Hall,NYJ,10,127,12.7,83,2,0,1,2,20,20.0,0,0,1,14.7,14.7,91.6%,2023,RB,1
10,Bijan Robinson,ATL,10,56,5.6,21,1,0,6,6,27,4.5,1,0,1,14.3,14.3,94.6%,2023,RB,1
11,David Montgomery,DET,21,74,3.5,8,0,1,0,0,0,0,0,0,1,13.4,13.4,75.4%,2023,RB,1
12,Justice Hill,BAL,8,9,1.1,4,0,2,0,0,0,0,0,0,1,12.9,12.9,24.4%,2023,RB,1
13,Nick Chubb,CLE,18,106,5.9,17,0,0,4,4,21,5.3,0,0,1,12.7,12.7,55.1%,2023,RB,1
14,Brian Robinson Jr.,WAS,19,59,3.1,7,0,0,1,2,7,7.0,1,0,1,12.6,12.6,84.9%,2023,RB,1
15,Derrick Henry,BAL,15,63,4.2,18,0,0,2,3,56,28.0,0,0,1,11.9,11.9,97.5%,2023,RB,1
16,Roschon Johnson,CHI,5,20,4.0,11,0,1,6,7,35,5.8,0,0,1,11.5,11.5,16.7%,2023,RB,1
17,Raheem Mostert,FA,10,37,3.7,12,0,1,2,2,13,6.5,0,0,1,11.0,11.0,42.9%,2023,RB,1
18,Alexander Mattison,LV,11,34,3.1,9,0,0,3,4,10,3.3,1,0,1,10.4,10.4,44.8%,2023,RB,1
19,J.K. Dobbins,LAC,8,22,2.8,4,0,1,2,3,15,7.5,0,0,1,9.7,9.7,74.2%,2023,RB,1
20,Cam Akers,MIN,22,29,1.3,12,0,1,0,0,0,0,0,0,1,8.9,8.9,14.2%,2023,RB,1
21,Rhamondre Stevenson,NE,12,25,2.1,5,0,0,6,6,64,10.7,0,0,1,8.9,8.9,80.6%,2023,RB,1
22,Khalil Herbert,CIN,9,27,3.0,12,0,0,3,5,37,12.3,0,0,1,8.4,8.4,11.3%,2023,RB,1
23,Miles Sanders,CAR,18,72,4.0,10,0,0,4,6,26,6.5,0,1,1,7.8,7.8,5.1%,2023,RB,1
24,Samaje Perine,KC,8,41,5.1,12,0,0,4,4,37,9.3,0,0,1,7.8,7.8,4.2%,2023,RB,1
25,Kenneth Gainwell,PHI,14,54,3.9,16,0,0,4,4,20,5.0,0,0,1,7.4,7.4,11.7%,2023,RB,1
26,Joe Mixon,HOU,13,56,4.3,22,1,0,3,5,17,5.7,0,0,1,7.3,7.3,93.9%,2023,RB,1
27,Josh Jacobs,GB,19,48,2.5,7,0,0,2,3,23,11.5,0,0,1,7.1,7.1,96.3%,2023,RB,1
28,James Conner,ARI,14,62,4.4,12,0,0,5,5,8,1.6,0,0,1,7.0,7.0,82.6%,2023,RB,1
29,Chuba Hubbard,CAR,9,60,6.7,21,1,0,2,2,9,4.5,0,0,1,6.9,6.9,73.0%,2023,RB,1
30,Kenneth Walker III,SEA,12,64,5.3,15,0,0,4,5,3,0.8,0,0,1,6.7,6.7,81.7%,2023,RB,1
31,Saquon Barkley,PHI,12,51,4.3,18,0,0,3,4,12,4.0,0,0,1,6.3,6.3,97.8%,2023,RB,1
32,James Cook,BUF,12,46,3.8,13,0,0,4,6,17,4.3,0,0,1,6.3,6.3,93.1%,2023,RB,1
33,Jahmyr Gibbs,DET,7,42,6.0,18,0,0,2,2,18,9.0,0,0,1,6.0,6.0,97.5%,2023,RB,1
34,Dalvin Cook,FA,13,33,2.5,10,0,0,3,3,26,8.7,0,0,1,5.9,5.9,0.9%,2023,RB,1
35,Javonte Williams,DEN,13,52,4.0,11,0,0,4,6,5,1.3,0,0,1,5.7,5.7,69.2%,2023,RB,1
36,Isiah Pacheco,KC,8,23,2.9,7,0,0,4,4,31,7.8,0,0,1,5.4,5.4,84.8%,2023,RB,1
37,Tank Bigsby,JAC,7,13,1.9,4,0,1,0,1,0,0,0,1,1,5.3,5.3,49.4%,2023,RB,1
38,Gus Edwards,LAC,8,32,4.0,13,0,0,0,0,0,0,0,0,1,5.2,5.2,45.3%,2023,RB,1
39,Jamaal Williams,FA,18,45,2.5,11,0,0,2,2,7,3.5,0,0,1,5.2,5.2,2.5%,2023,RB,1
40,Rachaad White,TB,17,39,2.3,6,0,0,2,2,10,5.0,0,0,1,4.9,4.9,85.8%,2023,RB,1
41,Dameon Pierce,HOU,11,38,3.5,7,0,0,2,3,9,4.5,0,0,1,4.7,4.7,9.3%,2023,RB,1
42,AJ Dillon,GB,13,19,1.5,7,0,0,2,3,17,8.5,0,0,1,3.6,3.6,3.7%,2023,RB,1
43,Alec Ingold,MIA,0,0,0,0,0,0,2,2,34,17.0,0,0,1,3.4,3.4,0.6%,2023,RB,1
44,Najee Harris,PIT,6,31,5.2,24,1,0,2,2,2,1.0,0,0,1,3.3,3.3,85.5%,2023,RB,1
45,Clyde Edwards-Helaire,NO,6,22,3.7,5,0,0,1,1,7,7.0,0,0,1,2.9,2.9,7.2%,2023,RB,1
46,Tyjae Spears,TEN,3,27,9.0,17,0,0,1,4,1,1.0,0,0,1,2.8,2.8,60.2%,2023,RB,1
47,D'Onta Foreman,CLE,5,16,3.2,11,0,0,2,3,8,4.0,0,0,1,2.4,2.4,3.4%,2023,RB,1
48,Rico Dowdle,DAL,6,24,4.0,10,0,0,0,0,0,0,0,0,1,2.4,2.4,73.9%,2023,RB,1
49,Sean Tucker,TB,5,15,3.0,5,0,0,2,2,9,4.5,0,0,1,2.4,2.4,5.4%,2023,RB,1
50,Ezekiel Elliott,FA,7,29,4.1,11,0,0,5,7,14,2.8,0,1,1,2.3,2.3,20.4%,2023,RB,1
51,Patrick Taylor Jr.,SF,5,22,4.4,10,0,0,0,0,0,0,0,0,1,2.2,2.2,16.6%,2023,RB,1
52,Jake Funk,FA,2,10,5.0,7,0,0,1,1,12,12.0,0,0,1,2.2,2.2,0.0%,2023,RB,1
53,Damien Harris,FA,1,3,3.0,3,0,0,2,2,16,8.0,0,0,1,1.9,1.9,9.0%,2023,RB,1
54,Ty Chandler,MIN,3,0,0.0,2,0,0,1,1,18,18.0,0,0,1,1.8,1.8,13.5%,2023,RB,1
55,Michael Carter,ARI,1,6,6.0,6,0,0,2,2,12,6.0,0,0,1,1.8,1.8,14.7%,2023,RB,1
56,Mike Boone,CAR,0,0,0,0,0,0,3,4,18,6.0,0,0,1,1.8,1.8,1.7%,2023,RB,1
57,DeeJay Dallas,ARI,2,4,2.0,5,0,0,1,1,14,14.0,0,0,1,1.8,1.8,0.3%,2023,RB,1
58,Jaylen Warren,PIT,3,6,2.0,3,0,0,5,6,12,2.4,0,0,1,1.8,1.8,68.2%,2023,RB,1
59,Latavius Murray,FA,2,8,4.0,6,0,0,1,2,9,9.0,0,0,1,1.7,1.7,0.0%,2023,RB,1
60,Jerome Ford,CLE,15,36,2.4,17,0,0,0,0,0,0,0,1,1,1.6,1.6,64.4%,2023,RB,1
61,Ty Montgomery II,FA,1,7,7.0,7,0,0,2,3,9,4.5,0,0,1,1.6,1.6,0.0%,2023,RB,1
62,Devin Singletary,NYG,7,15,2.1,4,0,0,0,0,0,0,0,0,1,1.5,1.5,43.6%,2023,RB,1
63,Chris Evans,CIN,2,12,6.0,7,0,0,1,1,-1,-1.0,0,0,1,1.1,1.1,0.0%,2023,RB,1
64,Salvon Ahmed,IND,3,11,3.7,8,0,0,0,3,0,0,0,0,1,1.1,1.1,0.0%,2023,RB,1
65,Anthony McFarland Jr.,FA,0,0,0,0,0,0,2,2,11,5.5,0,0,1,1.1,1.1,1.1%,2023,RB,1
66,Gary Brightwell,CIN,1,5,5.0,5,0,0,2,2,6,3.0,0,0,1,1.1,1.1,0.0%,2023,RB,1
67,Zach Charbonnet,SEA,3,11,3.7,9,0,0,0,0,0,0,0,0,1,1.1,1.1,76.5%,2023,RB,1
68,Jerick McKinnon,FA,0,0,0,0,0,0,1,2,10,10.0,0,0,1,1.0,1.0,0.0%,2023,RB,1
69,Boston Scott,FA,1,3,3.0,3,0,0,1,1,7,7.0,0,0,1,1.0,1.0,0.0%,2023,RB,1
70,Elijah Mitchell,SF,5,10,2.0,4,0,0,0,1,0,0,0,0,1,1.0,1.0,5.5%,2023,RB,1
71,Deuce Vaughn,DAL,6,8,1.3,5,0,0,0,0,0,0,0,0,1,0.8,0.8,3.7%,2023,RB,1
72,Chase Edmonds,TB,2,8,4.0,5,0,0,0,0,0,0,0,0,1,0.8,0.8,0.1%,2023,RB,1
73,Evan Hull,PIT,1,1,1.0,1,0,0,1,1,6,6.0,0,0,1,0.7,0.7,2.5%,2023,RB,1
74,Zamir White,LV,1,2,2.0,2,0,0,1,1,5,5.0,0,0,1,0.7,0.7,30.0%,2023,RB,1
75,Chris Rodriguez Jr.,WAS,3,7,2.3,3,0,0,0,0,0,0,0,0,1,0.7,0.7,2.2%,2023,RB,1
76,C.J. Ham,MIN,0,0,0,0,0,0,2,3,7,3.5,0,0,1,0.7,0.7,0.6%,2023,RB,1
77,Trayveon Williams,CIN,2,7,3.5,5,0,0,0,0,0,0,0,0,1,0.7,0.7,0.5%,2023,RB,1
78,Matt Breida,FA,2,9,4.5,6,0,0,1,1,-3,-3.0,0,0,1,0.6,0.6,0.0%,2023,RB,1
79,Tony Jones Jr.,FA,1,5,5.0,5,0,0,0,0,0,0,0,0,1,0.5,0.5,0.0%,2023,RB,1
80,D'Andre Swift,CHI,1,3,3.0,3,0,0,1,2,0,0.0,0,0,1,0.3,0.3,83.1%,2023,RB,1
81,Michael Burton,DEN,0,0,0,0,0,0,1,1,3,3.0,0,0,1,0.3,0.3,0.1%,2023,RB,1
82,Khari Blasingame,FA,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0%,2023,RB,1
83,Jakob Johnson,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,RB,1
84,Andrew Beck,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,RB,1
85,Reggie Gilliam,BUF,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,RB,1
86,Hunter Luepke,DAL,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2023,RB,1
87,Emari Demercado,ARI,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.5%,2023,RB,1
88,Scott Matlock,LAC,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,2023,RB,1
89,Elijah Dotson,ATL,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,RB,1
90,Adam Prentice,NO,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,RB,1
91,Eric Gray,NYG,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.6%,2023,RB,1
92,Julius Chestnut,TEN,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.3%,2023,RB,1
93,Ronnie Rivers,LAR,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,2023,RB,1
