Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Jahmyr Gibbs,DET,23,139,6.0,47,2,3,5,5,31,6.2,1,0,1,41.0,41.0,97.5%,2024,RB,18
2,Bijan Robinson,ATL,28,170,6.1,20,1,2,2,5,3,1.5,0,0,1,29.3,29.3,94.6%,2024,RB,18
3,Derrick Henry,BAL,20,138,6.9,43,3,2,2,3,23,11.5,0,0,1,28.1,28.1,97.5%,2024,RB,18
4,Jonathan Taylor,IND,34,177,5.2,17,0,1,1,2,3,3.0,0,0,1,24.0,24.0,92.9%,2024,RB,18
5,Miles Sanders,CAR,17,66,3.9,11,0,1,3,4,50,16.7,1,0,1,23.6,23.6,5.1%,2024,RB,18
6,Dameon Pierce,HOU,19,176,9.3,92,1,1,0,2,0,0,0,0,1,23.6,23.6,9.3%,2024,RB,18
7,De'Von Achane,MIA,11,121,11.0,61,2,1,0,0,0,0,0,0,1,18.1,18.1,92.9%,2024,RB,18
8,Breece Hall,NYJ,12,57,4.8,17,0,0,3,5,15,5.0,1,0,1,15.2,15.2,91.6%,2024,RB,18
9,Bucky Irving,TB,19,89,4.7,25,1,1,2,5,-5,-2.5,0,0,1,14.4,14.4,87.5%,2024,RB,18
10,Rico Dowdle,DAL,22,72,3.3,10,0,1,2,3,12,6.0,0,0,1,14.4,14.4,73.9%,2024,RB,18
11,Emanuel Wilson,GB,14,73,5.2,21,1,1,1,1,-2,-2.0,0,0,1,13.1,13.1,4.8%,2024,RB,18
12,Ray Davis,BUF,15,64,4.3,23,1,0,2,3,1,0.5,1,0,1,12.5,12.5,28.7%,2024,RB,18
13,D'Andre Swift,CHI,20,65,3.3,14,0,1,0,2,0,0,0,0,1,12.5,12.5,83.1%,2024,RB,18
14,Patrick Taylor Jr.,SF,17,109,6.4,29,1,0,1,4,12,12.0,0,0,1,12.1,12.1,16.6%,2024,RB,18
