Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Tyreek Hill,MIA,13,15,269,20.7,75,6,3,0,0,0,0,1,44.9,44.9,92.8%,2020,WR,12
2,William Fuller V,FA,6,7,171,28.5,40,4,2,0,0,0,0,1,29.1,29.1,0.0%,2020,WR,12
3,A.J. Brown,PHI,4,6,98,24.5,69,1,1,0,0,0,0,1,21.8,21.8,96.7%,2020,WR,12
4,Jarvis Landry,FA,8,11,143,17.9,27,3,1,0,0,0,0,1,20.3,20.3,7.1%,2020,WR,12
5,Allen Robinson II,DET,8,13,74,9.3,20,1,2,0,0,0,0,1,19.4,19.4,0.8%,2020,WR,12
6,Justin Jefferson,MIN,7,13,70,10.0,18,0,2,0,0,0,0,1,19.0,19.0,98.3%,2020,WR,12
7,DK Metcalf,SEA,10,13,177,17.7,52,2,0,0,0,0,0,1,17.7,17.7,88.3%,2020,WR,12
8,Amari Cooper,BUF,6,8,112,18.7,54,2,1,0,0,0,0,1,17.2,17.2,75.3%,2020,WR,12
9,Mike Evans,TB,3,9,50,16.7,31,1,2,0,0,0,0,1,17.0,17.0,94.8%,2020,WR,12
10,Collin Johnson,CHI,4,8,96,24.0,46,2,1,0,0,0,0,1,15.6,15.6,0.0%,2020,WR,12
11,Robbie Chosen,FA,4,7,94,23.5,41,2,1,0,0,0,0,1,15.4,15.4,0.0%,2020,WR,12
12,Marquise Brown,KC,4,8,85,21.3,70,1,1,0,0,0,0,1,14.5,14.5,40.3%,2020,WR,12
13,T.Y. Hilton,FA,4,5,81,20.3,50,1,1,0,0,0,0,1,14.1,14.1,1.6%,2020,WR,12
14,Gabe Davis,JAC,3,4,79,26.3,44,2,1,0,0,0,0,1,13.9,13.9,18.0%,2020,WR,12
15,Deebo Samuel Sr.,WAS,11,13,133,12.1,33,4,0,0,0,0,0,1,13.3,13.3,84.5%,2020,WR,12
16,Davante Adams,FA,6,9,61,10.2,15,0,1,0,0,0,0,1,12.1,12.1,91.0%,2020,WR,12
17,Keenan Allen,CHI,4,10,40,10.0,15,0,1,0,0,0,0,1,12.0,12.0,76.2%,2020,WR,12
18,DeVante Parker,FA,8,14,119,14.9,25,1,0,0,0,0,0,1,11.9,11.9,0.0%,2020,WR,12
19,Mohamed Sanu Sr.,FA,4,4,32,8.0,14,0,1,0,0,0,0,1,11.2,11.2,0.0%,2020,WR,12
20,Calvin Ridley,TEN,6,9,50,8.3,16,0,1,0,0,0,0,1,11.0,11.0,77.8%,2020,WR,12
21,Tee Higgins,CIN,5,5,44,8.8,18,0,1,0,0,0,0,1,10.4,10.4,87.7%,2020,WR,12
22,Chad Beebe,FA,7,7,63,9.0,16,0,1,0,0,0,1,1,10.3,10.3,0.0%,2020,WR,12
23,Chris Godwin,TB,8,9,97,12.1,44,1,0,0,0,0,0,1,9.7,9.7,45.3%,2020,WR,12
24,JuJu Smith-Schuster,KC,8,9,37,4.6,11,0,1,0,0,0,0,1,9.7,9.7,3.9%,2020,WR,12
25,Bisi Johnson,FA,7,7,74,10.6,17,0,0,0,0,0,0,1,9.4,9.4,0.0%,2020,WR,12
26,Terry McLaurin,WAS,7,9,92,13.1,28,2,0,0,0,0,0,1,9.2,9.2,91.3%,2020,WR,12
27,Robert Woods,HOU,7,12,80,11.4,30,1,0,1,8,0,0,1,8.8,8.8,0.6%,2020,WR,12
28,Brandin Cooks,DAL,5,5,85,17.0,27,1,0,0,0,0,0,1,8.5,8.5,18.2%,2020,WR,12
29,Allen Lazard,NYJ,4,6,23,5.8,8,0,1,0,0,0,0,1,8.3,8.3,6.7%,2020,WR,12
30,Breshad Perriman,FA,4,8,79,19.8,37,2,0,0,0,0,0,1,7.9,7.9,0.0%,2020,WR,12
31,Curtis Samuel,BUF,5,5,72,14.4,35,1,0,1,5,0,0,1,7.7,7.7,17.8%,2020,WR,12
32,Hunter Renfrow,FA,7,9,73,10.4,19,0,0,0,0,0,0,1,7.3,7.3,0.0%,2020,WR,12
33,Cole Beasley,FA,2,4,25,12.5,14,0,0,0,0,0,0,1,7.3,7.3,0.0%,2020,WR,12
34,Corey Davis,FA,3,3,70,23.3,37,2,0,0,0,0,0,1,7.0,7.0,0.0%,2020,WR,12
35,Sterling Shepard,TB,7,8,64,9.1,16,0,0,1,4,0,0,1,6.8,6.8,5.1%,2020,WR,12
36,Denzel Mims,FA,4,8,67,16.8,30,1,0,0,0,0,0,1,6.7,6.7,0.0%,2020,WR,12
37,Brandon Powell,MIN,2,2,4,2.0,4,0,1,0,0,0,0,1,6.4,6.4,0.8%,2020,WR,12
38,Tyron Billy-Johnson,FA,2,4,63,31.5,55,1,0,0,0,0,0,1,6.3,6.3,0.0%,2020,WR,12
39,DJ Moore,CHI,4,9,61,15.3,25,1,0,0,0,0,0,1,6.1,6.1,86.7%,2020,WR,12
40,David Moore,CAR,3,3,-6,-2.0,1,0,1,1,1,0,0,1,5.5,5.5,1.4%,2020,WR,12
41,DeAndre Hopkins,KC,5,7,55,11.0,16,0,0,0,0,0,0,1,5.5,5.5,72.8%,2020,WR,12
42,Darnell Mooney,ATL,3,9,34,11.3,13,0,0,0,0,0,0,1,5.4,5.4,67.9%,2020,WR,12
43,Nelson Agholor,BAL,5,6,54,10.8,15,0,0,0,0,0,0,1,5.4,5.4,1.2%,2020,WR,12
44,Henry Ruggs III,FA,3,5,56,18.7,36,1,0,1,-2,0,0,1,5.4,5.4,8.4%,2020,WR,12
45,Jakobi Meyers,LV,5,6,52,10.4,17,0,0,0,0,0,0,1,5.2,5.2,72.7%,2020,WR,12
46,Chase Claypool,FA,6,9,52,8.7,22,1,0,0,0,0,0,1,5.2,5.2,1.4%,2020,WR,12
47,Michael Thomas,FA,4,6,50,12.5,24,2,0,1,1,0,0,1,5.1,5.1,0.7%,2020,WR,12
48,Marvin Jones Jr.,FA,6,12,48,8.0,16,0,0,0,0,0,0,1,4.8,4.8,0.0%,2020,WR,12
49,Equanimeous St. Brown,FA,2,2,39,19.5,24,1,0,1,7,0,0,1,4.6,4.6,0.0%,2020,WR,12
50,Diontae Johnson,BAL,8,13,46,5.8,11,0,0,0,0,0,0,1,4.6,4.6,39.6%,2020,WR,12
51,Keelan Cole Sr.,FA,3,6,44,14.7,20,1,0,0,0,0,0,1,4.4,4.4,0.0%,2020,WR,12
52,Michael Gallup,FA,6,8,41,6.8,19,0,0,0,0,0,0,1,4.1,4.1,1.0%,2020,WR,12
53,Cooper Kupp,LAR,2,5,41,20.5,33,1,0,0,0,0,0,1,4.1,4.1,90.9%,2020,WR,12
54,Josh Reynolds,JAC,5,6,40,8.0,14,0,0,0,0,0,0,1,4.0,4.0,1.6%,2020,WR,12
55,Stefon Diggs,HOU,7,9,39,5.6,9,0,0,0,0,0,0,1,3.9,3.9,46.3%,2020,WR,12
56,Sammy Watkins,FA,4,7,38,9.5,14,0,0,0,0,0,0,1,3.8,3.8,0.0%,2020,WR,12
57,Keke Coutee,FA,2,3,17,8.5,9,0,0,0,0,0,0,1,3.7,3.7,0.0%,2020,WR,12
58,Laviska Shenault Jr.,FA,3,4,31,10.3,13,0,0,1,6,0,0,1,3.7,3.7,0.1%,2020,WR,12
59,Golden Tate,FA,4,9,36,9.0,13,0,0,0,0,0,0,1,3.6,3.6,1.1%,2020,WR,12
60,Demarcus Robinson,LAR,5,6,36,7.2,13,0,0,0,0,0,0,1,3.6,3.6,17.8%,2020,WR,12
61,Kendrick Bourne,NE,3,5,34,11.3,18,0,0,0,0,0,0,1,3.4,3.4,4.0%,2020,WR,12
62,Russell Gage,SF,3,5,34,11.3,14,0,0,0,0,0,0,1,3.4,3.4,0.0%,2020,WR,12
63,Jalen Guyton,FA,3,4,33,11.0,12,0,0,0,0,0,0,1,3.3,3.3,0.0%,2020,WR,12
64,Damiere Byrd,FA,3,8,33,11.0,17,0,0,0,0,0,0,1,3.3,3.3,0.0%,2020,WR,12
65,Andy Isabella,FA,4,6,33,8.3,19,0,0,0,0,0,0,1,3.3,3.3,0.0%,2020,WR,12
