Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Darren Waller,FA,9,12,150,16.7,35,3,1,0,0,0,0,1,21.0,21.0,1.1%,2020,TE,15
2,Travis Kelce,KC,8,12,68,8.5,13,0,1,0,0,0,0,1,14.8,14.8,94.1%,2020,TE,15
3,Noah Fant,SEA,8,11,68,8.5,16,0,1,0,0,0,0,1,12.8,12.8,21.1%,2020,TE,15
4,Tyler Higbee,LAR,4,5,67,16.8,44,1,1,0,0,0,0,1,12.7,12.7,9.2%,2020,TE,15
5,Mark Andrews,BAL,5,5,66,13.2,27,1,1,0,0,0,0,1,12.6,12.6,89.5%,2020,TE,15
6,Hunter Henry,NE,5,7,65,13.0,19,0,1,0,0,0,0,1,12.5,12.5,53.6%,2020,TE,15
7,Tyler Conklin,NYJ,3,4,57,19.0,30,2,1,0,0,0,0,1,11.7,11.7,19.2%,2020,TE,15
8,Austin Hooper,NE,5,6,41,8.2,17,0,1,0,0,0,0,1,10.1,10.1,1.9%,2020,TE,15
9,Logan Thomas,FA,13,16,101,7.8,20,1,0,0,0,0,0,1,10.1,10.1,0.0%,2020,TE,15
10,Dawson Knox,BUF,2,4,36,18.0,27,1,1,0,0,0,0,1,9.6,9.6,11.4%,2020,TE,15
11,Hayden Hurst,LAC,4,5,21,5.3,12,0,1,0,0,0,0,1,8.1,8.1,2.7%,2020,TE,15
12,Jordan Reed,FA,2,5,18,9.0,13,0,1,0,0,0,0,1,7.8,7.8,19.0%,2020,TE,15
13,Robert Tonyan,FA,3,3,18,6.0,10,0,1,0,0,0,0,1,7.8,7.8,0.0%,2020,TE,15
14,Jacob Hollister,FA,2,2,17,8.5,10,0,1,0,0,0,0,1,7.7,7.7,1.4%,2020,TE,15
15,Dalton Schultz,HOU,2,2,14,7.0,12,0,1,0,0,0,0,1,7.4,7.4,54.4%,2020,TE,15
16,Zach Ertz,WAS,2,7,69,34.5,42,2,0,0,0,0,0,1,6.9,6.9,57.5%,2020,TE,15
17,Dan Arnold,FA,3,5,54,18.0,23,2,0,0,0,0,0,1,5.4,5.4,0.0%,2020,TE,15
18,Cameron Brate,FA,4,4,54,13.5,18,0,0,0,0,0,0,1,5.4,5.4,2.0%,2020,TE,15
19,Jonnu Smith,MIA,5,5,52,10.4,19,0,0,0,0,0,0,1,5.2,5.2,77.6%,2020,TE,15
20,Tyler Eifert,FA,3,4,51,17.0,28,1,0,0,0,0,0,1,5.1,5.1,0.0%,2020,TE,15
21,Jordan Akins,CLE,5,6,50,10.0,20,1,0,0,0,0,0,1,5.0,5.0,1.2%,2020,TE,15
22,Chris Herndon IV,FA,3,4,48,16.0,22,1,0,0,0,0,0,1,4.8,4.8,0.0%,2020,TE,15
23,Evan Engram,JAC,4,7,46,11.5,24,1,0,0,0,0,0,1,4.6,4.6,57.4%,2020,TE,15
24,Hunter Bryant,FA,1,2,44,44.0,44,1,0,0,0,0,0,1,4.4,4.4,0.0%,2020,TE,15
25,Maxx Williams,FA,1,1,42,42.0,42,1,0,0,0,0,0,1,4.2,4.2,0.0%,2020,TE,15
26,Durham Smythe,FA,5,5,40,8.0,15,0,0,0,0,0,0,1,4.0,4.0,0.1%,2020,TE,15
27,Dallas Goedert,PHI,4,8,39,9.8,16,0,0,0,0,0,0,1,3.9,3.9,57.2%,2020,TE,15
28,Irv Smith Jr.,HOU,3,4,37,12.3,21,1,0,0,0,0,0,1,3.7,3.7,0.0%,2020,TE,15
29,Kahale Warring,FA,2,2,32,16.0,23,1,0,0,0,0,0,1,3.2,3.2,0.0%,2020,TE,15
30,Jared Cook,FA,2,5,29,14.5,21,1,0,0,0,0,0,1,2.9,2.9,0.0%,2020,TE,15
31,Ian Thomas,CAR,3,4,29,9.7,15,0,0,0,0,0,0,1,2.9,2.9,0.0%,2020,TE,15
32,Rob Gronkowski,FA,3,7,29,9.7,17,0,0,0,0,0,0,1,2.9,2.9,2.0%,2020,TE,15
33,Ross Dwelley,ATL,2,2,28,14.0,19,0,0,0,0,0,0,1,2.8,2.8,0.0%,2020,TE,15
34,Gerald Everett,FA,2,5,28,14.0,15,0,0,0,0,0,0,1,2.8,2.8,1.4%,2020,TE,15
35,Jimmy Graham,FA,2,3,25,12.5,16,0,0,0,0,0,0,1,2.5,2.5,0.1%,2020,TE,15
36,Foster Moreau,NO,1,1,22,22.0,22,1,0,0,0,0,0,1,2.2,2.2,2.4%,2020,TE,15
37,David Njoku,CLE,1,1,22,22.0,22,1,0,0,0,0,0,1,2.2,2.2,74.6%,2020,TE,15
38,Luke Stocker,FA,2,3,21,10.5,25,1,0,0,0,0,0,1,2.1,2.1,3.8%,2020,TE,15
39,Anthony Firkser,KC,1,1,20,20.0,20,1,0,0,0,0,0,1,2.0,2.0,0.0%,2020,TE,15
40,Harrison Bryant,LV,2,2,19,9.5,10,0,0,0,0,0,0,1,1.9,1.9,0.0%,2020,TE,15
41,Adam Shaheen,FA,1,2,15,15.0,15,0,0,0,0,0,0,1,1.5,1.5,0.0%,2020,TE,15
42,Levine Toilolo,FA,1,1,14,14.0,14,0,0,0,0,0,0,1,1.4,1.4,0.0%,2020,TE,15
43,Jack Doyle,FA,2,2,14,7.0,7,0,0,0,0,0,0,1,1.4,1.4,2.0%,2020,TE,15
44,Mo Alie-Cox,IND,2,2,14,7.0,10,0,0,0,0,0,0,1,1.4,1.4,0.6%,2020,TE,15
45,Blake Bell,FA,1,1,10,10.0,10,0,0,1,2,0,0,1,1.2,1.2,0.0%,2020,TE,15
46,Cole Kmet,CHI,2,2,12,6.0,7,0,0,0,0,0,0,1,1.2,1.2,42.7%,2020,TE,15
47,Pharaoh Brown,SEA,1,1,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.1%,2020,TE,15
48,Jesse James,FA,1,1,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.0%,2020,TE,15
49,MyCole Pruitt,PIT,1,2,10,10.0,10,0,0,0,0,0,0,1,1.0,1.0,1.6%,2020,TE,15
50,Trey Burton,FA,1,2,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.0%,2020,TE,15
51,James O'Shaughnessy,FA,1,1,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.0%,2020,TE,15
52,Deon Yelder,FA,1,1,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.0%,2020,TE,15
53,Drew Sample,CIN,1,1,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.9%,2020,TE,15
54,Darrell Daniels,FA,1,1,2,2.0,2,0,0,0,0,0,0,1,0.2,0.2,0.0%,2020,TE,15
55,Dalton Keene,HOU,1,2,2,2.0,2,0,0,0,0,0,0,1,0.2,0.2,0.0%,2020,TE,15
56,Dominique Dafney,CAR,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,TE,15
