Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Jonathan Taylor,IND,29,218,7.5,70,2,3,0,0,0,0,0,0,1,39.8,39.8,92.9%,2024,RB,16
2,Chuba Hubbard,CAR,25,152,6.1,28,2,2,4,5,13,3.3,0,0,1,28.5,28.5,73.0%,2024,RB,16
3,Saquon Barkley,PHI,29,150,5.2,68,1,2,0,1,0,0,0,0,1,27.0,27.0,97.8%,2024,RB,16
4,De'Von Achane,MIA,17,120,7.1,50,1,1,6,7,70,11.7,0,0,1,25.0,25.0,92.9%,2024,RB,16
5,James Cook,BUF,11,100,9.1,46,2,1,3,3,26,8.7,1,0,1,24.6,24.6,93.1%,2024,RB,16
6,James Conner,ARI,15,117,7.8,40,1,1,4,4,49,12.3,0,0,1,22.6,22.6,82.6%,2024,RB,16
7,Bijan Robinson,ATL,22,94,4.3,14,0,2,2,2,9,4.5,0,0,1,22.3,22.3,94.6%,2024,RB,16
8,Jahmyr Gibbs,DET,23,109,4.7,12,0,1,4,5,45,11.3,0,0,1,21.4,21.4,97.5%,2024,RB,16
9,Jerome Ford,CLE,11,92,8.4,66,1,1,5,5,39,7.8,0,0,1,19.1,19.1,64.4%,2024,RB,16
10,Gus Edwards,LAC,14,68,4.9,43,1,2,1,2,3,3.0,0,0,1,19.1,19.1,45.3%,2024,RB,16
11,Kyren Williams,LAR,23,122,5.3,13,0,1,1,1,7,7.0,0,0,1,18.9,18.9,94.2%,2024,RB,16
12,Derrick Henry,BAL,24,162,6.8,44,1,0,2,2,27,13.5,0,0,1,18.9,18.9,97.5%,2024,RB,16
13,Tyjae Spears,TEN,10,27,2.7,11,0,2,3,4,39,13.0,0,0,1,18.6,18.6,60.2%,2024,RB,16
14,Josh Jacobs,GB,13,69,5.3,20,1,1,4,4,38,9.5,0,0,1,16.7,16.7,96.3%,2024,RB,16
15,Bucky Irving,TB,16,68,4.3,15,0,1,3,3,24,8.0,0,0,1,15.2,15.2,87.5%,2024,RB,16
16,Ameer Abdullah,LV,7,38,5.4,10,0,1,5,6,47,9.4,0,0,1,14.5,14.5,25.1%,2024,RB,16
17,Kareem Hunt,KC,11,55,5.0,20,1,1,2,3,24,12.0,0,0,1,13.9,13.9,48.5%,2024,RB,16
18,Tyrone Tracy Jr.,NYG,7,26,3.7,5,0,0,4,4,43,10.8,1,0,1,12.9,12.9,74.5%,2024,RB,16
19,Emanuel Wilson,GB,11,52,4.7,17,0,1,1,1,4,4.0,0,0,1,11.6,11.6,4.8%,2024,RB,16
20,Alexander Mattison,LV,12,27,2.3,6,0,1,4,7,29,7.3,0,0,1,11.6,11.6,44.8%,2024,RB,16
21,Rhamondre Stevenson,NE,12,60,5.0,14,0,1,1,1,13,13.0,0,1,1,11.3,11.3,80.6%,2024,RB,16
22,Chase Brown,CIN,18,91,5.1,22,2,0,3,3,18,6.0,0,0,1,10.9,10.9,85.5%,2024,RB,16
23,Audric Estime,DEN,9,48,5.3,9,0,1,0,0,0,0,0,0,1,10.8,10.8,18.4%,2024,RB,16
24,Hassan Haskins,LAC,0,0,0,0,0,0,2,2,39,19.5,1,0,1,9.9,9.9,0.9%,2024,RB,16
25,Aaron Jones Sr.,MIN,18,67,3.7,14,0,0,3,5,26,8.7,0,0,1,9.3,9.3,91.4%,2024,RB,16
26,Jaylen Warren,PIT,12,48,4.0,11,0,0,5,5,44,8.8,0,0,1,9.2,9.2,68.2%,2024,RB,16
27,Tank Bigsby,JAC,12,50,4.2,10,0,1,1,1,1,1.0,0,1,1,9.1,9.1,49.4%,2024,RB,16
28,Breece Hall,NYJ,14,52,3.7,7,0,0,5,6,38,7.6,0,0,1,9.0,9.0,91.6%,2024,RB,16
29,Chris Brooks,GB,6,23,3.8,8,0,1,1,1,2,2.0,0,0,1,8.5,8.5,0.7%,2024,RB,16
30,Michael Burton,DEN,0,0,0,0,0,0,3,3,19,6.3,1,0,1,7.9,7.9,0.1%,2024,RB,16
31,Cordarrelle Patterson,PIT,0,0,0,0,0,0,1,1,12,12.0,1,0,1,7.2,7.2,1.6%,2024,RB,16
32,Joe Mixon,HOU,14,57,4.1,22,1,0,1,2,14,14.0,0,0,1,7.1,7.1,93.9%,2024,RB,16
33,DeeJay Dallas,ARI,0,0,0,0,0,0,1,1,1,1.0,1,0,1,6.1,6.1,0.3%,2024,RB,16
34,Ezekiel Elliott,FA,1,1,1.0,1,0,1,0,0,0,0,0,0,1,6.1,6.1,20.4%,2024,RB,16
35,Tony Pollard,TEN,8,35,4.4,17,0,0,2,4,5,2.5,0,0,1,6.0,6.0,80.4%,2024,RB,16
36,Kenneth Walker III,SEA,8,31,3.9,11,0,0,8,8,28,3.5,0,0,1,5.9,5.9,81.7%,2024,RB,16
37,Javonte Williams,DEN,4,24,6.0,15,0,0,7,11,29,4.1,0,0,1,5.3,5.3,69.2%,2024,RB,16
38,D'Andre Swift,CHI,9,20,2.2,7,0,0,3,3,33,11.0,0,0,1,5.3,5.3,83.1%,2024,RB,16
39,Rico Dowdle,DAL,13,23,1.8,6,0,0,3,3,28,9.3,0,0,1,5.1,5.1,73.9%,2024,RB,16
40,Samaje Perine,KC,0,0,0,0,0,0,3,3,50,16.7,0,0,1,5.0,5.0,4.2%,2024,RB,16
41,Michael Carter,ARI,5,18,3.6,6,0,0,5,5,30,6.0,0,0,1,4.8,4.8,14.7%,2024,RB,16
42,Raheem Mostert,FA,8,31,3.9,21,1,0,2,2,15,7.5,0,0,1,4.6,4.6,42.9%,2024,RB,16
43,Najee Harris,PIT,9,42,4.7,11,0,0,0,1,0,0,0,0,1,4.2,4.2,85.5%,2024,RB,16
44,Rachaad White,TB,3,10,3.3,4,0,0,7,8,50,7.1,0,1,1,4.0,4.0,85.8%,2024,RB,16
45,Jeremy McNichols,WAS,2,3,1.5,5,0,0,4,4,15,3.8,0,0,1,3.8,3.8,3.0%,2024,RB,16
46,Travis Etienne Jr.,JAC,9,22,2.4,12,0,0,2,3,15,7.5,0,0,1,3.7,3.7,81.7%,2024,RB,16
47,Antonio Gibson,NE,10,28,2.8,9,0,0,2,2,8,4.0,0,0,1,3.6,3.6,22.5%,2024,RB,16
48,Jordan Mims,NO,4,16,4.0,9,0,0,5,8,16,3.2,0,0,1,3.2,3.2,0.8%,2024,RB,16
49,Kendre Miller,NO,8,15,1.9,10,0,0,2,2,16,8.0,0,0,1,3.1,3.1,37.7%,2024,RB,16
50,Tyler Allgeier,ATL,11,22,2.0,12,0,0,1,1,9,9.0,0,0,1,3.1,3.1,36.7%,2024,RB,16
51,Justice Hill,BAL,2,30,15.0,25,1,0,0,1,0,0,0,0,1,3.0,3.0,24.4%,2024,RB,16
52,Ty Johnson,BUF,6,30,5.0,12,0,0,0,1,0,0,0,0,1,3.0,3.0,5.6%,2024,RB,16
53,Ray Davis,BUF,5,12,2.4,8,0,0,1,1,17,17.0,0,0,1,2.9,2.9,28.7%,2024,RB,16
54,Kenny McIntosh,SEA,3,14,4.7,9,0,0,1,1,15,15.0,0,0,1,2.9,2.9,1.1%,2024,RB,16
55,Kyle Juszczyk,SF,1,6,6.0,6,0,0,1,3,20,20.0,0,0,1,2.6,2.6,1.2%,2024,RB,16
56,Trey Sermon,IND,8,25,3.1,7,0,0,0,0,0,0,0,0,1,2.5,2.5,3.7%,2024,RB,16
57,Patrick Taylor Jr.,SF,8,24,3.0,9,0,0,1,5,1,1.0,0,0,1,2.5,2.5,16.6%,2024,RB,16
58,Isiah Pacheco,KC,9,26,2.9,8,0,0,1,2,-1,-1.0,0,0,1,2.5,2.5,84.8%,2024,RB,16
59,Kimani Vidal,LAC,5,24,4.8,19,0,0,0,0,0,0,0,0,1,2.4,2.4,19.0%,2024,RB,16
60,Jermar Jefferson,FA,3,13,4.3,5,0,0,1,1,10,10.0,0,0,1,2.3,2.3,0.6%,2024,RB,16
61,Blake Watson,DEN,4,10,2.5,7,0,0,1,2,13,13.0,0,0,1,2.3,2.3,0.0%,2024,RB,16
62,Craig Reynolds,DET,4,18,4.5,11,0,0,1,1,5,5.0,0,0,1,2.3,2.3,3.5%,2024,RB,16
63,Tyler Goodson,IND,4,22,5.5,7,0,0,0,0,0,0,0,0,1,2.2,2.2,1.5%,2024,RB,16
64,Sione Vaki,DET,0,0,0,0,0,0,2,2,20,10.0,0,0,1,2.0,2.0,1.1%,2024,RB,16
65,Blake Corum,LAR,5,14,2.8,7,0,0,0,0,0,0,0,0,1,1.4,1.4,31.1%,2024,RB,16
66,Raheem Blackshear,CAR,3,13,4.3,5,0,0,0,0,0,0,0,0,1,1.3,1.3,7.7%,2024,RB,16
67,Zach Charbonnet,SEA,1,-1,-1.0,0,0,0,2,2,14,7.0,0,0,1,1.3,1.3,76.5%,2024,RB,16
68,Jeff Wilson Jr.,MIA,2,12,6.0,6,0,0,0,0,0,0,0,0,1,1.2,1.2,0.6%,2024,RB,16
69,Isaiah Davis,NYJ,3,12,4.0,9,0,0,0,0,0,0,0,0,1,1.2,1.2,7.9%,2024,RB,16
70,Devin Singletary,NYG,4,12,3.0,5,0,0,0,0,0,0,0,0,1,1.2,1.2,43.6%,2024,RB,16
71,Braelon Allen,NYJ,2,5,2.5,4,0,0,1,1,5,5.0,0,0,1,1.0,1.0,34.9%,2024,RB,16
72,Pierre Strong Jr.,CLE,2,6,3.0,6,0,0,2,2,3,1.5,0,0,1,0.9,0.9,0.7%,2024,RB,16
73,C.J. Ham,MIN,0,0,0,0,0,0,1,1,9,9.0,0,0,1,0.9,0.9,0.6%,2024,RB,16
74,D'Ernest Johnson,JAC,0,0,0,0,0,0,1,2,8,8.0,0,0,1,0.8,0.8,1.1%,2024,RB,16
