Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,David Montgomery,DET,32,146,4.6,19,0,2,1,2,16,16.0,0,0,1,28.2,28.2,75.4%,2020,RB,15
2,Tony Pollard,TEN,12,69,5.8,40,1,2,6,9,63,10.5,0,0,1,25.2,25.2,80.4%,2020,RB,15
3,Derrick Henry,BAL,24,147,6.1,33,1,1,2,2,5,2.5,0,0,1,23.2,23.2,97.5%,2020,RB,15
4,Dalvin Cook,FA,24,132,5.5,20,1,1,5,5,27,5.4,0,0,1,21.9,21.9,0.9%,2020,RB,15
5,Aaron Jones Sr.,MIN,20,145,7.3,46,1,1,3,4,13,4.3,0,0,1,21.8,21.8,91.4%,2020,RB,15
6,Giovani Bernard,FA,25,83,3.3,11,0,1,1,1,14,14.0,1,0,1,21.7,21.7,0.0%,2020,RB,15
7,Salvon Ahmed,IND,23,122,5.3,31,1,1,1,3,5,5.0,0,0,1,20.7,20.7,0.0%,2020,RB,15
8,Melvin Gordon III,FA,11,61,5.5,14,0,2,4,4,20,5.0,0,0,1,20.1,20.1,0.1%,2020,RB,15
9,Leonard Fournette,FA,14,49,3.5,17,0,2,3,5,16,5.3,0,0,1,18.5,18.5,2.1%,2020,RB,15
10,D'Andre Swift,CHI,15,67,4.5,11,0,2,4,5,15,3.8,0,1,1,18.2,18.2,83.1%,2020,RB,15
11,Josh Jacobs,GB,26,76,2.9,20,1,1,3,3,38,12.7,0,0,1,17.4,17.4,96.3%,2020,RB,15
12,Benny Snell Jr.,FA,18,84,4.7,29,1,1,3,4,23,7.7,0,0,1,16.7,16.7,0.0%,2020,RB,15
13,J.D. McKissic,FA,13,51,3.9,11,0,0,9,10,56,6.2,1,0,1,16.7,16.7,1.0%,2020,RB,15
14,Jonathan Taylor,IND,16,83,5.2,14,0,1,4,5,12,3.0,0,0,1,15.5,15.5,92.9%,2020,RB,15
15,Alvin Kamara,NO,11,54,4.9,11,0,0,3,6,40,13.3,1,0,1,15.4,15.4,87.9%,2020,RB,15
