Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,T.J. Hockenson,MIN,8,12,179,22.4,81,3,2,0,0,0,0,1,31.9,31.9,83.0%,2022,TE,4
2,Mo Alie-Cox,IND,6,6,85,14.2,34,1,2,0,0,0,0,1,20.5,20.5,0.6%,2022,TE,4
3,Travis Kelce,KC,9,10,92,10.2,22,1,1,0,0,0,0,1,15.2,15.2,94.1%,2022,TE,4
4,Gerald Everett,FA,5,6,61,12.2,18,0,1,0,0,0,0,1,12.1,12.1,1.4%,2022,TE,4
5,Zach Ertz,WAS,6,6,47,7.8,23,1,1,0,0,0,0,1,10.7,10.7,57.5%,2022,TE,4
6,Will Dissly,LAC,4,4,39,9.8,17,0,1,0,0,0,0,1,9.9,9.9,22.8%,2022,TE,4
7,Chig Okonkwo,TEN,3,3,38,12.7,23,1,1,0,0,0,0,1,9.8,9.8,34.6%,2022,TE,4
8,Hayden Hurst,LAC,3,4,27,9.0,19,0,1,0,0,0,0,1,8.7,8.7,2.7%,2022,TE,4
9,Pat Freiermuth,PIT,7,9,85,12.1,24,1,0,0,0,0,0,1,8.5,8.5,63.9%,2022,TE,4
10,Robert Tonyan,FA,2,2,22,11.0,20,1,1,0,0,0,0,1,8.2,8.2,0.0%,2022,TE,4
11,Taysom Hill,NO,0,0,0,0,0,0,0,5,21,1,0,1,8.1,8.1,27.7%,2022,TE,4
12,Tyler Higbee,LAR,10,14,73,7.3,12,0,0,0,0,0,0,1,7.3,7.3,9.2%,2022,TE,4
13,Dallas Goedert,PHI,5,6,72,14.4,26,2,0,0,0,0,0,1,7.2,7.2,57.2%,2022,TE,4
14,Jody Fortson Jr.,KC,1,1,10,10.0,10,0,1,0,0,0,0,1,7.0,7.0,0.0%,2022,TE,4
15,Noah Fant,SEA,1,1,2,2.0,2,0,1,0,0,0,0,1,6.2,6.2,21.1%,2022,TE,4
16,Kylen Granson,IND,4,4,62,15.5,20,1,0,0,0,0,0,1,6.2,6.2,1.2%,2022,TE,4
17,Noah Gray,KC,0,1,0,0,0,0,0,1,1,1,0,1,6.1,6.1,22.5%,2022,TE,4
18,Tyler Conklin,NYJ,3,5,52,17.3,26,1,0,0,0,0,0,1,5.2,5.2,19.2%,2022,TE,4
19,David Njoku,CLE,5,7,73,14.6,25,2,0,1,-6,0,1,1,4.7,4.7,74.6%,2022,TE,4
20,Dawson Knox,BUF,3,6,40,13.3,20,1,0,0,0,0,0,1,4.0,4.0,11.4%,2022,TE,4
21,Adam Trautman,DEN,3,3,37,12.3,14,0,0,0,0,0,0,1,3.7,3.7,1.1%,2022,TE,4
22,Tommy Tremble,CAR,3,6,34,11.3,16,0,0,0,0,0,0,1,3.4,3.4,1.4%,2022,TE,4
23,Juwan Johnson,NO,3,4,33,11.0,16,0,0,0,0,0,0,1,3.3,3.3,19.4%,2022,TE,4
24,Jelani Woods,IND,1,1,33,33.0,33,1,0,0,0,0,0,1,3.3,3.3,4.0%,2022,TE,4
25,Jordan Akins,CLE,2,2,33,16.5,30,1,0,0,0,0,0,1,3.3,3.3,1.2%,2022,TE,4
26,Cameron Brate,FA,4,8,32,8.0,11,0,0,0,0,0,0,1,3.2,3.2,2.0%,2022,TE,4
27,Cade Otton,TB,3,4,29,9.7,12,0,0,0,0,0,0,1,2.9,2.9,57.8%,2022,TE,4
28,Colby Parkinson,LAR,2,3,28,14.0,15,0,0,0,0,0,0,1,2.8,2.8,9.6%,2022,TE,4
29,O.J. Howard,FA,2,5,27,13.5,22,1,0,0,0,0,0,1,2.7,2.7,0.0%,2022,TE,4
30,Dan Arnold,FA,1,1,26,26.0,26,1,0,0,0,0,0,1,2.6,2.6,0.0%,2022,TE,4
31,Kyle Pitts,ATL,1,4,25,25.0,25,1,0,0,0,0,0,1,2.5,2.5,73.0%,2022,TE,4
32,Eric Saubert,SF,1,2,25,25.0,25,1,0,0,0,0,0,1,2.5,2.5,1.0%,2022,TE,4
33,George Kittle,SF,2,4,24,12.0,20,1,0,0,0,0,0,1,2.4,2.4,91.9%,2022,TE,4
34,Trey McBride,ARI,3,3,24,8.0,11,0,0,0,0,0,0,1,2.4,2.4,91.9%,2022,TE,4
35,Darren Waller,FA,3,5,24,8.0,13,0,0,0,0,0,0,1,2.4,2.4,1.1%,2022,TE,4
36,Mike Gesicki,CIN,2,4,23,11.5,21,1,0,0,0,0,0,1,2.3,2.3,29.2%,2022,TE,4
37,Trevon Wesco,FA,1,2,23,23.0,23,1,0,0,0,0,0,1,2.3,2.3,0.0%,2022,TE,4
38,Daniel Bellinger,NYG,3,3,23,7.7,12,0,0,0,0,0,0,1,2.3,2.3,1.5%,2022,TE,4
39,Irv Smith Jr.,HOU,3,4,23,7.7,10,0,0,0,0,0,0,1,2.3,2.3,0.0%,2022,TE,4
40,Parker Hesse,FA,1,1,22,22.0,22,1,0,0,0,0,0,1,2.2,2.2,0.0%,2022,TE,4
41,Ko Kieft,TB,1,1,19,19.0,19,0,0,0,0,0,0,1,1.9,1.9,0.0%,2022,TE,4
42,Logan Thomas,FA,5,6,19,3.8,6,0,0,0,0,0,0,1,1.9,1.9,0.0%,2022,TE,4
43,John Bates,WAS,4,6,19,4.8,7,0,0,0,0,0,0,1,1.9,1.9,1.1%,2022,TE,4
44,Mitchell Wilcox,FA,1,1,18,18.0,18,0,0,0,0,0,0,1,1.8,1.8,0.0%,2022,TE,4
45,Harrison Bryant,LV,4,6,18,4.5,8,0,0,0,0,0,0,1,1.8,1.8,0.0%,2022,TE,4
46,Tanner Hudson,CIN,1,2,18,18.0,18,0,0,0,0,0,0,1,1.8,1.8,1.1%,2022,TE,4
47,Evan Engram,JAC,1,1,16,16.0,16,0,0,0,0,0,0,1,1.6,1.6,57.4%,2022,TE,4
48,Cole Kmet,CHI,3,3,16,5.3,13,0,0,0,0,0,0,1,1.6,1.6,42.7%,2022,TE,4
49,Mark Andrews,BAL,2,5,15,7.5,9,0,0,0,0,0,0,1,1.5,1.5,89.5%,2022,TE,4
50,Hunter Henry,NE,2,4,13,6.5,7,0,0,0,0,0,0,1,1.3,1.3,53.6%,2022,TE,4
51,Jake Ferguson,DAL,1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,67.5%,2022,TE,4
52,Kendall Blanton,FA,1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.0%,2022,TE,4
53,Ian Thomas,CAR,1,3,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.0%,2022,TE,4
54,Austin Hooper,NE,1,1,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,1.9%,2022,TE,4
55,Tre' McKitty,CLE,1,1,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.0%,2022,TE,4
56,Zach Gentry,FA,1,1,2,2.0,2,0,0,0,0,0,0,1,0.2,0.2,0.0%,2022,TE,4
57,Andrew Beck,NYJ,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,4
58,Quintin Morris,BUF,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2022,TE,4
59,Stephen Sullivan,CAR,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,4
60,Charlie Woerner,ATL,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2022,TE,4
61,Giovanni Ricci,NE,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,4
62,Tyler Davis,GB,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,4
63,Devin Asiasi,FA,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,4
64,Josiah Deguara,JAC,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,4
65,Brock Wright,DET,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.9%,2022,TE,4
66,Peyton Hendershot,KC,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2022,TE,4
67,Austin Allen,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,TE,4
68,Johnny Mundt,MIN,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,2022,TE,4
