Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Tyreek Hill,MIA,6,10,163,27.2,47,4,1,0,0,0,0,1,22.3,22.3,92.8%,2023,WR,6
2,Cooper Kupp,LAR,7,9,148,21.1,49,3,1,0,0,0,0,1,20.8,20.8,90.9%,2023,WR,6
3,Amon-Ra St. Brown,DET,12,15,124,10.3,27,2,1,0,0,0,0,1,18.4,18.4,97.2%,2023,WR,6
4,Adam Thielen,CAR,11,13,115,10.5,27,1,1,0,0,0,0,1,17.5,17.5,61.9%,2023,WR,6
5,Rashid Shaheed,NO,2,6,85,42.5,51,2,1,2,18,0,0,1,16.3,16.3,31.4%,2023,WR,6
6,Keenan Allen,CHI,7,11,85,12.1,23,2,1,0,0,0,0,1,14.5,14.5,76.2%,2023,WR,6
7,A.J. Brown,PHI,7,9,131,18.7,49,2,0,0,0,0,0,1,13.1,13.1,96.7%,2023,WR,6
8,Drake London,ATL,9,12,125,13.9,32,2,0,0,0,0,0,1,12.5,12.5,91.6%,2023,WR,6
9,Jakobi Meyers,LV,5,7,61,12.2,16,0,1,0,0,0,0,1,12.1,12.1,72.7%,2023,WR,6
10,CeeDee Lamb,DAL,7,7,117,16.7,23,2,0,0,0,0,0,1,11.7,11.7,87.2%,2023,WR,6
11,Jameson Williams,DET,2,3,53,26.5,45,1,1,0,0,0,0,1,11.3,11.3,80.0%,2023,WR,6
12,Jaylen Waddle,MIA,7,9,51,7.3,17,0,1,0,0,0,0,1,11.1,11.1,79.3%,2023,WR,6
13,Zay Flowers,BAL,6,8,50,8.3,14,0,1,1,1,0,0,1,11.1,11.1,90.3%,2023,WR,6
14,Brandin Cooks,DAL,4,4,36,9.0,17,0,1,1,14,0,0,1,11.0,11.0,18.2%,2023,WR,6
15,Michael Pittman Jr.,IND,9,14,109,12.1,40,1,0,0,0,0,0,1,10.9,10.9,70.7%,2023,WR,6
16,Christian Kirk,JAC,3,6,49,16.3,29,1,1,0,0,0,0,1,10.9,10.9,34.9%,2023,WR,6
17,Amari Cooper,BUF,4,8,108,27.0,58,2,0,0,0,0,0,1,10.8,10.8,75.3%,2023,WR,6
18,Courtland Sutton,DEN,4,6,46,11.5,21,1,1,0,0,0,0,1,10.6,10.6,84.6%,2023,WR,6
19,Curtis Samuel,BUF,4,4,42,10.5,16,0,1,1,0,0,0,1,10.2,10.2,17.8%,2023,WR,6
20,Stefon Diggs,HOU,10,16,100,10.0,28,1,0,0,0,0,0,1,10.0,10.0,46.3%,2023,WR,6
21,Tyler Boyd,TEN,7,7,38,5.4,9,0,1,0,0,0,0,1,9.8,9.8,4.6%,2023,WR,6
22,Chris Olave,NO,7,10,96,13.7,24,1,0,0,0,0,0,1,9.6,9.6,68.4%,2023,WR,6
23,Tyler Lockett,FA,6,8,94,15.7,36,2,0,0,0,0,0,1,9.4,9.4,44.2%,2023,WR,6
24,Kendrick Bourne,NE,10,11,89,8.9,36,1,0,1,4,0,0,1,9.3,9.3,4.0%,2023,WR,6
25,Garrett Wilson,NYJ,8,12,90,11.3,33,1,0,0,0,0,0,1,9.0,9.0,91.1%,2023,WR,6
26,Jordan Addison,MIN,3,5,28,9.3,15,0,1,0,0,0,0,1,8.8,8.8,85.1%,2023,WR,6
27,Terry McLaurin,WAS,6,11,81,13.5,22,1,0,0,0,0,0,1,8.1,8.1,91.3%,2023,WR,6
