Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Saquon Barkley,PHI,24,109,4.5,34,1,2,2,2,23,11.5,1,0,1,31.2,31.2,97.8%,2024,RB,1
2,Joe Mixon,HOU,30,159,5.3,13,0,1,3,3,19,6.3,0,0,1,23.8,23.8,93.9%,2024,RB,1
3,Jordan Mason,SF,28,147,5.3,24,1,1,1,1,5,5.0,0,0,1,21.2,21.2,27.7%,2024,RB,1
4,J.K. Dobbins,LAC,10,135,13.5,61,2,1,3,3,4,1.3,0,0,1,19.9,19.9,74.2%,2024,RB,1
5,Rhamondre Stevenson,NE,25,120,4.8,17,0,1,3,3,6,2.0,0,0,1,18.6,18.6,80.6%,2024,RB,1
6,Alvin Kamara,NO,15,83,5.5,17,0,1,5,5,27,5.4,0,0,1,17.0,17.0,87.9%,2024,RB,1
7,Aaron Jones Sr.,MIN,14,94,6.7,19,0,1,2,2,15,7.5,0,0,1,16.9,16.9,91.4%,2024,RB,1
8,Kenneth Walker III,SEA,20,103,5.2,23,1,1,2,3,6,3.0,0,0,1,16.9,16.9,81.7%,2024,RB,1
9,James Conner,ARI,16,50,3.1,20,1,1,3,4,33,11.0,0,0,1,16.3,16.3,82.6%,2024,RB,1
10,De'Von Achane,MIA,10,24,2.4,9,0,1,7,7,76,10.9,0,0,1,16.0,16.0,92.9%,2024,RB,1
11,Tony Pollard,TEN,16,82,5.1,26,1,1,3,4,12,4.0,0,0,1,15.4,15.4,80.4%,2024,RB,1
12,David Montgomery,DET,17,91,5.4,21,1,1,1,1,2,2.0,0,0,1,15.3,15.3,75.4%,2024,RB,1
13,Brian Robinson Jr.,WAS,12,40,3.3,7,0,1,3,4,49,16.3,0,0,1,14.9,14.9,84.9%,2024,RB,1
14,Isiah Pacheco,KC,15,45,3.0,5,0,1,2,3,33,16.5,0,0,1,13.8,13.8,84.8%,2024,RB,1
15,Jahmyr Gibbs,DET,11,40,3.6,8,0,1,4,6,34,8.5,0,0,1,13.4,13.4,97.5%,2024,RB,1
16,Breece Hall,NYJ,16,54,3.4,16,0,1,5,6,39,7.8,0,1,1,13.3,13.3,91.6%,2024,RB,1
17,Jerome Ford,CLE,12,44,3.7,11,0,1,6,7,25,4.2,0,0,1,12.9,12.9,64.4%,2024,RB,1
18,Alexander Mattison,LV,5,19,3.8,7,0,0,4,6,43,10.8,1,0,1,12.2,12.2,44.8%,2024,RB,1
19,Zack Moss,CIN,9,44,4.9,16,0,1,2,4,17,8.5,0,0,1,12.1,12.1,33.5%,2024,RB,1
20,Kyren Williams,LAR,18,50,2.8,9,0,1,3,3,4,1.3,0,0,1,11.4,11.4,94.2%,2024,RB,1
21,Jamaal Williams,FA,11,38,3.5,14,0,1,1,1,13,13.0,0,0,1,11.1,11.1,2.5%,2024,RB,1
22,Bijan Robinson,ATL,18,68,3.8,13,0,0,5,5,43,8.6,0,0,1,11.1,11.1,94.6%,2024,RB,1
23,Ezekiel Elliott,FA,10,40,4.0,9,0,1,2,2,9,4.5,0,0,1,10.9,10.9,20.4%,2024,RB,1
24,Jonathan Taylor,IND,16,48,3.0,7,0,1,0,0,0,0,0,0,1,10.8,10.8,92.9%,2024,RB,1
25,Derrick Henry,BAL,13,46,3.5,9,0,1,0,2,0,0,0,0,1,10.6,10.6,97.5%,2024,RB,1
26,Rachaad White,TB,15,31,2.1,15,0,0,6,6,75,12.5,0,0,1,10.6,10.6,85.8%,2024,RB,1
27,Josh Jacobs,GB,16,84,5.3,32,2,0,2,3,20,10.0,0,0,1,10.4,10.4,96.3%,2024,RB,1
28,James Cook,BUF,19,71,3.7,15,0,0,3,3,32,10.7,0,0,1,10.3,10.3,93.1%,2024,RB,1
29,Zach Charbonnet,SEA,8,12,1.5,6,0,0,2,3,29,14.5,1,0,1,10.1,10.1,76.5%,2024,RB,1
30,Travis Etienne Jr.,JAC,12,44,3.7,11,0,1,2,3,15,7.5,0,1,1,9.9,9.9,81.7%,2024,RB,1
31,Najee Harris,PIT,20,70,3.5,20,1,0,1,2,9,9.0,0,0,1,7.9,7.9,85.5%,2024,RB,1
32,Bucky Irving,TB,9,62,6.9,31,1,0,2,3,14,7.0,0,0,1,7.6,7.6,87.5%,2024,RB,1
33,Tank Bigsby,JAC,12,73,6.1,26,1,0,0,0,0,0,0,0,1,7.3,7.3,49.4%,2024,RB,1
34,Austin Ekeler,WAS,2,10,5.0,6,0,0,4,4,52,13.0,0,0,1,6.2,6.2,51.4%,2024,RB,1
35,DeeJay Dallas,ARI,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0,6.0,0.3%,2024,RB,1
36,Justice Hill,BAL,1,3,3.0,3,0,0,6,8,52,8.7,0,0,1,5.5,5.5,24.4%,2024,RB,1
37,Devin Singletary,NYG,10,37,3.7,7,0,0,4,5,15,3.8,0,0,1,5.2,5.2,43.6%,2024,RB,1
38,D'Andre Swift,CHI,10,30,3.0,20,1,0,0,1,0,0,0,0,1,5.0,5.0,83.1%,2024,RB,1
39,Emanuel Wilson,GB,4,46,11.5,18,0,0,2,3,2,1.0,0,0,1,4.8,4.8,4.8%,2024,RB,1
40,Ty Chandler,MIN,8,17,2.1,6,0,0,3,3,25,8.3,0,0,1,4.2,4.2,13.5%,2024,RB,1
41,Kyle Juszczyk,SF,0,0,0,0,0,0,2,3,40,20.0,0,0,1,4.0,4.0,1.2%,2024,RB,1
