Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Tyreek Hill,MIA,3,7,79,26.3,44,2,1,1,32,1,0,1,23.1,23.1,92.8%,2020,WR,14
2,KJ Hamler,BUF,2,3,86,43.0,49,2,2,0,0,0,0,1,20.6,20.6,0.0%,2020,WR,14
3,T.Y. Hilton,FA,5,7,86,17.2,41,1,2,0,0,0,0,1,20.6,20.6,1.6%,2020,WR,14
4,Stefon Diggs,HOU,10,14,130,13.0,23,2,1,1,1,0,0,1,19.1,19.1,46.3%,2020,WR,14
5,Calvin Ridley,TEN,8,12,124,15.5,39,2,1,0,0,0,0,1,18.4,18.4,77.8%,2020,WR,14
6,Allen Robinson II,DET,9,13,123,13.7,35,2,1,0,0,0,0,1,18.3,18.3,0.8%,2020,WR,14
7,Davante Adams,FA,7,10,115,16.4,56,2,1,0,0,0,0,1,17.5,17.5,91.0%,2020,WR,14
8,A.J. Brown,PHI,7,9,112,16.0,37,1,1,0,0,0,0,1,17.2,17.2,96.7%,2020,WR,14
9,Nelson Agholor,BAL,5,9,100,20.0,36,3,1,0,0,0,0,1,16.0,16.0,1.2%,2020,WR,14
10,Marquez Valdes-Scantling,NO,6,6,85,14.2,21,1,1,0,0,0,0,1,14.5,14.5,17.7%,2020,WR,14
11,Russell Gage,SF,5,7,82,16.4,35,2,0,0,0,0,0,1,13.8,13.8,0.0%,2020,WR,14
12,DeAndre Hopkins,KC,9,11,136,15.1,41,2,0,0,0,0,0,1,13.6,13.6,72.8%,2020,WR,14
13,Rashard Higgins,FA,6,10,68,11.3,21,1,1,0,0,0,0,1,12.8,12.8,0.0%,2020,WR,14
14,Keelan Cole Sr.,FA,7,12,67,9.6,22,1,1,0,0,0,0,1,12.7,12.7,0.0%,2020,WR,14
15,A.J. Green,FA,6,7,62,10.3,16,0,1,0,0,0,0,1,12.2,12.2,0.9%,2020,WR,14
16,DK Metcalf,SEA,6,8,61,10.2,19,0,1,0,0,0,0,1,12.1,12.1,88.3%,2020,WR,14
17,Brandon Aiyuk,SF,10,16,119,11.9,19,0,0,0,0,0,0,1,11.9,11.9,43.5%,2020,WR,14
18,JuJu Smith-Schuster,KC,6,7,55,9.2,20,1,1,0,0,0,0,1,11.5,11.5,3.9%,2020,WR,14
19,Tyron Billy-Johnson,FA,6,7,55,9.2,25,1,1,0,0,0,0,1,11.5,11.5,0.0%,2020,WR,14
20,Keenan Allen,CHI,9,11,52,5.8,10,0,1,0,0,0,0,1,11.2,11.2,76.2%,2020,WR,14
21,Amari Cooper,BUF,4,5,51,12.8,20,1,1,0,0,0,0,1,11.1,11.1,75.3%,2020,WR,14
22,Marquise Brown,KC,2,6,50,25.0,44,1,1,0,0,0,0,1,11.0,11.0,40.3%,2020,WR,14
23,Scotty Miller,FA,1,2,48,48.0,48,1,1,0,0,0,0,1,10.8,10.8,0.1%,2020,WR,14
24,Emmanuel Sanders,FA,3,5,48,16.0,37,1,1,0,0,0,0,1,10.8,10.8,0.0%,2020,WR,14
25,Robbie Chosen,FA,8,12,84,10.5,23,2,0,2,13,0,0,1,9.7,9.7,0.0%,2020,WR,14
26,Tim Patrick,DET,3,5,36,12.0,32,1,1,0,0,0,0,1,9.6,9.6,6.3%,2020,WR,14
27,Donovan Peoples-Jones,FA,3,5,74,24.7,37,2,0,0,0,0,0,1,9.4,9.4,0.0%,2020,WR,14
28,Cooper Kupp,LAR,5,5,33,6.6,20,1,1,0,0,0,0,1,9.3,9.3,90.9%,2020,WR,14
29,Curtis Samuel,BUF,7,9,68,9.7,19,0,0,2,22,0,0,1,9.0,9.0,17.8%,2020,WR,14
30,James Washington,FA,3,6,29,9.7,19,0,1,0,0,0,0,1,8.9,8.9,0.0%,2020,WR,14
31,David Moore,CAR,3,5,20,6.7,14,0,1,1,9,0,0,1,8.9,8.9,1.4%,2020,WR,14
32,Darnell Mooney,ATL,2,2,22,11.0,12,0,1,1,5,0,0,1,8.7,8.7,67.9%,2020,WR,14
33,Michael Thomas,FA,8,8,84,10.5,22,1,0,0,0,0,0,1,8.4,8.4,0.7%,2020,WR,14
34,Lynn Bowden Jr.,FA,7,9,82,11.7,22,1,0,1,2,0,0,1,8.4,8.4,0.0%,2020,WR,14
35,Freddie Swain,FA,2,3,22,11.0,19,0,1,0,0,0,0,1,8.2,8.2,0.0%,2020,WR,14
36,Mecole Hardman Jr.,KC,3,3,40,13.3,26,1,0,0,0,0,1,1,8.0,8.0,0.2%,2020,WR,14
