Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Tank Bigsby,JAC,13,101,7.8,65,1,2,1,1,28,28.0,0,0,1,24.9,24.9,49.4%,2024,RB,5
2,D'Andre Swift,CHI,21,73,3.5,18,0,1,2,2,47,23.5,0,0,1,18.0,18.0,83.1%,2024,RB,5
3,Kareem Hunt,KC,27,102,3.8,8,0,1,1,1,15,15.0,0,0,1,17.7,17.7,48.5%,2024,RB,5
4,Rico Dowdle,DAL,20,87,4.4,13,0,0,2,2,27,13.5,1,0,1,17.4,17.4,73.9%,2024,RB,5
5,James Cook,BUF,20,82,4.1,12,0,1,2,3,17,8.5,0,0,1,15.9,15.9,93.1%,2024,RB,5
6,Derrick Henry,BAL,15,92,6.1,51,1,1,1,1,4,4.0,0,0,1,15.6,15.6,97.5%,2024,RB,5
7,Josh Jacobs,GB,19,73,3.8,13,0,1,1,1,21,21.0,0,0,1,15.4,15.4,96.3%,2024,RB,5
8,Rhamondre Stevenson,NE,12,89,7.4,33,1,1,4,4,3,0.8,0,0,1,15.2,15.2,80.6%,2024,RB,5
9,Kyren Williams,LAR,22,102,4.6,30,1,1,1,1,3,3.0,0,1,1,14.5,14.5,94.2%,2024,RB,5
10,Roschon Johnson,CHI,10,25,2.5,8,0,2,0,0,0,0,0,0,1,14.5,14.5,16.7%,2024,RB,5
11,Brian Robinson Jr.,WAS,7,18,2.6,10,0,2,0,0,0,0,0,0,1,13.8,13.8,84.9%,2024,RB,5
12,Chuba Hubbard,CAR,13,97,7.5,38,1,1,4,4,-2,-0.5,0,1,1,13.5,13.5,73.0%,2024,RB,5
13,Chase Brown,CIN,12,46,3.8,16,0,0,3,3,8,2.7,1,0,1,13.4,13.4,85.5%,2024,RB,5
14,Tyrone Tracy Jr.,NYG,18,129,7.2,27,2,0,1,2,1,1.0,0,0,1,13.0,13.0,74.5%,2024,RB,5
15,Trey Sermon,IND,10,38,3.8,17,0,1,6,6,25,4.2,0,0,1,12.3,12.3,3.7%,2024,RB,5
16,James Conner,ARI,19,86,4.5,14,0,0,2,3,14,7.0,0,0,1,12.0,12.0,82.6%,2024,RB,5
17,Javonte Williams,DEN,13,61,4.7,17,0,0,5,6,50,10.0,0,0,1,11.1,11.1,69.2%,2024,RB,5
18,Ameer Abdullah,LV,5,42,8.4,40,1,1,3,3,9,3.0,0,0,1,11.1,11.1,25.1%,2024,RB,5
19,Cam Akers,MIN,9,42,4.7,15,0,1,2,3,5,2.5,0,0,1,10.7,10.7,14.2%,2024,RB,5
20,Jeremy McNichols,WAS,7,44,6.3,28,1,1,0,0,0,0,0,0,1,10.4,10.4,3.0%,2024,RB,5
21,Raheem Mostert,FA,19,80,4.2,18,0,0,2,2,18,9.0,0,0,1,9.8,9.8,42.9%,2024,RB,5
22,Austin Ekeler,WAS,6,67,11.2,50,1,0,2,2,30,15.0,0,0,1,9.7,9.7,51.4%,2024,RB,5
23,Dare Ogunbowale,HOU,15,30,2.0,7,0,0,6,7,57,9.5,0,0,1,8.7,8.7,1.0%,2024,RB,5
24,Jaylen Wright,MIA,13,86,6.6,17,0,0,0,0,0,0,0,0,1,8.6,8.6,18.9%,2024,RB,5
25,Jaleel McLaughlin,DEN,6,22,3.7,13,0,0,3,4,3,1.0,1,0,1,8.5,8.5,25.7%,2024,RB,5
26,Alexander Mattison,LV,15,38,2.5,8,0,0,2,3,23,11.5,0,0,1,8.1,8.1,44.8%,2024,RB,5
27,Jordan Mason,SF,14,89,6.4,34,2,0,1,1,9,9.0,0,1,1,7.8,7.8,27.7%,2024,RB,5
28,Bijan Robinson,ATL,12,61,5.1,28,1,0,3,3,16,5.3,0,0,1,7.7,7.7,94.6%,2024,RB,5
29,Najee Harris,PIT,14,42,3.0,6,0,0,2,2,35,17.5,0,0,1,7.7,7.7,85.5%,2024,RB,5
30,Kenneth Walker III,SEA,5,19,3.8,7,0,0,7,8,57,8.1,0,0,1,7.6,7.6,81.7%,2024,RB,5
31,C.J. Ham,MIN,2,10,5.0,8,0,1,0,0,0,0,0,0,1,7.0,7.0,0.6%,2024,RB,5
32,Alvin Kamara,NO,11,26,2.4,9,0,0,6,8,40,6.7,0,0,1,6.6,6.6,87.9%,2024,RB,5
33,Rachaad White,TB,10,72,7.2,56,1,0,3,3,-6,-2.0,0,0,1,6.6,6.6,85.8%,2024,RB,5
34,Alec Ingold,MIA,1,3,3.0,3,0,1,0,0,0,0,0,0,1,6.3,6.3,0.6%,2024,RB,5
35,D'Onta Foreman,CLE,9,44,4.9,25,1,0,1,1,16,16.0,0,0,1,6.0,6.0,3.4%,2024,RB,5
36,Travis Etienne Jr.,JAC,6,17,2.8,4,0,0,6,7,43,7.2,0,0,1,6.0,6.0,81.7%,2024,RB,5
37,Tyler Goodson,IND,5,26,5.2,17,0,0,3,3,31,10.3,0,0,1,5.7,5.7,1.5%,2024,RB,5
38,Antonio Gibson,NE,6,52,8.7,24,1,0,1,1,4,4.0,0,0,1,5.6,5.6,22.5%,2024,RB,5
39,Aaron Jones Sr.,MIN,7,29,4.1,9,0,0,1,1,24,24.0,0,0,1,5.3,5.3,91.4%,2024,RB,5
40,Zack Moss,CIN,9,24,2.7,8,0,0,3,4,28,9.3,0,0,1,5.2,5.2,33.5%,2024,RB,5
41,Jerome Ford,CLE,9,47,5.2,16,0,0,3,3,2,0.7,0,0,1,4.9,4.9,64.4%,2024,RB,5
42,Ty Chandler,MIN,14,30,2.1,5,0,0,2,2,9,4.5,0,0,1,3.9,3.9,13.5%,2024,RB,5
43,Breece Hall,NYJ,9,23,2.6,10,0,0,3,4,14,4.7,0,0,1,3.7,3.7,91.6%,2024,RB,5
44,Bucky Irving,TB,9,44,4.9,16,0,0,2,2,12,6.0,0,1,1,3.6,3.6,87.5%,2024,RB,5
45,Eric Gray,NYG,4,4,1.0,2,0,0,3,4,50,16.7,0,1,1,3.4,3.4,1.6%,2024,RB,5
46,Miles Sanders,CAR,2,6,3.0,4,0,0,2,3,27,13.5,0,0,1,3.3,3.3,5.1%,2024,RB,5
47,Blake Corum,LAR,5,25,5.0,12,0,0,1,1,8,8.0,0,0,1,3.3,3.3,31.1%,2024,RB,5
48,Zach Charbonnet,SEA,2,11,5.5,9,0,0,3,5,19,6.3,0,0,1,3.0,3.0,76.5%,2024,RB,5
49,Braelon Allen,NYJ,5,13,2.6,7,0,0,1,2,15,15.0,0,0,1,2.8,2.8,34.9%,2024,RB,5
50,Justice Hill,BAL,5,17,3.4,7,0,0,1,2,8,8.0,0,0,1,2.5,2.5,24.4%,2024,RB,5
51,Tyler Allgeier,ATL,6,12,2.0,8,0,0,3,3,13,4.3,0,0,1,2.5,2.5,36.7%,2024,RB,5
52,Samaje Perine,KC,0,0,0,0,0,0,1,2,24,24.0,0,0,1,2.4,2.4,4.2%,2024,RB,5
53,Hunter Luepke,DAL,2,6,3.0,4,0,0,1,1,18,18.0,0,0,1,2.4,2.4,0.1%,2024,RB,5
54,Isaac Guerendo,SF,5,22,4.4,5,0,0,0,0,0,0,0,0,1,2.2,2.2,67.4%,2024,RB,5
55,De'Von Achane,MIA,3,18,6.0,12,0,0,1,1,-1,-1.0,0,0,1,1.7,1.7,92.9%,2024,RB,5
56,Ezekiel Elliott,FA,6,17,2.8,5,0,0,0,1,0,0,0,0,1,1.7,1.7,20.4%,2024,RB,5
57,Emanuel Wilson,GB,6,24,4.0,7,0,0,1,1,-9,-9.0,0,0,1,1.5,1.5,4.8%,2024,RB,5
58,Ty Johnson,BUF,3,15,5.0,19,0,0,0,0,0,0,0,0,1,1.5,1.5,5.6%,2024,RB,5
59,Aaron Shampklin,PIT,4,14,3.5,5,0,0,0,0,0,0,0,0,1,1.4,1.4,1.0%,2024,RB,5
60,Myles Gaskin,FA,2,2,1.0,2,0,0,1,1,11,11.0,0,0,1,1.3,1.3,0.0%,2024,RB,5
61,Carson Steele,KC,5,12,2.4,8,0,0,0,0,0,0,0,0,1,1.2,1.2,2.8%,2024,RB,5
62,D'Ernest Johnson,JAC,1,1,1.0,1,0,0,2,3,9,4.5,0,0,1,1.0,1.0,1.1%,2024,RB,5
63,Jonathan Ward,PIT,2,9,4.5,7,0,0,0,0,0,0,0,0,1,0.9,0.9,0.0%,2024,RB,5
64,Jamaal Williams,FA,2,9,4.5,9,0,0,0,0,0,0,0,0,1,0.9,0.9,2.5%,2024,RB,5
65,Michael Burton,DEN,0,0,0,0,0,0,1,1,5,5.0,0,0,1,0.5,0.5,0.1%,2024,RB,5
66,Ray Davis,BUF,0,0,0,0,0,0,1,2,4,4.0,0,0,1,0.4,0.4,28.7%,2024,RB,5
67,Pierre Strong Jr.,CLE,1,2,2.0,2,0,0,0,1,0,0,0,0,1,0.2,0.2,0.7%,2024,RB,5
68,Patrick Taylor Jr.,SF,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,16.6%,2024,RB,5
69,JaMycal Hasty,NE,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,2024,RB,5
70,DeeJay Dallas,ARI,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.3%,2024,RB,5
71,Reggie Gilliam,BUF,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,RB,5
72,Salvon Ahmed,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,RB,5
73,Joshua Kelley,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,RB,5
74,Andrew Beck,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,RB,5
75,Tony Pollard,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.4%,2024,RB,5
76,J.J. Taylor,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4%,2024,RB,5
77,Darrynton Evans,CHI,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,RB,5
78,AJ Dillon,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7%,2024,RB,5
79,Craig Reynolds,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5%,2024,RB,5
80,Clyde Edwards-Helaire,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2%,2024,RB,5
81,J.K. Dobbins,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.2%,2024,RB,5
82,Jonathan Taylor,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.9%,2024,RB,5
83,Demetric Felton Jr.,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,RB,5
84,Raheem Blackshear,CAR,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,7.7%,2024,RB,5
85,Zamir White,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0%,2024,RB,5
86,Jaret Patterson,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,RB,5
87,Michael Carter,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7%,2024,RB,5
88,Ellis Merriweather,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,RB,5
89,Owen Wright,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,RB,5
90,Chris Brooks,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%,2024,RB,5
91,Jordan Mims,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%,2024,RB,5
92,Zavier Scott,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,RB,5
93,Robert Burns,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,RB,5
94,Emari Demercado,ARI,0,0,0,0,0,0,1,1,0,0.0,0,0,1,0.0,0.0,1.5%,2024,RB,5
95,Carlos Washington Jr.,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,RB,5
96,Kazmeir Allen,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,RB,5
97,Isaiah Davis,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,7.9%,2024,RB,5
98,Rasheen Ali,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2%,2024,RB,5
99,Frank Gore Jr.,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5%,2024,RB,5
100,Jonathon Brooks,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.6%,2024,RB,5
101,Keaton Mitchell,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0%,2024,RB,5
102,Xazavian Valladay,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%,2024,RB,5
103,Kenny McIntosh,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%,2024,RB,5
104,Evan Hull,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5%,2024,RB,5
105,Tyjae Spears,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.2%,2024,RB,5
106,Trey Benson,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0%,2024,RB,5
107,Scott Matlock,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%,2024,RB,5
108,Elijah Dotson,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,RB,5
109,Lew Nichols III,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3%,2024,RB,5
110,Dylan Laube,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6%,2024,RB,5
111,Blake Watson,DEN,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,RB,5
112,Colson Yankoff,WAS,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,2024,RB,5
113,Dante Miller,NYG,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,RB,5
114,Louis Rees-Zammit,JAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6%,2024,RB,5
115,Michael Wiley,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,RB,5
116,Kimani Vidal,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0%,2024,RB,5
117,Emani Bailey,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,RB,5
118,Jawhar Jordan,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,RB,5
119,Sione Vaki,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%,2024,RB,5
120,Cody Schrader,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,RB,5
121,Chris Collier,LV,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,RB,5
122,Terrell Jennings,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,RB,5
123,Ian Wheeler,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,RB,5
124,British Brooks,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,RB,5
125,Javian Hawkins,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,RB,5
126,MarShawn Lloyd,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3%,2024,RB,5
127,Isaiah Spiller,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,RB,5
128,Zach Evans,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8%,2024,RB,5
129,Keaontay Ingram,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,RB,5
130,Avery Williams,ATL,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,2024,RB,5
131,Kenneth Gainwell,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7%,2024,RB,5
132,Gary Brightwell,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,RB,5
133,Kene Nwangwu,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,RB,5
134,Sincere McCormick,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0%,2024,RB,5
