Rank,Team,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Josh Allen,BUF,27,36,75.0,320,8.9,4,0,0,4,35,0,0,1,32.3,32.3,97.2%,2020,QB,16
2,Tom Brady,FA,22,27,81.5,348,12.9,4,0,1,0,0,0,0,1,29.9,29.9,5.3%,2020,QB,16
3,Andy Dalton,CAR,22,30,73.3,377,12.6,3,1,2,5,15,0,0,1,27.6,27.6,2.5%,2020,QB,16
4,Deshaun Watson,CLE,24,33,72.7,324,9.8,3,0,1,5,38,0,1,1,26.8,26.8,14.6%,2020,QB,16
5,Aaron Rodgers,NYJ,21,25,84.0,231,9.2,4,1,1,3,19,0,0,1,26.1,26.1,47.5%,2020,QB,16
6,Ben Roethlisberger,FA,34,49,69.4,341,7.0,3,0,1,2,-1,0,0,1,25.5,25.5,9.5%,2020,QB,16
7,Mitchell Trubisky,BUF,24,35,68.6,265,7.6,2,1,1,2,10,1,0,1,24.6,24.6,0.7%,2020,QB,16
8,Kirk Cousins,ATL,27,41,65.9,291,7.1,3,0,2,0,0,0,0,1,23.6,23.6,43.6%,2020,QB,16
9,Derek Carr,NO,21,34,61.8,336,9.9,1,0,3,2,-2,1,0,1,23.2,23.2,20.5%,2020,QB,16
10,Brandon Allen,SF,29,37,78.4,371,10.0,2,0,0,2,3,0,0,1,23.1,23.1,0.9%,2020,QB,16
11,Lamar Jackson,BAL,17,26,65.4,183,7.0,2,0,0,13,80,0,1,1,21.3,21.3,97.0%,2020,QB,16
12,Jalen Hurts,PHI,21,39,53.8,342,8.8,1,2,3,9,69,0,1,1,20.6,20.6,91.6%,2020,QB,16
13,Patrick Mahomes II,KC,24,44,54.5,278,6.3,2,1,0,3,21,0,0,1,20.2,20.2,92.9%,2020,QB,16
14,Russell Wilson,PIT,20,32,62.5,225,7.0,1,0,5,3,9,1,0,1,19.9,19.9,48.0%,2020,QB,16
15,Matt Ryan,FA,27,35,77.1,300,8.6,2,0,4,1,-1,0,0,1,19.9,19.9,0.1%,2020,QB,16
16,C.J. Beathard,JAC,13,22,59.1,182,8.3,3,0,3,3,18,0,1,1,19.1,19.1,0.0%,2020,QB,16
17,Ryan Tannehill,FA,11,24,45.8,121,5.0,1,2,2,3,55,1,0,1,18.3,18.3,1.3%,2020,QB,16
18,Sam Darnold,MIN,16,32,50.0,175,5.5,2,0,2,7,20,0,0,1,17.0,17.0,77.4%,2020,QB,16
19,Justin Herbert,LAC,21,33,63.6,253,7.7,1,0,2,4,26,0,0,1,16.7,16.7,77.4%,2020,QB,16
20,Kyler Murray,ARI,31,50,62.0,247,4.9,0,1,3,8,75,0,0,1,16.4,16.4,84.0%,2020,QB,16
21,Drew Lock,NYG,24,47,51.1,264,5.6,0,2,2,5,15,1,0,1,16.1,16.1,4.4%,2020,QB,16
22,Blaine Gabbert,FA,9,15,60.0,143,9.5,2,0,1,2,15,0,0,1,15.2,15.2,1.3%,2020,QB,16
