Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Jonathan Taylor,IND,32,143,4.5,16,0,2,0,0,0,0,0,1,1,24.3,24.3,92.9%,2021,RB,13
2,Javonte Williams,DEN,23,102,4.4,14,0,0,6,9,76,12.7,1,0,1,23.8,23.8,69.2%,2021,RB,13
3,David Montgomery,DET,21,90,4.3,24,1,1,8,9,51,6.4,0,0,1,20.1,20.1,75.4%,2021,RB,13
4,Sony Michel,FA,24,121,5.0,25,1,1,3,4,8,2.7,0,0,1,18.9,18.9,0.0%,2021,RB,13
5,Alexander Mattison,LV,22,90,4.1,11,0,1,3,3,34,11.3,0,0,1,18.4,18.4,44.8%,2021,RB,13
6,Damien Harris,FA,10,111,11.1,64,2,1,0,0,0,0,0,0,1,17.1,17.1,9.0%,2021,RB,13
7,Antonio Gibson,NE,23,88,3.8,22,1,0,5,6,23,4.6,1,0,1,17.1,17.1,22.5%,2021,RB,13
8,James Conner,ARI,20,75,3.8,21,1,0,2,2,36,18.0,1,0,1,17.1,17.1,82.6%,2021,RB,13
9,Devonta Freeman,FA,14,52,3.7,18,0,1,5,8,45,9.0,0,0,1,15.7,15.7,0.0%,2021,RB,13
10,Leonard Fournette,FA,13,44,3.4,9,0,0,7,8,48,6.9,1,0,1,15.2,15.2,2.1%,2021,RB,13
11,Travis Homer,CHI,3,80,26.7,73,1,1,4,5,10,2.5,0,0,1,15.0,15.0,1.3%,2021,RB,13
12,Josh Jacobs,GB,13,52,4.0,15,0,1,9,9,38,4.2,0,0,1,15.0,15.0,96.3%,2021,RB,13
13,Kenneth Gainwell,PHI,12,54,4.5,18,0,1,5,5,33,6.6,0,0,1,14.7,14.7,11.7%,2021,RB,13
14,Elijah Mitchell,SF,22,66,3.0,9,0,1,3,3,18,6.0,0,0,1,14.4,14.4,5.5%,2021,RB,13
15,Miles Sanders,CAR,24,120,5.0,34,1,0,3,3,22,7.3,0,0,1,14.2,14.2,5.1%,2021,RB,13
16,Tony Pollard,TEN,7,71,10.1,58,1,1,2,4,3,1.5,0,0,1,13.4,13.4,80.4%,2021,RB,13
17,Mike Davis,FA,4,32,8.0,17,0,1,4,4,37,9.3,0,0,1,12.9,12.9,1.0%,2021,RB,13
18,Austin Ekeler,WAS,14,59,4.2,15,0,1,5,5,45,9.0,0,2,1,12.4,12.4,51.4%,2021,RB,13
19,Najee Harris,PIT,21,71,3.4,13,0,0,5,5,36,7.2,0,0,1,10.7,10.7,85.5%,2021,RB,13
20,Cordarrelle Patterson,PIT,13,78,6.0,39,1,0,3,5,18,6.0,0,0,1,9.6,9.6,1.6%,2021,RB,13
21,Joe Mixon,HOU,19,54,2.8,10,0,1,0,1,0,0,0,1,1,9.4,9.4,93.9%,2021,RB,13
22,Clyde Edwards-Helaire,NO,14,54,3.9,10,0,0,3,3,28,9.3,0,0,1,8.2,8.2,7.2%,2021,RB,13
23,Darrel Williams,FA,5,20,4.0,12,0,0,3,3,60,20.0,0,0,1,8.0,8.0,0.0%,2021,RB,13
24,Jamaal Williams,FA,17,71,4.2,11,0,0,1,1,9,9.0,0,0,1,8.0,8.0,2.5%,2021,RB,13
