Rank,Team,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Kyler Murray,ARI,17,21,81.0,266,12.7,3,0,1,5,59,0,0,1,28.5,28.5,84.0%,2024,QB,2
2,Jalen Hurts,PHI,23,30,76.7,183,6.1,1,1,1,13,85,1,0,1,24.8,24.8,91.6%,2024,QB,2
3,Derek Carr,NO,11,16,68.8,243,15.2,2,1,1,1,1,1,0,1,22.8,22.8,20.5%,2024,QB,2
4,Sam Darnold,MIN,17,26,65.4,268,10.3,2,1,3,5,32,0,0,1,20.9,20.9,77.4%,2024,QB,2
5,Baker Mayfield,TB,12,19,63.2,185,9.7,1,1,5,5,34,1,0,1,19.8,19.8,86.5%,2024,QB,2
6,Daniel Jones,MIN,16,28,57.1,178,6.4,2,0,1,5,32,0,0,1,18.3,18.3,13.0%,2024,QB,2
7,Geno Smith,SEA,33,44,75.0,327,7.4,1,0,3,5,8,0,0,1,17.9,17.9,49.4%,2024,QB,2
8,Kirk Cousins,ATL,20,29,69.0,241,8.3,2,0,1,4,-1,0,0,1,17.5,17.5,43.6%,2024,QB,2
9,Lamar Jackson,BAL,21,34,61.8,247,7.3,1,1,2,5,45,0,0,1,17.4,17.4,97.0%,2024,QB,2
10,Joe Burrow,CIN,23,36,63.9,258,7.2,2,0,3,6,9,0,1,1,17.2,17.2,92.1%,2024,QB,2
11,Deshaun Watson,CLE,22,34,64.7,186,5.5,0,0,2,5,20,1,0,1,15.4,15.4,14.6%,2024,QB,2
12,Aaron Rodgers,NYJ,18,30,60.0,176,5.9,2,0,2,2,1,0,0,1,15.1,15.1,47.5%,2024,QB,2
13,Brock Purdy,SF,28,36,77.8,319,8.9,1,1,6,2,12,0,1,1,15.0,15.0,79.2%,2024,QB,2
14,Patrick Mahomes II,KC,18,25,72.0,151,6.0,2,2,2,4,29,0,0,1,14.9,14.9,92.9%,2024,QB,2
15,Dak Prescott,DAL,27,39,69.2,293,7.5,1,2,3,2,12,0,0,1,14.9,14.9,37.8%,2024,QB,2
16,C.J. Stroud,HOU,23,36,63.9,260,7.2,1,0,3,1,-1,0,0,1,14.3,14.3,79.4%,2024,QB,2
17,Gardner Minshew II,FA,30,38,78.9,276,7.3,1,1,5,1,-1,0,0,1,13.9,13.9,6.2%,2024,QB,2
18,Jayden Daniels,WAS,23,29,79.3,226,7.8,0,0,5,10,44,0,0,1,13.4,13.4,94.0%,2024,QB,2
19,Trevor Lawrence,JAC,14,30,46.7,220,7.3,0,0,4,2,45,0,0,1,13.3,13.3,30.9%,2024,QB,2
20,Malik Willis,GB,12,14,85.7,122,8.7,1,0,0,6,41,0,0,1,13.0,13.0,2.9%,2024,QB,2
21,Anthony Richardson,IND,17,34,50.0,204,6.0,1,3,1,4,37,0,0,1,12.9,12.9,58.2%,2024,QB,2
22,Will Levis,TEN,19,28,67.9,192,6.9,1,1,4,4,38,0,1,1,12.5,12.5,21.1%,2024,QB,2
23,Justin Herbert,LAC,14,20,70.0,130,6.5,2,1,1,6,18,0,1,1,12.0,12.0,77.4%,2024,QB,2
24,Justin Fields,PIT,13,20,65.0,117,5.9,1,0,2,8,27,0,0,1,11.4,11.4,20.2%,2024,QB,2
25,Jared Goff,DET,34,55,61.8,307,5.6,0,2,0,2,5,0,0,1,10.8,10.8,83.6%,2024,QB,2
26,Jacoby Brissett,NE,15,27,55.6,149,5.5,1,0,3,2,6,0,0,1,10.6,10.6,3.9%,2024,QB,2
27,Bo Nix,DEN,20,35,57.1,246,7.0,0,2,2,4,25,0,0,1,10.3,10.3,73.0%,2024,QB,2
28,Josh Allen,BUF,13,19,68.4,139,7.3,1,0,0,2,2,0,0,1,9.8,9.8,97.2%,2024,QB,2
29,Caleb Williams,CHI,23,37,62.2,174,4.7,0,2,7,5,44,0,0,1,9.4,9.4,55.0%,2024,QB,2
30,Tua Tagovailoa,MIA,17,25,68.0,145,5.8,1,3,1,2,17,0,0,1,8.5,8.5,62.5%,2024,QB,2
31,Matthew Stafford,LAR,19,27,70.4,216,8.0,0,0,5,0,0,0,1,1,6.6,6.6,54.5%,2024,QB,2
32,Skylar Thompson,PIT,8,14,57.1,80,5.7,0,0,1,1,4,0,0,1,3.6,3.6,2.0%,2024,QB,2
33,Bryce Young,CAR,18,26,69.2,84,3.2,0,1,2,1,6,0,0,1,3.0,3.0,28.7%,2024,QB,2
34,Jameis Winston,CLE,0,0,0,0,0,0,0,0,2,4,0,0,1,0.4,0.4,19.6%,2024,QB,2
35,Cooper Rush,DAL,1,3,33.3,6,2.0,0,0,0,0,0,0,0,1,0.2,0.2,6.1%,2024,QB,2
36,Michael Penix Jr.,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1%,2024,QB,2
37,J.J. McCarthy,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1%,2024,QB,2
38,Sam Howell,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8%,2024,QB,2
39,Emory Jones,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,2
40,Adrian Martinez,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,2
41,Malik Cunningham,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%,2024,QB,2
42,Drake Maye,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.1%,2024,QB,2
43,Zach Wilson,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9%,2024,QB,2
44,Kenny Pickett,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2%,2024,QB,2
45,Davis Mills,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,2024,QB,2
46,Desmond Ridder,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0%,2024,QB,2
47,Sean Clifford,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8%,2024,QB,2
48,Feleipe Franks,CAR,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,QB,2
49,Trey Lance,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6%,2024,QB,2
50,Dorian Thompson-Robinson,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%,2024,QB,2
51,Mac Jones,JAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6%,2024,QB,2
52,Kyle Trask,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0%,2024,QB,2
53,Sam Ehlinger,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,2
54,Ben DiNucci,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,2
55,Austin Reed,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,2
56,Carter Bradley,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,QB,2
