Rank,Team,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Justin Herbert,LAC,30,41,73.2,382,9.3,3,1,2,9,90,0,0,1,35.3,35.3,77.4%,2021,QB,11
2,Aaron Rodgers,NYJ,23,33,69.7,385,11.7,4,0,2,2,21,0,0,1,33.5,33.5,47.5%,2021,QB,11
3,Jalen Hurts,PHI,13,24,54.2,147,6.1,0,0,3,18,69,3,0,1,30.8,30.8,91.6%,2021,QB,11
4,Trevor Siemian,FA,22,40,55.0,214,5.4,3,2,0,2,16,1,0,1,26.2,26.2,0.0%,2021,QB,11
5,Cam Newton,FA,21,27,77.8,189,7.0,2,0,1,10,46,1,0,1,26.2,26.2,7.0%,2021,QB,11
6,Kirk Cousins,ATL,24,35,68.6,341,9.7,3,0,2,2,-4,0,0,1,25.2,25.2,43.6%,2021,QB,11
7,Taylor Heinicke,LAC,16,22,72.7,206,9.4,3,0,3,6,29,0,0,1,23.1,23.1,1.1%,2021,QB,11
8,Ben Roethlisberger,FA,28,44,63.6,273,6.2,3,0,3,0,0,0,0,1,22.9,22.9,9.5%,2021,QB,11
9,Colt McCoy,FA,35,44,79.5,328,7.5,2,0,2,6,18,0,0,1,22.9,22.9,0.0%,2021,QB,11
10,Tom Brady,FA,30,46,65.2,307,6.7,2,1,0,1,10,0,0,1,20.3,20.3,5.3%,2021,QB,11
11,Tyrod Taylor,NYJ,14,24,58.3,107,4.5,0,0,0,6,28,2,0,1,19.1,19.1,5.4%,2021,QB,11
12,Tua Tagovailoa,MIA,27,33,81.8,273,8.3,2,1,0,3,6,0,0,1,18.5,18.5,62.5%,2021,QB,11
13,Josh Allen,BUF,21,35,60.0,209,6.0,2,2,1,2,18,0,0,1,18.2,18.2,97.2%,2021,QB,11
14,Joe Flacco,IND,24,39,61.5,291,7.5,2,0,2,2,3,0,1,1,17.9,17.9,8.4%,2021,QB,11
15,Andy Dalton,CAR,11,23,47.8,201,8.7,2,0,1,0,0,0,0,1,16.0,16.0,2.5%,2021,QB,11
16,Jimmy Garoppolo,LAR,16,22,72.7,176,8.0,2,0,2,2,6,0,0,1,15.6,15.6,2.8%,2021,QB,11
17,Ryan Tannehill,FA,35,52,67.3,323,6.2,1,4,2,2,3,0,0,1,13.2,13.2,1.3%,2021,QB,11
18,Tyler Huntley,MIA,26,36,72.2,219,6.1,0,1,6,7,40,0,0,1,11.8,11.8,1.8%,2021,QB,11
19,Mac Jones,JAC,22,26,84.6,207,8.0,1,1,3,6,1,0,0,1,11.4,11.4,5.6%,2021,QB,11
20,Carson Wentz,KC,11,20,55.0,106,5.3,1,0,0,2,18,0,0,1,10.0,10.0,1.1%,2021,QB,11
21,Baker Mayfield,TB,15,29,51.7,176,6.1,1,2,1,4,9,0,0,1,9.9,9.9,86.5%,2021,QB,11
22,Daniel Jones,MIN,23,38,60.5,167,4.4,1,2,2,3,10,0,0,1,9.7,9.7,13.0%,2021,QB,11
23,Derek Carr,NO,19,27,70.4,215,8.0,1,1,2,0,0,0,1,1,9.6,9.6,20.5%,2021,QB,11
24,Joe Burrow,CIN,20,29,69.0,148,5.1,1,0,3,3,11,0,1,1,9.0,9.0,92.1%,2021,QB,11
25,Trevor Lawrence,JAC,16,25,64.0,158,6.3,0,0,3,3,23,0,0,1,8.6,8.6,30.9%,2021,QB,11
26,Russell Wilson,PIT,14,26,53.8,207,8.0,0,0,4,2,2,0,0,1,8.5,8.5,48.0%,2021,QB,11
27,Patrick Mahomes II,KC,23,37,62.2,260,7.0,0,1,3,7,11,0,1,1,8.5,8.5,92.9%,2021,QB,11
28,Dak Prescott,DAL,28,43,65.1,216,5.0,0,2,5,0,0,0,1,1,4.6,4.6,37.8%,2021,QB,11
29,Matt Ryan,FA,19,28,67.9,153,5.5,0,2,4,0,0,0,0,1,4.1,4.1,0.1%,2021,QB,11
30,Justin Fields,PIT,4,11,36.4,79,7.2,0,0,2,4,23,0,1,1,3.5,3.5,20.2%,2021,QB,11
31,Tim Boyle,NYG,15,23,65.2,77,3.3,0,2,0,0,0,0,0,1,1.1,1.1,0.0%,2021,QB,11
32,Sam Ehlinger,IND,0,0,0,0,0,0,0,0,1,9,0,0,1,0.9,0.9,0.0%,2021,QB,11
33,Trey Lance,DAL,0,0,0,0,0,0,0,0,3,4,0,0,1,0.4,0.4,2.6%,2021,QB,11
34,Blaine Gabbert,FA,2,2,100.0,11,5.5,0,0,1,2,-2,0,0,1,0.2,0.2,1.3%,2021,QB,11
35,Jordan Love,GB,0,0,0,0,0,0,0,0,1,-1,0,0,1,-0.1,-0.1,81.9%,2021,QB,11
36,Mitchell Trubisky,BUF,3,5,60.0,19,3.8,0,1,0,0,0,0,0,1,-0.2,-0.2,0.7%,2021,QB,11
37,Josh Rosen,FA,1,3,33.3,5,1.7,0,1,0,0,0,0,0,1,-0.8,-0.8,0.0%,2021,QB,11
38,Feleipe Franks,CAR,0,1,0.0,0,0.0,0,1,0,0,0,0,0,1,-1.0,-1.0,0.0%,2021,QB,11
