Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,George Kittle,SF,4,5,93,23.3,54,2,2,0,0,0,0,1,21.3,21.3,91.9%,2022,TE,15
2,Juwan Johnson,NO,4,6,67,16.8,22,1,2,0,0,0,0,1,18.7,18.7,19.4%,2022,TE,15
3,C.J. Uzomah,PHI,2,2,41,20.5,40,1,2,0,0,0,0,1,16.1,16.1,0.0%,2022,TE,15
4,Dawson Knox,BUF,6,8,98,16.3,45,2,1,0,0,0,0,1,15.8,15.8,11.4%,2022,TE,15
5,Brock Wright,DET,1,2,51,51.0,51,1,1,0,0,0,0,1,11.1,11.1,1.9%,2022,TE,15
6,Darren Waller,FA,3,3,48,16.0,25,2,1,0,0,0,0,1,10.8,10.8,1.1%,2022,TE,15
7,Travis Kelce,KC,10,10,105,10.5,18,0,0,0,0,0,0,1,10.5,10.5,94.1%,2022,TE,15
8,Taysom Hill,NO,0,0,0,0,0,0,0,7,30,0,0,1,10.2,10.2,27.7%,2022,TE,15
9,Mitchell Wilcox,FA,3,3,34,11.3,19,0,1,0,0,0,0,1,9.4,9.4,0.0%,2022,TE,15
10,Noah Fant,SEA,5,6,32,6.4,12,0,1,0,0,0,0,1,9.2,9.2,21.1%,2022,TE,15
11,Eric Tomlinson,FA,3,3,28,9.3,18,0,1,0,0,0,0,1,8.8,8.8,0.0%,2022,TE,15
12,Tyler Higbee,LAR,4,5,27,6.8,8,0,1,0,0,0,0,1,8.7,8.7,9.2%,2022,TE,15
13,Jordan Akins,CLE,3,6,22,7.3,12,0,1,0,0,0,0,1,8.2,8.2,1.2%,2022,TE,15
14,Peyton Hendershot,KC,1,1,20,20.0,20,1,1,0,0,0,0,1,8.0,8.0,0.1%,2022,TE,15
15,Quintin Morris,BUF,1,1,14,14.0,14,0,1,0,0,0,0,1,7.4,7.4,0.1%,2022,TE,15
16,Teagan Quitoriano,HOU,1,2,8,8.0,8,0,1,0,0,0,0,1,6.8,6.8,0.0%,2022,TE,15
17,Evan Engram,JAC,8,10,62,7.8,13,0,0,0,0,0,0,1,6.2,6.2,57.4%,2022,TE,15
18,Chig Okonkwo,TEN,4,5,54,13.5,28,1,0,1,6,0,0,1,6.0,6.0,34.6%,2022,TE,15
19,Trey McBride,ARI,4,5,55,13.8,29,1,0,0,0,0,0,1,5.5,5.5,91.9%,2022,TE,15
20,T.J. Hockenson,MIN,3,9,33,11.0,14,0,0,0,0,0,0,1,5.3,5.3,83.0%,2022,TE,15
21,Gerald Everett,FA,4,6,42,10.5,21,1,0,0,0,0,0,1,4.2,4.2,1.4%,2022,TE,15
22,Jelani Woods,IND,1,1,36,36.0,36,1,0,0,0,0,0,1,3.6,3.6,4.0%,2022,TE,15
23,Donald Parham Jr.,PIT,3,3,35,11.7,18,0,0,0,0,0,0,1,3.5,3.5,1.9%,2022,TE,15
24,Kylen Granson,IND,2,2,34,17.0,21,1,0,0,0,0,0,1,3.4,3.4,1.2%,2022,TE,15
25,Austin Hooper,NE,2,4,33,16.5,17,0,0,0,0,0,0,1,3.3,3.3,1.9%,2022,TE,15
26,Noah Gray,KC,3,3,31,10.3,13,0,0,0,0,0,0,1,3.1,3.1,22.5%,2022,TE,15
27,Mark Andrews,BAL,3,7,31,10.3,19,0,0,0,0,0,0,1,3.1,3.1,89.5%,2022,TE,15
28,Tyler Kroft,FA,1,1,28,28.0,28,1,0,0,0,0,0,1,2.8,2.8,0.0%,2022,TE,15
29,David Njoku,CLE,3,6,28,9.3,13,0,0,0,0,0,0,1,2.8,2.8,74.6%,2022,TE,15
30,Cameron Brate,FA,2,5,25,12.5,21,1,0,0,0,0,0,1,2.5,2.5,2.0%,2022,TE,15
31,Cole Kmet,CHI,4,5,25,6.3,7,0,0,0,0,0,0,1,2.5,2.5,42.7%,2022,TE,15
32,Jonnu Smith,MIA,2,3,24,12.0,13,0,0,0,0,0,0,1,2.4,2.4,77.6%,2022,TE,15
33,Foster Moreau,NO,2,2,20,10.0,12,0,0,0,0,0,0,1,2.0,2.0,2.4%,2022,TE,15
34,Tommy Tremble,CAR,2,3,20,10.0,17,0,0,0,0,0,0,1,2.0,2.0,1.4%,2022,TE,15
35,Cade Otton,TB,1,1,20,20.0,20,1,0,0,0,0,0,1,2.0,2.0,57.8%,2022,TE,15
36,MyCole Pruitt,PIT,2,3,20,10.0,14,0,0,0,0,0,0,1,2.0,2.0,1.6%,2022,TE,15
37,Isaiah Likely,BAL,2,3,18,9.0,9,0,0,0,0,0,0,1,1.8,1.8,34.2%,2022,TE,15
38,Nick Vannett,TEN,1,1,15,15.0,15,0,0,0,0,0,0,1,1.5,1.5,0.0%,2022,TE,15
