Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Calvin Ridley,TEN,10,14,163,16.3,33,3,1,0,0,0,0,1,22.3,22.3,77.8%,2020,WR,15
2,DeAndre Hopkins,KC,9,11,169,18.8,45,3,1,1,1,0,1,1,21.0,21.0,72.8%,2020,WR,15
3,Zach Pascal,ARI,5,6,79,15.8,26,2,2,0,0,0,0,1,19.9,19.9,0.0%,2020,WR,15
4,Marvin Jones Jr.,FA,10,12,112,11.2,39,2,1,0,0,0,0,1,17.2,17.2,0.0%,2020,WR,15
5,Corey Davis,FA,4,6,110,27.5,75,1,1,0,0,0,0,1,17.0,17.0,0.0%,2020,WR,15
6,Robert Woods,HOU,6,7,56,9.3,16,0,1,1,40,0,0,1,15.6,15.6,0.6%,2020,WR,15
7,Antonio Brown,FA,5,7,93,18.6,46,2,1,0,0,0,0,1,15.3,15.3,1.0%,2020,WR,15
8,Stefon Diggs,HOU,11,13,147,13.4,55,1,0,0,0,0,0,1,14.7,14.7,46.3%,2020,WR,15
9,Kendrick Bourne,NE,4,4,86,21.5,49,1,1,0,0,0,0,1,14.6,14.6,4.0%,2020,WR,15
10,CeeDee Lamb,DAL,5,7,85,17.0,45,2,0,0,0,0,0,1,14.5,14.5,87.2%,2020,WR,15
11,Greg Ward,FA,4,5,15,3.8,12,0,2,0,0,0,0,1,13.5,13.5,0.0%,2020,WR,15
12,Brandon Aiyuk,SF,9,13,73,8.1,26,1,1,0,0,0,0,1,13.3,13.3,43.5%,2020,WR,15
13,DJ Moore,CHI,6,8,131,21.8,40,3,0,1,1,0,0,1,13.2,13.2,86.7%,2020,WR,15
14,Russell Gage,SF,5,10,68,13.6,27,1,1,0,0,0,0,1,12.8,12.8,0.0%,2020,WR,15
15,Darnell Mooney,ATL,4,5,49,12.3,22,1,1,1,16,0,0,1,12.5,12.5,67.9%,2020,WR,15
16,Tyron Billy-Johnson,FA,3,5,61,20.3,26,1,1,0,0,0,0,1,12.1,12.1,0.0%,2020,WR,15
17,Jarvis Landry,FA,7,8,61,8.7,22,1,1,0,0,0,0,1,12.1,12.1,7.1%,2020,WR,15
18,Diontae Johnson,BAL,8,13,59,7.4,23,1,1,0,0,0,0,1,11.9,11.9,39.6%,2020,WR,15
19,Chad Hansen,FA,2,3,55,27.5,38,1,1,0,0,0,0,1,11.5,11.5,0.0%,2020,WR,15
20,Tyreek Hill,MIA,6,10,53,8.8,19,0,1,1,1,0,0,1,11.4,11.4,92.8%,2020,WR,15
21,Cole Beasley,FA,8,10,112,14.0,27,3,0,0,0,0,0,1,11.2,11.2,0.0%,2020,WR,15
22,Mike Evans,TB,6,7,110,18.3,32,3,0,0,0,0,0,1,11.0,11.0,94.8%,2020,WR,15
23,A.J. Brown,PHI,5,6,44,8.8,14,0,1,0,0,0,0,1,10.4,10.4,96.7%,2020,WR,15
24,Justin Jefferson,MIN,8,11,104,13.0,26,2,0,0,0,0,0,1,10.4,10.4,98.3%,2020,WR,15
25,Quez Watkins,ARI,3,4,40,13.3,32,1,1,0,0,0,0,1,10.0,10.0,0.0%,2020,WR,15
26,Marquise Brown,KC,6,7,98,16.3,44,2,0,0,0,0,0,1,9.8,9.8,40.3%,2020,WR,15
