Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Michael Carter,ARI,15,77,5.1,18,0,1,9,14,95,10.6,0,0,1,23.2,23.2,14.7%,2021,RB,8
2,Darrell Henderson Jr.,FA,14,90,6.4,19,0,1,1,2,3,3.0,1,0,1,21.3,21.3,5.0%,2021,RB,8
3,Joe Mixon,HOU,14,33,2.4,8,0,1,4,5,58,14.5,1,0,1,21.1,21.1,93.9%,2021,RB,8
4,Elijah Mitchell,SF,18,137,7.6,39,3,1,0,0,0,0,0,0,1,19.7,19.7,5.5%,2021,RB,8
5,Austin Ekeler,WAS,11,64,5.8,28,1,1,6,10,60,10.0,0,0,1,18.4,18.4,51.4%,2021,RB,8
6,Jonathan Taylor,IND,16,70,4.4,12,0,1,3,4,52,17.3,0,0,1,18.2,18.2,92.9%,2021,RB,8
7,Najee Harris,PIT,26,91,3.5,11,0,1,3,3,29,9.7,0,0,1,18.0,18.0,85.5%,2021,RB,8
8,Boston Scott,FA,12,60,5.0,19,0,2,0,1,0,0,0,0,1,18.0,18.0,0.0%,2021,RB,8
9,Jordan Howard,FA,12,57,4.8,10,0,2,0,0,0,0,0,0,1,17.7,17.7,0.0%,2021,RB,8
10,Aaron Jones Sr.,MIN,15,59,3.9,16,0,1,7,11,51,7.3,0,0,1,17.0,17.0,91.4%,2021,RB,8
11,Melvin Gordon III,FA,10,47,4.7,11,0,1,3,3,15,5.0,1,1,1,16.2,16.2,0.1%,2021,RB,8
12,Ty Johnson,BUF,4,15,3.8,8,0,0,5,6,71,14.2,1,0,1,14.6,14.6,5.6%,2021,RB,8
13,James Conner,ARI,5,22,4.4,9,0,2,0,0,0,0,0,0,1,14.2,14.2,82.6%,2021,RB,8
14,Damien Harris,FA,23,80,3.5,10,0,1,0,1,0,0,0,0,1,14.0,14.0,9.0%,2021,RB,8
15,Alvin Kamara,NO,19,61,3.2,15,0,1,3,4,15,5.0,0,0,1,13.6,13.6,87.9%,2021,RB,8
16,Cordarrelle Patterson,PIT,9,35,3.9,14,0,0,5,5,37,7.4,1,0,1,13.2,13.2,1.6%,2021,RB,8
17,Chuba Hubbard,CAR,24,82,3.4,9,0,1,1,2,9,9.0,0,1,1,13.1,13.1,73.0%,2021,RB,8
18,Chase Edmonds,TB,7,30,4.3,11,0,1,3,4,39,13.0,0,0,1,12.9,12.9,0.1%,2021,RB,8
19,Devontae Booker,FA,15,60,4.0,14,0,0,5,6,65,13.0,0,0,1,12.5,12.5,0.0%,2021,RB,8
20,Darrel Williams,FA,13,49,3.8,12,0,0,6,6,61,10.2,0,0,1,11.0,11.0,0.0%,2021,RB,8
