Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Travis Kelce,KC,8,12,109,13.6,25,2,1,0,0,0,0,1,16.9,16.9,94.1%,2020,TE,8
2,Jared Cook,FA,5,7,51,10.2,16,0,1,0,0,0,0,1,11.1,11.1,0.0%,2020,TE,8
3,Eric Ebron,FA,4,5,48,12.0,18,0,1,0,0,0,0,1,10.8,10.8,0.0%,2020,TE,8
4,Rob Gronkowski,FA,4,4,41,10.3,18,0,1,0,0,0,0,1,10.1,10.1,2.0%,2020,TE,8
5,Robert Tonyan,FA,5,7,79,15.8,45,1,0,0,0,0,0,1,7.9,7.9,0.0%,2020,TE,8
6,Jack Doyle,FA,2,3,18,9.0,11,0,1,0,0,0,0,1,7.8,7.8,2.0%,2020,TE,8
7,Ross Dwelley,ATL,1,4,16,16.0,16,0,1,0,0,0,0,1,7.6,7.6,0.0%,2020,TE,8
8,Trey Burton,FA,3,4,9,3.0,8,0,0,1,2,1,0,1,7.1,7.1,0.0%,2020,TE,8
9,Evan Engram,JAC,5,10,61,12.2,30,1,0,1,9,0,0,1,7.0,7.0,57.4%,2020,TE,8
10,Albert Okwuegbunam Jr.,IND,1,1,9,9.0,9,0,1,0,0,0,0,1,6.9,6.9,0.0%,2020,TE,8
11,T.J. Hockenson,MIN,7,10,65,9.3,15,0,0,0,0,0,0,1,6.5,6.5,83.0%,2020,TE,8
12,Hayden Hurst,LAC,5,7,54,10.8,18,0,0,0,0,0,0,1,5.4,5.4,2.7%,2020,TE,8
13,Dalton Schultz,HOU,6,8,53,8.8,15,0,0,0,0,0,0,1,5.3,5.3,54.4%,2020,TE,8
14,Noah Fant,SEA,7,9,47,6.7,12,0,0,0,0,0,0,1,4.7,4.7,21.1%,2020,TE,8
15,Jace Sternberger,FA,3,4,46,15.3,27,1,0,0,0,0,0,1,4.6,4.6,0.0%,2020,TE,8
16,George Kittle,SF,2,4,39,19.5,25,1,0,0,0,0,0,1,3.9,3.9,91.9%,2020,TE,8
17,Mo Alie-Cox,IND,3,4,37,12.3,15,0,0,0,0,0,0,1,3.7,3.7,0.6%,2020,TE,8
18,Anthony Firkser,KC,2,3,36,18.0,26,1,0,0,0,0,0,1,3.6,3.6,0.0%,2020,TE,8
19,Cameron Brate,FA,2,2,35,17.5,25,1,0,0,0,0,0,1,3.5,3.5,2.0%,2020,TE,8
20,Hunter Henry,NE,4,4,33,8.3,13,0,0,0,0,0,0,1,3.3,3.3,53.6%,2020,TE,8
