Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Season
221,Malik Taylor,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
222,Anthony Schwartz,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
223,Seth Williams,DAL,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2024,WR,Full
224,Dez Fitzpatrick,LAC,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,WR,Full
225,Andre Baccellia,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
226,Tarik Black,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
227,Justyn Ross,KC,0,1,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2024,WR,Full
228,Rondale Moore,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8%,2024,WR,Full
229,Trishton Jackson,ARI,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2024,WR,Full
230,Quez Watkins,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
231,Quintez Cephus,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
232,Easop Winston Jr.,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
233,Marquez Callaway,TB,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2024,WR,Full
234,KJ Hamler,BUF,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,WR,Full
235,D.J. Montgomery,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
236,Tom Kennedy,DET,0,1,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2024,WR,Full
237,Gunner Olszewski,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
238,Jared Wayne,HOU,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2024,WR,Full
239,Ontaria Wilson,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
240,Roman Wilson,PIT,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,9.0%,2024,WR,Full
241,Drake Stoops,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
242,Tejhaun Palmer,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
243,Dayton Wade,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
244,Xavier Johnson,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
245,Jeshaun Jones,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
246,Tulu Griffin,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
247,Brenden Rice,LAC,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,2.3%,2024,WR,Full
248,Joshua Cephus,JAC,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,WR,Full
249,John Rhys Plumlee,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
250,Tahj Washington,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0%,2024,WR,Full
251,Ajou Ajou,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5%,2024,WR,Full
252,Shedrick Jackson,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0%,2024,WR,Full
253,Zavier Scott,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
254,Jason Brownlee,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
255,Elijah Cooks,PHI,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2024,WR,Full
256,Kazmeir Allen,WAS,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,WR,Full
257,T.J. Luther,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
258,Lucky Jackson,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
259,John Stephens Jr.,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
260,Dylan Drummond,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
261,Jeff Foreman,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
262,Julian Hicks,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
263,Cole Burgess,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
264,David White Jr.,JAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
265,JaQuae Jackson,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
266,Jaylen Johnson,LAC,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,WR,Full
267,Terique Owens,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
268,Qadir Ismail,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
269,John Jiles,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
270,Tanner Knue,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
271,John Jackson III,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
272,Thayer Thomas,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
273,Erik Ezukanma,MIA,0,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2024,WR,Full
274,Samori Toure,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
275,Skyy Moore,KC,0,3,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.1%,2024,WR,Full
276,Michael Bandy,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
277,Kyle Philips,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
278,Jalen Virgil,BUF,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%,2024,WR,Full
279,Johnny Johnson III,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
280,Danny Gray,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
281,Xavier Weaver,ARI,0,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2024,WR,Full
282,Justin Shorter,LV,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,3.2%,2024,WR,Full
283,Michael Strachan,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
284,Makai Polk,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
285,Kearis Jackson,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
286,Malik Cunningham,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%,2024,WR,Full
287,Cornelius Johnson,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
288,Brandon Smith,NYJ,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,WR,Full
289,Dennis Houston,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0%,2024,WR,Full
290,Irvin Charles,NYJ,0,1,0,0,0,0,0,0,0,0,0,11,0.0,0.0,1.0%,2024,WR,Full
291,Antoine Green,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
292,Colton Dowell,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
293,Maurice Alexander,CHI,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,1.0%,2024,WR,Full
294,Bryce Ford-Wheaton,NYG,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,3.5%,2024,WR,Full
295,Jesse Matthews,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
296,Jalen Cropper,DAL,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,WR,Full
297,A.T. Perry,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9%,2024,WR,Full
298,Mitchell Tinsley,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
299,Lance McCutcheon,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
300,Kaden Davis,CLE,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,2024,WR,Full
301,Tyreik McAllister,LV,0,0,0,0,0,0,0,2,11,0,0,2,0.0,0.0,1.3%,2024,WR,Full
302,Montrell Washington,NYG,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,WR,Full
303,Dareke Young,SEA,0,1,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0%,2024,WR,Full
304,Patrick Edwards,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
305,Jordan Matthews,CAR,0,1,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2024,WR,Full
306,Kenny McKinley,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
307,Mike Furrey,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
308,Nate Hughes,JAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
309,Maurice Purify,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
310,Marko Mitchell,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
311,Chris Henry,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
312,Bobby Wade,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
313,Demario Ballard,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
314,Rod Harper,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
315,Sam Giguere,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
316,Zach Pascal,ARI,0,0,0,0,0,0,0,0,0,0,0,14,0.0,0.0,0.0%,2024,WR,Full
317,Justin Hardee Sr.,TEN,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2024,WR,Full
318,Braxton Berrios,MIA,0,4,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.8%,2024,WR,Full
319,Kelvin Harmon,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
320,Cody Thompson,TB,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,WR,Full
321,David Sills,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
322,Russell Gage,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
323,Equanimeous St. Brown,FA,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2024,WR,Full
324,Keith Kirkwood,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
325,Phillip Dorsett II,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,2024,WR,Full
326,Laquon Treadwell,IND,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2024,WR,Full
327,Chris Moore,WAS,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2024,WR,Full
328,Alex Erickson,FA,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2024,WR,Full
329,Velus Jones Jr.,CAR,1,1,8,8.0,8,0,0,3,11,0,1,2,-0.1,-0.1,0.1%,2024,WR,Full
330,Jermaine Jackson,FA,0,0,0,0,0,0,0,1,-1,0,0,4,-0.1,0.0,0.0%,2024,WR,Full
331,Brycen Tremayne,CAR,1,1,-2,-2.0,0,0,0,0,0,0,0,2,-0.2,-0.1,0.0%,2024,WR,Full
332,Steven Sims Jr.,BAL,0,0,0,0,0,0,0,1,0,0,1,9,-2.0,-0.2,0.0%,2024,WR,Full
333,Kadarius Toney,FA,0,1,0,0,0,0,0,2,-4,0,1,3,-2.4,-0.8,0.7%,2024,WR,Full
334,Jha'Quan Jackson,TEN,1,3,8,8.0,8,0,0,1,-5,0,2,12,-3.7,-0.3,0.1%,2024,WR,Full
335,Dee Williams,NYG,0,0,0,0,0,0,0,0,0,0,3,13,-6.0,-0.5,0.5%,2024,WR,Full
