Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Alvin Kamara,NO,20,51,2.6,12,0,0,10,11,128,12.8,1,0,1,23.9,23.9,87.9%,2021,RB,7
2,Damien Harris,FA,14,106,7.6,32,1,2,2,2,7,3.5,0,0,1,23.3,23.3,9.0%,2021,RB,7
3,D'Ernest Johnson,JAC,22,146,6.6,20,2,1,2,2,22,11.0,0,0,1,22.8,22.8,1.1%,2021,RB,7
4,D'Andre Swift,CHI,13,48,3.7,14,0,0,8,10,96,12.0,1,0,1,20.4,20.4,83.1%,2021,RB,7
5,Elijah Mitchell,SF,18,107,5.9,20,1,1,0,0,0,0,0,0,1,16.7,16.7,5.5%,2021,RB,7
6,Jonathan Taylor,IND,18,107,5.9,33,1,1,3,3,3,1.0,0,1,1,15.0,15.0,92.9%,2021,RB,7
7,Leonard Fournette,FA,15,81,5.4,15,0,1,2,4,9,4.5,0,0,1,15.0,15.0,2.1%,2021,RB,7
8,J.J. Taylor,HOU,9,21,2.3,15,0,2,1,1,5,5.0,0,0,1,14.6,14.6,1.4%,2021,RB,7
9,Derrick Henry,BAL,29,86,3.0,11,0,0,2,2,16,8.0,0,0,1,14.4,14.4,97.5%,2021,RB,7
10,Kenyan Drake,FA,14,69,4.9,12,0,1,3,3,10,3.3,0,0,1,13.9,13.9,1.1%,2021,RB,7
11,Brandon Bolden,FA,2,0,0.0,0,0,0,6,7,79,13.2,1,0,1,13.9,13.9,0.0%,2021,RB,7
12,Myles Gaskin,FA,15,67,4.5,16,0,0,4,4,10,2.5,1,0,1,13.7,13.7,0.0%,2021,RB,7
13,Samaje Perine,KC,11,52,4.7,46,1,1,1,1,23,23.0,0,0,1,13.5,13.5,4.2%,2021,RB,7
14,Khalil Herbert,CIN,18,100,5.6,29,1,0,5,5,33,6.6,0,0,1,13.3,13.3,11.3%,2021,RB,7
15,Josh Jacobs,GB,6,29,4.8,9,0,1,3,3,39,13.0,0,0,1,12.8,12.8,96.3%,2021,RB,7
