Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Kyren Williams,LAR,24,89,3.7,13,0,2,2,2,27,13.5,1,0,1,29.6,29.6,94.2%,2024,RB,3
2,Saquon Barkley,PHI,17,147,8.6,65,2,2,4,4,9,2.3,0,0,1,29.6,29.6,97.8%,2024,RB,3
3,Derrick Henry,BAL,25,151,6.0,29,2,2,1,1,23,23.0,0,0,1,29.4,29.4,97.5%,2024,RB,3
4,Jonathan Taylor,IND,23,110,4.8,29,2,2,1,2,25,25.0,0,0,1,25.5,25.5,92.9%,2024,RB,3
5,Chuba Hubbard,CAR,21,114,5.4,14,0,0,5,5,55,11.0,1,0,1,22.9,22.9,73.0%,2024,RB,3
6,Zach Charbonnet,SEA,18,91,5.1,13,0,2,3,4,16,5.3,0,0,1,22.7,22.7,76.5%,2024,RB,3
7,Aaron Jones Sr.,MIN,19,102,5.4,39,1,0,5,6,46,9.2,1,0,1,20.8,20.8,91.4%,2024,RB,3
8,David Montgomery,DET,23,105,4.6,16,0,1,3,3,17,5.7,0,0,1,18.2,18.2,75.4%,2024,RB,3
9,Jahmyr Gibbs,DET,16,83,5.2,18,0,0,0,0,20,0,1,0,1,16.3,16.3,97.5%,2024,RB,3
10,Zack Moss,CIN,12,58,4.8,15,0,1,5,6,39,7.8,0,0,1,15.7,15.7,33.5%,2024,RB,3
11,Devin Singletary,NYG,16,65,4.1,43,1,1,4,4,43,10.8,0,1,1,14.8,14.8,43.6%,2024,RB,3
12,James Cook,BUF,11,39,3.5,13,0,1,4,5,48,12.0,0,0,1,14.7,14.7,93.1%,2024,RB,3
13,Emanuel Wilson,GB,12,50,4.2,10,0,0,2,2,35,17.5,1,0,1,14.5,14.5,4.8%,2024,RB,3
14,Breece Hall,NYJ,16,54,3.4,10,0,1,4,5,29,7.3,0,0,1,14.3,14.3,91.6%,2024,RB,3
15,Alvin Kamara,NO,26,87,3.3,16,0,0,3,3,40,13.3,0,0,1,12.7,12.7,87.9%,2024,RB,3
16,Austin Ekeler,WAS,3,35,11.7,24,1,1,2,2,22,11.0,0,0,1,11.7,11.7,51.4%,2024,RB,3
17,Bijan Robinson,ATL,16,31,1.9,7,0,1,2,2,21,10.5,0,0,1,11.2,11.2,94.6%,2024,RB,3
18,Ty Johnson,BUF,3,18,6.0,18,0,0,3,3,28,9.3,1,0,1,10.6,10.6,5.6%,2024,RB,3
19,Alexander Mattison,LV,3,7,2.3,3,0,1,3,3,37,12.3,0,0,1,10.4,10.4,44.8%,2024,RB,3
20,Brian Robinson Jr.,WAS,16,33,2.1,7,0,1,1,1,4,4.0,0,0,1,9.7,9.7,84.9%,2024,RB,3
21,Miles Sanders,CAR,7,17,2.4,6,0,1,2,2,13,6.5,0,0,1,9.0,9.0,5.1%,2024,RB,3
22,Cam Akers,MIN,9,21,2.3,9,0,0,1,3,8,8.0,1,0,1,8.9,8.9,14.2%,2024,RB,3
23,Jordan Mason,SF,19,77,4.1,18,0,0,2,2,11,5.5,0,0,1,8.8,8.8,27.7%,2024,RB,3
24,Najee Harris,PIT,18,70,3.9,21,1,0,5,5,16,3.2,0,0,1,8.6,8.6,85.5%,2024,RB,3
25,Travis Etienne Jr.,JAC,11,68,6.2,22,1,0,4,6,17,4.3,0,0,1,8.5,8.5,81.7%,2024,RB,3
26,Bucky Irving,TB,9,70,7.8,32,1,0,3,3,14,4.7,0,0,1,8.4,8.4,87.5%,2024,RB,3
27,Ray Davis,BUF,7,22,3.1,10,0,1,1,1,1,1.0,0,0,1,8.3,8.3,28.7%,2024,RB,3
28,Trey Sermon,IND,2,16,8.0,15,0,1,0,0,0,0,0,0,1,7.6,7.6,3.7%,2024,RB,3
29,Jaleel McLaughlin,DEN,5,7,1.4,7,0,1,1,1,7,7.0,0,0,1,7.4,7.4,25.7%,2024,RB,3
30,Carson Steele,KC,17,72,4.2,9,0,0,1,2,2,2.0,0,0,1,7.4,7.4,2.8%,2024,RB,3
31,Tyler Badie,DEN,9,70,7.8,43,1,0,0,0,0,0,0,0,1,7.0,7.0,0.7%,2024,RB,3
32,Jerome Ford,CLE,10,37,3.7,12,0,0,3,4,33,11.0,0,0,1,7.0,7.0,64.4%,2024,RB,3
33,Chase Brown,CIN,7,62,8.9,16,0,0,2,3,7,3.5,0,0,1,6.9,6.9,85.5%,2024,RB,3
34,Braelon Allen,NYJ,11,55,5.0,11,0,0,3,3,13,4.3,0,0,1,6.8,6.8,34.9%,2024,RB,3
35,Roschon Johnson,CHI,8,30,3.8,9,0,0,4,5,32,8.0,0,0,1,6.2,6.2,16.7%,2024,RB,3
36,Tyjae Spears,TEN,2,7,3.5,6,0,0,4,4,54,13.5,0,0,1,6.1,6.1,60.2%,2024,RB,3
37,De'Von Achane,MIA,11,30,2.7,13,0,0,3,5,28,9.3,0,0,1,5.8,5.8,92.9%,2024,RB,3
38,Rico Dowdle,DAL,8,32,4.0,6,0,0,3,5,24,8.0,0,0,1,5.6,5.6,73.9%,2024,RB,3
39,Justice Hill,BAL,5,33,6.6,17,0,0,2,2,21,10.5,0,0,1,5.4,5.4,24.4%,2024,RB,3
40,J.K. Dobbins,LAC,15,44,2.9,13,0,0,3,3,10,3.3,0,0,1,5.4,5.4,74.2%,2024,RB,3
41,Cordarrelle Patterson,PIT,4,33,8.3,14,0,0,3,5,15,5.0,0,0,1,4.8,4.8,1.6%,2024,RB,3
42,Josh Jacobs,GB,14,43,3.1,10,0,0,1,1,5,5.0,0,0,1,4.8,4.8,96.3%,2024,RB,3
43,D'Andre Swift,CHI,13,20,1.5,4,0,0,2,4,22,11.0,0,0,1,4.2,4.2,83.1%,2024,RB,3
44,Hunter Luepke,DAL,0,0,0,0,0,0,2,3,41,20.5,0,0,1,4.1,4.1,0.1%,2024,RB,3
45,Tyrone Tracy Jr.,NYG,5,23,4.6,6,0,0,2,2,17,8.5,0,0,1,4.0,4.0,74.5%,2024,RB,3
46,Samaje Perine,KC,6,25,4.2,9,0,0,3,4,15,5.0,0,0,1,4.0,4.0,4.2%,2024,RB,3
47,Antonio Gibson,NE,5,29,5.8,8,0,0,3,3,8,2.7,0,0,1,3.7,3.7,22.5%,2024,RB,3
48,Rachaad White,TB,6,17,2.8,9,0,0,5,6,18,3.6,0,0,1,3.5,3.5,85.8%,2024,RB,3
49,Zamir White,LV,10,34,3.4,9,0,0,0,0,0,0,0,0,1,3.4,3.4,30.0%,2024,RB,3
50,Tyler Allgeier,ATL,7,32,4.6,12,0,0,0,0,0,0,0,0,1,3.2,3.2,36.7%,2024,RB,3
51,Tony Pollard,TEN,6,14,2.3,4,0,0,3,4,15,5.0,0,0,1,2.9,2.9,80.4%,2024,RB,3
52,Dare Ogunbowale,HOU,0,0,0,0,0,0,2,2,28,14.0,0,0,1,2.8,2.8,1.0%,2024,RB,3
53,James Conner,ARI,9,17,1.9,7,0,0,1,1,8,8.0,0,0,1,2.5,2.5,82.6%,2024,RB,3
54,Javonte Williams,DEN,5,12,2.4,5,0,0,4,4,29,7.3,0,1,1,2.1,2.1,69.2%,2024,RB,3
55,Isaac Guerendo,SF,5,19,3.8,6,0,0,0,0,0,0,0,0,1,1.9,1.9,67.4%,2024,RB,3
56,Jaylen Wright,MIA,2,17,8.5,9,0,0,0,0,0,0,0,0,1,1.7,1.7,18.9%,2024,RB,3
57,Jeff Wilson Jr.,MIA,3,14,4.7,10,0,0,0,0,0,0,0,0,1,1.4,1.4,0.6%,2024,RB,3
58,Alec Ingold,MIA,1,-2,-2.0,0,0,0,3,3,16,5.3,0,0,1,1.4,1.4,0.6%,2024,RB,3
59,Ty Chandler,MIN,7,13,1.9,5,0,0,0,0,0,0,0,0,1,1.3,1.3,13.5%,2024,RB,3
60,Deuce Vaughn,DAL,2,5,2.5,4,0,0,1,2,8,8.0,0,0,1,1.3,1.3,3.7%,2024,RB,3
61,Ameer Abdullah,LV,0,0,0,0,0,0,2,2,13,6.5,0,0,1,1.3,1.3,25.1%,2024,RB,3
62,Kenneth Gainwell,PHI,0,0,0,0,0,0,2,3,12,6.0,0,0,1,1.2,1.2,11.7%,2024,RB,3
63,D'Ernest Johnson,JAC,2,12,6.0,11,0,0,0,1,0,0,0,0,1,1.2,1.2,1.1%,2024,RB,3
64,Ezekiel Elliott,FA,3,6,2.0,4,0,0,1,2,6,6.0,0,0,1,1.2,1.2,20.4%,2024,RB,3
65,Kenny McIntosh,SEA,3,11,3.7,6,0,0,0,0,0,0,0,0,1,1.1,1.1,1.1%,2024,RB,3
66,Khalil Herbert,CIN,4,9,2.3,6,0,0,0,0,0,0,0,0,1,0.9,0.9,11.3%,2024,RB,3
67,Ronnie Rivers,LAR,2,9,4.5,7,0,0,0,0,0,0,0,0,1,0.9,0.9,0.6%,2024,RB,3
68,Tank Bigsby,JAC,2,9,4.5,7,0,0,0,0,0,0,0,0,1,0.9,0.9,49.4%,2024,RB,3
69,Gus Edwards,LAC,3,9,3.0,6,0,0,0,0,0,0,0,0,1,0.9,0.9,45.3%,2024,RB,3
70,Trey Benson,ARI,2,8,4.0,6,0,0,0,0,0,0,0,0,1,0.8,0.8,31.0%,2024,RB,3
71,Emari Demercado,ARI,2,7,3.5,6,0,0,0,0,0,0,0,0,1,0.7,0.7,1.5%,2024,RB,3
