Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Duke Johnson Jr.,FA,22,107,4.9,12,0,2,1,1,20,20.0,0,0,1,24.7,24.7,0.0%,2021,RB,15
2,Jonathan Taylor,IND,29,170,5.9,67,1,1,0,0,0,0,0,0,1,23.0,23.0,92.9%,2021,RB,15
3,Jeff Wilson Jr.,MIA,21,110,5.2,17,0,1,2,2,9,4.5,0,0,1,17.9,17.9,0.6%,2021,RB,15
4,Devin Singletary,NYG,22,86,3.9,16,0,1,1,1,10,10.0,0,0,1,15.6,15.6,43.6%,2021,RB,15
5,Nick Chubb,CLE,23,91,4.0,24,1,1,1,1,2,2.0,0,0,1,15.3,15.3,55.1%,2021,RB,15
6,James Robinson,FA,18,75,4.2,16,0,1,3,6,13,4.3,0,0,1,14.8,14.8,0.0%,2021,RB,15
7,Miles Sanders,CAR,18,131,7.3,38,1,0,2,2,15,7.5,0,0,1,14.6,14.6,5.1%,2021,RB,15
8,Austin Ekeler,WAS,12,59,4.9,15,0,1,4,4,23,5.8,0,0,1,14.2,14.2,51.4%,2021,RB,15
9,D'Onta Foreman,CLE,22,108,4.9,20,1,0,2,3,27,13.5,0,0,1,13.5,13.5,3.4%,2021,RB,15
10,Ezekiel Elliott,FA,16,52,3.3,13,0,1,3,4,20,6.7,0,0,1,13.2,13.2,20.4%,2021,RB,15
11,Aaron Jones Sr.,MIN,13,58,4.5,11,0,0,2,2,12,6.0,1,0,1,13.0,13.0,91.4%,2021,RB,15
12,Antonio Gibson,NE,15,26,1.7,8,0,1,6,7,39,6.5,0,0,1,12.5,12.5,22.5%,2021,RB,15
13,Craig Reynolds,DET,26,112,4.3,27,1,0,1,1,5,5.0,0,0,1,11.7,11.7,3.5%,2021,RB,15
14,Ameer Abdullah,LV,4,7,1.8,7,0,0,4,4,48,12.0,1,0,1,11.5,11.5,25.1%,2021,RB,15
15,Sony Michel,FA,18,92,5.1,39,1,0,2,2,23,11.5,0,0,1,11.5,11.5,0.0%,2021,RB,15
16,DeeJay Dallas,ARI,8,41,5.1,8,0,1,3,4,11,3.7,0,0,1,11.2,11.2,0.3%,2021,RB,15
17,Justin Jackson,FA,13,86,6.6,22,1,0,1,1,13,13.0,0,0,1,9.9,9.9,0.0%,2021,RB,15
18,AJ Dillon,GB,7,22,3.1,6,0,1,1,1,13,13.0,0,0,1,9.5,9.5,3.7%,2021,RB,15
19,Josh Jacobs,GB,15,52,3.5,9,0,0,3,4,42,14.0,0,0,1,9.4,9.4,96.3%,2021,RB,15
20,Dalvin Cook,FA,28,89,3.2,10,0,0,2,3,2,1.0,0,0,1,9.1,9.1,0.9%,2021,RB,15
21,Tony Pollard,TEN,12,74,6.2,17,0,0,3,3,13,4.3,0,0,1,8.7,8.7,80.4%,2021,RB,15
22,Michael Burton,DEN,1,7,7.0,7,0,1,2,2,20,10.0,0,0,1,8.7,8.7,0.1%,2021,RB,15
23,Devontae Booker,FA,8,74,9.3,31,2,0,2,2,8,4.0,0,0,1,8.2,8.2,0.0%,2021,RB,15
24,Javonte Williams,DEN,15,72,4.8,14,0,0,4,4,9,2.3,0,0,1,8.1,8.1,69.2%,2021,RB,15
25,Jaret Patterson,LAC,4,20,5.0,13,0,1,0,0,0,0,0,0,1,8.0,8.0,0.0%,2021,RB,15
26,Kyle Juszczyk,SF,1,6,6.0,6,0,1,1,1,6,6.0,0,0,1,7.2,7.2,1.2%,2021,RB,15
27,Ronald Jones II,FA,8,63,7.9,30,1,0,2,2,8,4.0,0,0,1,7.1,7.1,0.0%,2021,RB,15
28,James Conner,ARI,8,39,4.9,22,1,0,2,2,31,15.5,0,0,1,7.0,7.0,82.6%,2021,RB,15
