Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Rashaad Penny,FA,23,190,8.3,62,3,1,0,0,0,0,0,0,1,25.0,25.0,0.0%,2021,RB,18
2,Austin Ekeler,WAS,16,64,4.0,14,0,1,5,12,35,7.0,1,0,1,23.9,23.9,51.4%,2021,RB,18
3,Devin Singletary,NYG,19,88,4.6,40,1,1,2,2,24,12.0,1,0,1,23.2,23.2,43.6%,2021,RB,18
4,James Conner,ARI,15,52,3.5,19,0,1,6,6,41,6.8,1,0,1,21.3,21.3,82.6%,2021,RB,18
5,Antonio Gibson,NE,21,146,7.0,27,1,1,1,3,5,5.0,0,0,1,21.1,21.1,22.5%,2021,RB,18
6,Latavius Murray,FA,16,150,9.4,46,3,1,0,0,0,0,0,0,1,21.0,21.0,0.0%,2021,RB,18
7,Josh Jacobs,GB,26,132,5.1,28,1,1,2,2,12,6.0,0,0,1,20.4,20.4,96.3%,2021,RB,18
8,D'Ernest Johnson,JAC,25,123,4.9,13,0,1,1,1,10,10.0,0,0,1,19.3,19.3,1.1%,2021,RB,18
9,Brandon Bolden,FA,7,46,6.6,19,0,1,2,2,20,10.0,1,0,1,18.6,18.6,0.0%,2021,RB,18
10,Duke Johnson Jr.,FA,25,117,4.7,27,1,1,1,1,5,5.0,0,0,1,18.2,18.2,0.0%,2021,RB,18
11,Alvin Kamara,NO,30,146,4.9,27,1,0,2,2,16,8.0,0,0,1,16.2,16.2,87.9%,2021,RB,18
12,Melvin Gordon III,FA,12,110,9.2,47,2,1,1,2,6,6.0,0,1,1,15.6,15.6,0.1%,2021,RB,18
13,Kenneth Gainwell,PHI,12,78,6.5,18,0,1,4,7,9,2.3,0,0,1,14.7,14.7,11.7%,2021,RB,18
14,Corey Clement,FA,7,58,8.3,38,1,0,4,4,22,5.5,1,0,1,14.0,14.0,0.0%,2021,RB,18
15,Damien Harris,FA,11,37,3.4,7,0,1,4,4,36,9.0,0,0,1,13.3,13.3,9.0%,2021,RB,18
16,Chris Evans,CIN,7,35,5.0,12,0,0,4,5,24,6.0,1,0,1,11.9,11.9,0.0%,2021,RB,18
