Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Jimmy Graham,FA,4,5,69,17.3,30,2,2,0,0,0,0,1,18.9,18.9,0.1%,2020,TE,16
2,Rob Gronkowski,FA,2,2,58,29.0,33,2,2,0,0,0,0,1,17.8,17.8,2.0%,2020,TE,16
3,Irv Smith Jr.,HOU,6,9,53,8.8,14,0,2,0,0,0,0,1,17.3,17.3,0.0%,2020,TE,16
4,Travis Kelce,KC,7,13,98,14.0,29,2,1,0,0,0,0,1,15.8,15.8,94.1%,2020,TE,16
5,Darren Waller,FA,5,6,112,22.4,33,3,0,0,0,0,0,1,11.2,11.2,1.1%,2020,TE,16
6,Hayden Hurst,LAC,5,6,47,9.4,17,0,1,0,0,0,0,1,10.7,10.7,2.7%,2020,TE,16
7,Eric Ebron,FA,5,7,47,9.4,11,0,1,0,0,0,0,1,10.7,10.7,0.0%,2020,TE,16
8,Chris Herndon IV,FA,4,4,34,8.5,11,0,1,0,0,0,0,1,9.4,9.4,0.0%,2020,TE,16
9,George Kittle,SF,4,5,92,23.0,27,3,0,0,0,0,0,1,9.2,9.2,91.9%,2020,TE,16
10,Lee Smith,FA,2,2,31,15.5,27,1,1,0,0,0,0,1,9.1,9.1,0.0%,2020,TE,16
11,Jonnu Smith,MIA,3,7,30,10.0,12,0,1,0,0,0,0,1,9.0,9.0,77.6%,2020,TE,16
12,Jared Cook,FA,3,4,82,27.3,44,1,0,0,0,0,0,1,8.2,8.2,0.0%,2020,TE,16
13,Darren Fells,FA,1,2,22,22.0,22,1,1,0,0,0,0,1,8.2,8.2,0.0%,2020,TE,16
14,Jacob Hollister,FA,2,6,17,8.5,13,0,1,0,0,0,0,1,7.7,7.7,1.4%,2020,TE,16
15,Mark Andrews,BAL,6,10,76,12.7,25,2,0,0,0,0,0,1,7.6,7.6,89.5%,2020,TE,16
16,Austin Hooper,NE,7,15,71,10.1,28,1,0,0,0,0,0,1,7.1,7.1,1.9%,2020,TE,16
17,Evan Engram,JAC,7,10,65,9.3,15,0,0,1,5,0,0,1,7.0,7.0,57.4%,2020,TE,16
18,Drew Sample,CIN,1,1,8,8.0,8,0,1,0,0,0,0,1,6.8,6.8,0.9%,2020,TE,16
19,Noah Fant,SEA,6,9,65,10.8,19,0,0,0,0,0,0,1,6.5,6.5,21.1%,2020,TE,16
20,Logan Thomas,FA,7,12,63,9.0,19,0,0,1,0,0,0,1,6.3,6.3,0.0%,2020,TE,16
21,Mike Gesicki,CIN,4,7,54,13.5,31,1,0,0,0,0,0,1,5.4,5.4,29.2%,2020,TE,16
22,Dawson Knox,BUF,3,4,51,17.0,24,1,0,0,0,0,0,1,5.1,5.1,11.4%,2020,TE,16
23,Jack Doyle,FA,4,6,50,12.5,18,0,0,0,0,0,0,1,5.0,5.0,2.0%,2020,TE,16
24,Stephen Anderson,FA,4,6,48,12.0,23,1,0,0,0,0,0,1,4.8,4.8,0.0%,2020,TE,16
25,Donald Parham Jr.,PIT,2,3,47,23.5,26,2,0,0,0,0,0,1,4.7,4.7,1.9%,2020,TE,16
26,Adam Trautman,DEN,2,2,45,22.5,41,1,0,0,0,0,0,1,4.5,4.5,1.1%,2020,TE,16
27,Jordan Akins,CLE,4,4,39,9.8,15,0,0,0,0,0,0,1,3.9,3.9,1.2%,2020,TE,16
28,Dallas Goedert,PHI,3,3,38,12.7,23,1,0,0,0,0,0,1,3.8,3.8,57.2%,2020,TE,16
29,Harrison Bryant,LV,3,7,37,12.3,14,0,0,0,0,0,0,1,3.7,3.7,0.0%,2020,TE,16
30,Tyler Higbee,LAR,3,6,34,11.3,22,1,0,0,0,0,0,1,3.4,3.4,9.2%,2020,TE,16
31,Zach Ertz,WAS,3,7,33,11.0,17,0,0,0,0,0,0,1,3.3,3.3,57.5%,2020,TE,16
32,Tyler Conklin,NYJ,4,6,31,7.8,9,0,0,0,0,0,0,1,3.1,3.1,19.2%,2020,TE,16
33,Pharaoh Brown,SEA,1,1,29,29.0,29,1,0,0,0,0,0,1,2.9,2.9,0.1%,2020,TE,16
34,Cameron Brate,FA,2,2,27,13.5,16,0,0,0,0,0,0,1,2.7,2.7,2.0%,2020,TE,16
35,David Njoku,CLE,4,4,26,6.5,11,0,0,0,0,0,0,1,2.6,2.6,74.6%,2020,TE,16
36,T.J. Hockenson,MIN,4,6,23,5.8,7,0,0,0,0,0,0,1,2.3,2.3,83.0%,2020,TE,16
37,Dalton Schultz,HOU,3,4,21,7.0,16,0,0,0,0,0,0,1,2.1,2.1,54.4%,2020,TE,16
38,Mo Alie-Cox,IND,1,1,20,20.0,20,1,0,0,0,0,0,1,2.0,2.0,0.6%,2020,TE,16
39,Tanner Hudson,CIN,1,1,20,20.0,20,1,0,0,0,0,0,1,2.0,2.0,1.1%,2020,TE,16
40,Juwan Johnson,NO,1,1,19,19.0,19,0,0,0,0,0,0,1,1.9,1.9,19.4%,2020,TE,16
41,Trey Burton,FA,3,4,18,6.0,11,0,0,0,0,0,0,1,1.8,1.8,0.0%,2020,TE,16
42,James O'Shaughnessy,FA,2,3,18,9.0,14,0,0,0,0,0,0,1,1.8,1.8,0.0%,2020,TE,16
43,Robert Tonyan,FA,1,2,17,17.0,17,0,0,0,0,0,0,1,1.7,1.7,0.0%,2020,TE,16
44,Tyler Eifert,FA,2,5,17,8.5,9,0,0,0,0,0,0,1,1.7,1.7,0.0%,2020,TE,16
45,Will Dissly,LAC,3,3,17,5.7,7,0,0,0,0,0,0,1,1.7,1.7,22.8%,2020,TE,16
46,Cole Kmet,CHI,2,6,18,9.0,10,0,0,1,-3,0,0,1,1.5,1.5,42.7%,2020,TE,16
47,Greg Olsen,FA,1,2,15,15.0,15,0,0,0,0,0,0,1,1.5,1.5,7.0%,2020,TE,16
48,Daniel Brown,FA,1,1,13,13.0,13,0,0,0,0,0,0,1,1.3,1.3,0.0%,2020,TE,16
49,Gerald Everett,FA,2,3,13,6.5,9,0,0,0,0,0,0,1,1.3,1.3,1.4%,2020,TE,16
50,Dominique Dafney,CAR,1,1,13,13.0,13,0,0,0,0,0,0,1,1.3,1.3,0.0%,2020,TE,16
51,Jason Witten,FA,2,5,12,6.0,10,0,0,0,0,0,0,1,1.2,1.2,1.0%,2020,TE,16
52,Deon Yelder,FA,1,1,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,0.0%,2020,TE,16
53,Anthony Firkser,KC,1,2,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.0%,2020,TE,16
54,Luke Stocker,FA,1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,3.8%,2020,TE,16
55,Blake Bell,FA,1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.0%,2020,TE,16
56,Darrell Daniels,FA,1,2,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.0%,2020,TE,16
57,Durham Smythe,FA,2,2,6,3.0,5,0,0,0,0,0,0,1,0.6,0.6,0.1%,2020,TE,16
58,Dan Arnold,FA,3,5,25,8.3,11,0,0,0,0,0,1,1,0.5,0.5,0.0%,2020,TE,16
59,Vance McDonald,FA,1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,0.0%,2020,TE,16
60,Adam Shaheen,FA,1,1,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,0.0%,2020,TE,16
61,Kahale Warring,FA,1,3,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,0.0%,2020,TE,16
62,Stephen Carlson,CHI,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,TE,16
63,Andrew Beck,NYJ,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,TE,16
64,Dalton Keene,HOU,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,TE,16
65,Sean McKeon,IND,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,TE,16
66,Matt Sokol,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,TE,16
67,Hunter Bryant,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,TE,16
68,Antonio Gandy-Golden,FA,0,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,TE,16
69,Devin Asiasi,FA,0,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,TE,16
70,Jake Bargas,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,TE,16
71,Derek Carrier,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,TE,16
72,Bruce Miller,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,4.5%,2020,TE,16
73,Jordan Reed,FA,0,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,19.0%,2020,TE,16
74,Levine Toilolo,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,TE,16
75,Jordan Matthews,CAR,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,TE,16
76,Clark Harris,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,TE,16
77,Marcedes Lewis,CHI,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2020,TE,16
78,Eric Saubert,SF,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,2020,TE,16
79,Ricky Seals-Jones,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,TE,16
80,Johnny Mundt,MIN,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,2020,TE,16
