Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Calvin Ridley,TEN,7,9,103,14.7,34,3,2,1,18,0,0,1,24.1,24.1,77.8%,2023,WR,11
2,Brandon Aiyuk,SF,5,6,156,31.2,76,2,1,0,0,0,0,1,21.6,21.6,43.5%,2023,WR,11
3,Tank Dell,HOU,8,10,149,18.6,40,3,1,0,0,0,0,1,20.9,20.9,66.8%,2023,WR,11
4,Tyreek Hill,MIA,10,11,146,14.6,38,4,1,0,0,0,0,1,20.6,20.6,92.8%,2023,WR,11
5,Keenan Allen,CHI,10,16,116,11.6,38,1,1,0,0,0,0,1,17.6,17.6,76.2%,2023,WR,11
6,Khalil Shakir,BUF,3,4,115,38.3,81,2,1,0,0,0,0,1,17.5,17.5,74.4%,2023,WR,11
7,DJ Moore,CHI,7,9,96,13.7,39,1,1,0,0,0,0,1,15.6,15.6,86.7%,2023,WR,11
8,DK Metcalf,SEA,5,9,94,18.8,53,2,1,0,0,0,0,1,15.4,15.4,88.3%,2023,WR,11
9,Jayden Reed,GB,4,6,46,11.5,19,0,0,3,46,1,0,1,15.2,15.2,82.1%,2023,WR,11
10,Davante Adams,FA,7,13,82,11.7,46,2,1,0,0,0,0,1,14.2,14.2,91.0%,2023,WR,11
11,Darius Slayton,NYG,4,5,82,20.5,40,2,1,0,0,0,0,1,14.2,14.2,9.9%,2023,WR,11
12,Amon-Ra St. Brown,DET,8,11,77,9.6,16,0,1,0,0,0,0,1,13.7,13.7,97.2%,2023,WR,11
13,Puka Nacua,LAR,5,7,70,14.0,32,1,1,1,7,0,0,1,13.7,13.7,95.5%,2023,WR,11
14,Courtland Sutton,DEN,4,5,66,16.5,33,1,1,0,0,0,0,1,12.6,12.6,84.6%,2023,WR,11
15,DeAndre Hopkins,KC,4,5,59,14.8,43,1,1,0,0,0,0,1,11.9,11.9,72.8%,2023,WR,11
16,Odell Beckham Jr.,FA,4,7,116,29.0,51,3,0,0,0,0,0,1,11.6,11.6,2.6%,2023,WR,11
17,Rondale Moore,ATL,1,1,48,48.0,48,1,1,2,6,0,0,1,11.4,11.4,2.8%,2023,WR,11
18,Romeo Doubs,GB,5,6,53,10.6,24,1,1,0,0,0,0,1,11.3,11.3,47.5%,2023,WR,11
19,Justin Watson,KC,5,11,53,10.6,17,0,1,0,0,0,0,1,11.3,11.3,1.8%,2023,WR,11
20,CeeDee Lamb,DAL,6,9,38,6.3,10,0,1,1,7,0,0,1,10.5,10.5,87.2%,2023,WR,11
21,Jameson Williams,DET,2,3,44,22.0,32,1,1,0,0,0,0,1,10.4,10.4,80.0%,2023,WR,11
22,Mike Evans,TB,5,12,43,8.6,13,0,1,0,0,0,0,1,10.3,10.3,94.8%,2023,WR,11
23,DeVonta Smith,PHI,6,8,99,16.5,41,2,0,0,0,0,0,1,9.9,9.9,89.2%,2023,WR,11
24,Nelson Agholor,BAL,1,1,37,37.0,37,1,1,0,0,0,0,1,9.7,9.7,1.2%,2023,WR,11
25,Dontayvion Wicks,GB,3,5,91,30.3,35,3,0,0,0,0,0,1,9.1,9.1,23.2%,2023,WR,11
26,Chris Moore,WAS,1,1,49,49.0,49,1,0,1,38,0,0,1,8.7,8.7,0.0%,2023,WR,11
27,Jahan Dotson,PHI,3,4,23,7.7,12,0,1,0,0,0,0,1,8.3,8.3,11.0%,2023,WR,11
28,Christian Watson,GB,2,4,21,10.5,11,0,1,1,1,0,0,1,8.2,8.2,51.0%,2023,WR,11
29,Greg Dortch,ARI,6,8,76,12.7,31,1,0,0,0,0,0,1,7.6,7.6,4.5%,2023,WR,11
30,Adam Thielen,CAR,8,11,74,9.3,16,0,0,0,0,0,0,1,7.4,7.4,61.9%,2023,WR,11
31,Ja'Marr Chase,CIN,2,7,12,6.0,10,0,1,0,0,0,0,1,7.2,7.2,94.0%,2023,WR,11
32,Rashod Bateman,BAL,1,2,10,10.0,10,0,1,0,0,0,0,1,7.0,7.0,35.3%,2023,WR,11
33,Nico Collins,HOU,7,11,65,9.3,23,1,0,0,0,0,0,1,6.5,6.5,95.3%,2023,WR,11
34,Deebo Samuel Sr.,WAS,3,4,63,21.0,40,1,0,1,-1,0,0,1,6.2,6.2,84.5%,2023,WR,11
35,Elijah Moore,CLE,6,7,60,10.0,15,0,0,0,0,0,0,1,6.0,6.0,17.4%,2023,WR,11
36,Jerry Jeudy,CLE,5,7,58,11.6,19,0,0,0,0,0,0,1,5.8,5.8,72.7%,2023,WR,11
37,Jaylen Waddle,MIA,4,8,55,13.8,19,0,0,0,0,0,0,1,5.5,5.5,79.3%,2023,WR,11
38,Tyler Lockett,FA,5,7,51,10.2,13,0,0,0,0,0,0,1,5.1,5.1,44.2%,2023,WR,11
39,Zay Flowers,BAL,3,4,43,14.3,33,1,0,1,7,0,0,1,5.0,5.0,90.3%,2023,WR,11
40,Jakobi Meyers,LV,4,5,49,12.3,24,1,0,0,0,0,0,1,4.9,4.9,72.7%,2023,WR,11
41,Christian Kirk,JAC,3,6,48,16.0,20,1,0,0,0,0,0,1,4.8,4.8,34.9%,2023,WR,11
42,Robert Woods,HOU,5,8,44,8.8,17,0,0,0,0,0,0,1,4.4,4.4,0.6%,2023,WR,11
43,Jordan Addison,MIN,3,6,44,14.7,18,0,0,0,0,0,0,1,4.4,4.4,85.1%,2023,WR,11
44,Terry McLaurin,WAS,5,7,43,8.6,11,0,0,0,0,0,0,1,4.3,4.3,91.3%,2023,WR,11
45,Rashee Rice,KC,4,5,42,10.5,17,0,0,0,0,0,0,1,4.2,4.2,42.8%,2023,WR,11
46,Brandin Cooks,DAL,3,4,42,14.0,22,1,0,0,0,0,0,1,4.2,4.2,18.2%,2023,WR,11
47,Hunter Renfrow,FA,5,5,42,8.4,31,1,0,0,0,0,0,1,4.2,4.2,0.0%,2023,WR,11
48,Rakim Jarrett,TB,1,2,41,41.0,41,1,0,0,0,0,0,1,4.1,4.1,3.9%,2023,WR,11
49,Jaxon Smith-Njigba,SEA,3,6,40,13.3,32,1,0,0,0,0,0,1,4.0,4.0,85.4%,2023,WR,11
50,Chris Godwin,TB,6,7,39,6.5,11,0,0,0,0,0,0,1,3.9,3.9,45.3%,2023,WR,11
51,Robbie Chosen,FA,2,2,39,19.5,30,1,0,0,0,0,0,1,3.9,3.9,0.0%,2023,WR,11
52,Wan'Dale Robinson,NYG,3,4,35,11.7,21,1,0,1,2,0,0,1,3.7,3.7,36.9%,2023,WR,11
53,George Pickens,PIT,4,6,38,9.5,14,0,0,1,-1,0,0,1,3.7,3.7,88.7%,2023,WR,11
54,Trenton Irwin,FA,3,5,36,12.0,14,0,0,0,0,0,0,1,3.6,3.6,0.1%,2023,WR,11
55,Amari Cooper,BUF,4,8,34,8.5,11,0,0,0,0,0,0,1,3.4,3.4,75.3%,2023,WR,11
56,Brandon Powell,MIN,3,4,32,10.7,22,1,0,0,0,0,0,1,3.2,3.2,0.8%,2023,WR,11
57,Michael Gallup,FA,3,5,31,10.3,19,0,0,0,0,0,0,1,3.1,3.1,1.0%,2023,WR,11
58,Tre Tucker,LV,2,7,36,18.0,19,0,0,1,-6,0,0,1,3.0,3.0,12.3%,2023,WR,11
59,Trey Palmer,TB,4,6,22,5.5,17,0,0,1,6,0,0,1,2.8,2.8,2.4%,2023,WR,11
60,Stefon Diggs,HOU,4,8,27,6.8,11,0,0,0,0,0,0,1,2.7,2.7,46.3%,2023,WR,11
61,Kadarius Toney,FA,2,2,12,6.0,7,0,0,2,14,0,0,1,2.6,2.6,0.7%,2023,WR,11
62,Steven Sims Jr.,BAL,2,2,25,12.5,23,1,0,0,0,0,0,1,2.5,2.5,0.0%,2023,WR,11
63,Darnell Mooney,ATL,1,1,24,24.0,24,1,0,0,0,0,0,1,2.4,2.4,67.9%,2023,WR,11
64,Demarcus Robinson,LAR,2,2,24,12.0,23,1,0,0,0,0,0,1,2.4,2.4,17.8%,2023,WR,11
65,KaVontae Turpin,DAL,2,3,10,5.0,10,0,0,1,13,0,0,1,2.3,2.3,6.7%,2023,WR,11
66,Cedrick Wilson Jr.,NO,3,4,23,7.7,12,0,0,0,0,0,0,1,2.3,2.3,0.7%,2023,WR,11
67,Austin Trammell,JAC,3,6,23,7.7,14,0,0,0,0,0,0,1,2.3,2.3,0.0%,2023,WR,11
68,Tyler Boyd,TEN,3,6,22,7.3,13,0,0,0,0,0,0,1,2.2,2.2,4.6%,2023,WR,11
69,Isaiah Hodgins,SF,2,3,22,11.0,16,0,0,0,0,0,0,1,2.2,2.2,0.0%,2023,WR,11
