Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Zach Ertz,WAS,6,7,72,12.0,37,1,2,0,0,0,0,1,19.2,19.2,57.5%,2024,TE,17
2,Trey McBride,ARI,12,16,123,10.3,34,1,1,0,0,0,0,1,18.3,18.3,91.9%,2024,TE,17
3,Travis Kelce,KC,8,11,84,10.5,20,1,1,0,0,0,0,1,14.4,14.4,94.1%,2024,TE,17
4,Tyler Conklin,NYJ,8,8,57,7.1,20,1,1,0,0,0,0,1,13.7,13.7,19.2%,2024,TE,17
5,Mark Andrews,BAL,2,2,68,34.0,67,1,1,0,0,0,0,1,12.8,12.8,89.5%,2024,TE,17
6,Sam LaPorta,DET,6,8,64,10.7,28,1,1,0,0,0,0,1,12.4,12.4,93.3%,2024,TE,17
7,George Kittle,SF,8,8,112,14.0,22,2,0,0,0,0,0,1,11.2,11.2,91.9%,2024,TE,17
8,Foster Moreau,NO,3,5,47,15.7,30,1,1,0,0,0,0,1,10.7,10.7,2.4%,2024,TE,17
9,Kyle Pitts,ATL,4,5,44,11.0,23,1,1,0,0,0,0,1,10.4,10.4,73.0%,2024,TE,17
10,Payne Durham,TB,2,3,36,18.0,31,1,1,0,0,0,0,1,9.6,9.6,1.8%,2024,TE,17
11,Jonnu Smith,MIA,3,4,26,8.7,12,0,1,0,0,0,0,1,8.6,8.6,77.6%,2024,TE,17
12,Mike Gesicki,CIN,10,12,86,8.6,12,0,0,0,0,0,0,1,8.6,8.6,29.2%,2024,TE,17
13,Brock Bowers,LV,7,7,77,11.0,17,0,0,1,-1,0,0,1,7.6,7.6,91.6%,2024,TE,17
14,Isaiah Likely,BAL,1,1,9,9.0,9,0,1,0,0,0,0,1,6.9,6.9,34.2%,2024,TE,17
15,T.J. Hockenson,MIN,5,6,68,13.6,28,1,0,0,0,0,0,1,6.8,6.8,83.0%,2024,TE,17
16,Nick Vannett,TEN,1,1,8,8.0,8,0,1,0,0,0,0,1,6.8,6.8,0.0%,2024,TE,17
17,Juwan Johnson,NO,6,10,66,11.0,25,1,0,0,0,0,0,1,6.6,6.6,19.4%,2024,TE,17
18,Chig Okonkwo,TEN,5,7,42,8.4,18,0,0,1,17,0,0,1,5.9,5.9,34.6%,2024,TE,17
19,Tucker Kraft,GB,2,3,53,26.5,35,1,0,0,0,0,0,1,5.3,5.3,63.4%,2024,TE,17
20,Devin Culp,TB,3,4,52,17.3,26,1,0,0,0,0,0,1,5.2,5.2,2.6%,2024,TE,17
21,Jordan Akins,CLE,6,8,49,8.2,15,0,0,0,0,0,0,1,4.9,4.9,1.2%,2024,TE,17
22,Noah Fant,SEA,4,5,43,10.8,15,0,0,0,0,0,0,1,4.3,4.3,21.1%,2024,TE,17
23,Pat Freiermuth,PIT,7,8,60,8.6,15,0,0,0,0,0,1,1,4.0,4.0,63.9%,2024,TE,17
24,Kylen Granson,IND,3,4,34,11.3,27,1,0,0,0,0,0,1,3.4,3.4,1.2%,2024,TE,17
25,Grant Calcaterra,PHI,1,2,34,34.0,34,1,0,0,0,0,0,1,3.4,3.4,4.3%,2024,TE,17
26,Dalton Kincaid,BUF,2,2,24,12.0,13,0,0,0,0,0,0,1,2.4,2.4,78.8%,2024,TE,17
27,Elijah Higgins,ARI,2,3,23,11.5,15,0,0,0,0,0,0,1,2.3,2.3,1.0%,2024,TE,17
28,Stone Smartt,LAC,2,2,23,11.5,14,0,0,0,0,0,0,1,2.3,2.3,2.6%,2024,TE,17
29,Will Dissly,LAC,2,3,21,10.5,14,0,0,0,0,0,0,1,2.1,2.1,22.8%,2024,TE,17
30,Dalton Schultz,HOU,2,6,21,10.5,18,0,0,0,0,0,0,1,2.1,2.1,54.4%,2024,TE,17
31,Austin Hooper,NE,3,3,19,6.3,9,0,0,0,0,0,0,1,1.9,1.9,1.9%,2024,TE,17
32,Michael Mayer,LV,1,2,14,14.0,14,0,0,0,0,0,0,1,1.4,1.4,13.6%,2024,TE,17
33,John Bates,WAS,1,1,14,14.0,14,0,0,0,0,0,0,1,1.4,1.4,1.1%,2024,TE,17
34,Chris Manhertz,NYG,1,1,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,0.0%,2024,TE,17
35,Tyler Higbee,LAR,2,3,9,4.5,7,0,0,0,0,0,0,1,0.9,0.9,9.2%,2024,TE,17
36,Connor Heyward,PIT,1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.1%,2024,TE,17
37,Tucker Fisk,LAC,1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,1.0%,2024,TE,17
38,Darnell Washington,PIT,1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,3.2%,2024,TE,17
