Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Richie James Jr.,FA,9,13,184,20.4,47,3,1,0,0,0,0,1,24.4,24.4,0.0%,2020,WR,9
2,Tyreek Hill,MIA,9,18,113,12.6,28,2,2,1,8,0,0,1,24.1,24.1,92.8%,2020,WR,9
3,Davante Adams,FA,10,12,173,17.3,49,3,1,0,0,0,0,1,23.3,23.3,91.0%,2020,WR,9
4,Breshad Perriman,FA,5,7,101,20.2,50,1,2,0,0,0,0,1,22.1,22.1,0.0%,2020,WR,9
5,DJ Chark Jr.,LAC,7,12,146,20.9,73,3,1,0,0,0,0,1,20.6,20.6,4.2%,2020,WR,9
6,Jerry Jeudy,CLE,7,14,125,17.9,41,3,1,0,0,0,0,1,18.5,18.5,72.7%,2020,WR,9
7,Christian Kirk,JAC,5,8,123,24.6,56,2,1,0,0,0,0,1,18.3,18.3,34.9%,2020,WR,9
8,Curtis Samuel,BUF,9,9,105,11.7,28,2,1,3,13,0,0,1,17.8,17.8,17.8%,2020,WR,9
9,Terry McLaurin,WAS,7,8,115,16.4,68,1,1,0,0,0,0,1,17.5,17.5,91.3%,2020,WR,9
10,Marquez Valdes-Scantling,NO,2,4,53,26.5,52,1,2,0,0,0,0,1,17.3,17.3,17.7%,2020,WR,9
11,Jakobi Meyers,LV,12,14,169,14.1,33,3,0,0,0,0,0,1,16.9,16.9,72.7%,2020,WR,9
12,DK Metcalf,SEA,7,9,108,15.4,41,2,1,0,0,0,0,1,16.8,16.8,88.3%,2020,WR,9
13,Olamide Zaccheaus,WAS,4,6,103,25.8,51,2,1,0,0,0,0,1,16.3,16.3,8.1%,2020,WR,9
14,Keenan Allen,CHI,9,11,103,11.4,27,1,1,0,0,0,0,1,16.3,16.3,76.2%,2020,WR,9
15,A.J. Brown,PHI,4,9,101,25.3,40,2,1,0,0,0,0,1,16.1,16.1,96.7%,2020,WR,9
16,William Fuller V,FA,5,5,100,20.0,77,1,1,0,0,0,0,1,16.0,16.0,0.0%,2020,WR,9
17,JuJu Smith-Schuster,KC,6,7,93,15.5,31,3,1,0,0,0,0,1,15.3,15.3,3.9%,2020,WR,9
18,Brandin Cooks,DAL,3,9,83,27.7,57,1,1,0,0,0,0,1,14.3,14.3,18.2%,2020,WR,9
19,David Moore,CAR,4,6,71,17.8,55,1,1,0,0,0,0,1,13.1,13.1,1.4%,2020,WR,9
20,Gabe Davis,JAC,4,5,70,17.5,39,1,1,0,0,0,0,1,13.0,13.0,18.0%,2020,WR,9
21,Preston Williams,FA,4,5,60,15.0,35,1,1,0,0,0,0,1,12.0,12.0,0.0%,2020,WR,9
22,Stefon Diggs,HOU,9,12,118,13.1,25,3,0,0,0,0,0,1,11.8,11.8,46.3%,2020,WR,9
23,Nelson Agholor,BAL,2,3,55,27.5,45,1,1,0,0,0,0,1,11.5,11.5,1.2%,2020,WR,9
24,Julio Jones,FA,5,7,54,10.8,21,1,1,0,0,0,0,1,11.4,11.4,0.8%,2020,WR,9
25,CeeDee Lamb,DAL,4,7,71,17.8,32,2,1,0,0,0,1,1,11.1,11.1,87.2%,2020,WR,9
26,Cam Sims,FA,3,4,110,36.7,45,3,0,0,0,0,0,1,11.0,11.0,0.0%,2020,WR,9
27,Marvin Jones Jr.,FA,3,4,43,14.3,16,0,1,0,0,0,0,1,10.3,10.3,0.0%,2020,WR,9
28,John Brown,FA,8,11,99,12.4,33,1,0,0,0,0,0,1,9.9,9.9,0.0%,2020,WR,9
29,Emmanuel Sanders,FA,4,5,38,9.5,12,0,1,0,0,0,0,1,9.8,9.8,0.0%,2020,WR,9
