Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Odell Beckham Jr.,FA,5,8,81,16.2,37,1,2,2,73,1,0,1,33.4,33.4,2.6%,2020,WR,4
2,DJ Chark Jr.,LAC,8,9,95,11.9,22,1,2,0,0,0,0,1,21.5,21.5,4.2%,2020,WR,4
3,Amari Cooper,BUF,12,16,134,11.2,20,1,1,0,0,0,0,1,21.4,21.4,75.3%,2020,WR,4
4,CeeDee Lamb,DAL,5,7,79,15.8,43,1,2,1,3,0,0,1,20.2,20.2,87.2%,2020,WR,4
5,Mike Evans,TB,7,8,122,17.4,48,2,1,0,0,0,0,1,18.2,18.2,94.8%,2020,WR,4
6,Adam Thielen,CAR,8,10,114,14.3,39,2,1,1,8,0,0,1,18.2,18.2,61.9%,2020,WR,4
7,Tre'Quan Smith,FA,4,4,54,13.5,20,1,2,0,0,0,0,1,17.4,17.4,0.0%,2020,WR,4
8,Tim Patrick,DET,6,7,113,18.8,40,3,1,0,0,0,0,1,17.3,17.3,6.3%,2020,WR,4
9,William Fuller V,FA,6,7,108,18.0,43,2,1,0,0,0,0,1,16.8,16.8,0.0%,2020,WR,4
10,Allen Robinson II,DET,7,10,101,14.4,27,3,1,0,0,0,0,1,16.1,16.1,0.8%,2020,WR,4
11,David Moore,CAR,3,4,95,31.7,57,2,1,0,0,0,0,1,15.5,15.5,1.4%,2020,WR,4
12,Scotty Miller,FA,5,7,83,16.6,44,1,1,0,0,0,0,1,14.3,14.3,0.1%,2020,WR,4
13,Jalen Guyton,FA,1,1,72,72.0,72,1,1,0,0,0,0,1,13.2,13.2,0.0%,2020,WR,4
14,Cooper Kupp,LAR,5,7,69,13.8,55,1,1,1,-2,0,0,1,12.7,12.7,90.9%,2020,WR,4
15,Tyreek Hill,MIA,4,6,64,16.0,22,1,1,0,0,0,0,1,12.4,12.4,92.8%,2020,WR,4
16,Kenny Golladay,FA,4,8,62,15.5,17,0,1,0,0,0,0,1,12.2,12.2,4.0%,2020,WR,4
17,Jerry Jeudy,CLE,2,4,61,30.5,48,1,1,0,0,0,0,1,12.1,12.1,72.7%,2020,WR,4
18,Terry McLaurin,WAS,10,14,118,11.8,39,1,0,0,0,0,0,1,11.8,11.8,91.3%,2020,WR,4
19,Travis Fulgham,FA,2,3,57,28.5,42,1,1,0,0,0,0,1,11.7,11.7,0.0%,2020,WR,4
20,Brandon Aiyuk,SF,2,5,18,9.0,14,0,0,1,38,1,0,1,11.6,11.6,43.5%,2020,WR,4
21,Stefon Diggs,HOU,6,7,115,19.2,49,2,0,0,0,0,0,1,11.5,11.5,46.3%,2020,WR,4
22,Tyron Billy-Johnson,FA,1,1,53,53.0,53,1,1,0,0,0,0,1,11.3,11.3,0.0%,2020,WR,4
23,DeVante Parker,FA,10,12,110,11.0,21,1,0,0,0,0,0,1,11.0,11.0,0.0%,2020,WR,4
24,DK Metcalf,SEA,4,6,106,26.5,37,2,0,0,0,0,0,1,10.6,10.6,88.3%,2020,WR,4
25,Nelson Agholor,BAL,4,4,44,11.0,14,0,1,0,0,0,0,1,10.4,10.4,1.2%,2020,WR,4
26,Jamison Crowder,WAS,7,10,104,14.9,35,2,0,0,0,0,0,1,10.4,10.4,0.7%,2020,WR,4
27,Justin Jefferson,MIN,4,5,103,25.8,29,4,0,0,0,0,0,1,10.3,10.3,98.3%,2020,WR,4
28,Jarvis Landry,FA,5,6,48,9.6,11,0,0,0,0,0,0,1,10.3,10.3,7.1%,2020,WR,4
29,Kenny Stills,FA,2,4,39,19.5,24,1,1,0,0,0,0,1,9.9,9.9,0.0%,2020,WR,4
