Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,C.J. Uzomah,PHI,3,3,91,30.3,55,2,2,0,0,0,0,1,21.1,21.1,0.0%,2021,TE,7
2,Kyle Pitts,ATL,7,8,163,23.3,39,5,0,0,0,0,0,1,16.3,16.3,73.0%,2021,TE,7
3,Mike Gesicki,CIN,7,8,85,12.1,27,1,1,0,0,0,0,1,14.5,14.5,29.2%,2021,TE,7
4,Zach Ertz,WAS,3,5,66,22.0,47,1,1,1,4,0,0,1,13.0,13.0,57.5%,2021,TE,7
5,Robert Tonyan,FA,4,5,63,15.8,25,2,1,0,0,0,0,1,12.3,12.3,0.0%,2021,TE,7
6,Foster Moreau,NO,6,6,60,10.0,21,1,1,0,0,0,0,1,12.0,12.0,2.4%,2021,TE,7
7,Dallas Goedert,PHI,3,5,70,23.3,25,3,0,0,0,0,0,1,9.0,9.0,57.2%,2021,TE,7
8,MyCole Pruitt,PIT,2,3,27,13.5,22,1,1,0,0,0,0,1,8.7,8.7,1.6%,2021,TE,7
9,Mo Alie-Cox,IND,3,3,25,8.3,11,0,1,0,0,0,0,1,8.5,8.5,0.6%,2021,TE,7
10,Hunter Henry,NE,2,4,23,11.5,22,1,1,0,0,0,0,1,8.3,8.3,53.6%,2021,TE,7
11,Travis Kelce,KC,7,12,65,9.3,24,1,0,0,0,0,0,1,6.5,6.5,94.1%,2021,TE,7
12,Jonnu Smith,MIA,2,5,52,26.0,28,2,0,1,5,0,0,1,5.7,5.7,77.6%,2021,TE,7
13,Ricky Seals-Jones,FA,6,7,51,8.5,14,0,0,0,0,0,0,1,5.1,5.1,0.0%,2021,TE,7
14,Mark Andrews,BAL,3,7,48,16.0,24,2,0,0,0,0,0,1,4.8,4.8,89.5%,2021,TE,7
15,T.J. Hockenson,MIN,6,9,48,8.0,21,1,0,0,0,0,0,1,4.8,4.8,83.0%,2021,TE,7
16,Tyler Higbee,LAR,5,8,46,9.2,16,0,0,0,0,0,0,1,4.6,4.6,9.2%,2021,TE,7
17,Evan Engram,JAC,6,8,44,7.3,18,0,0,0,0,0,0,1,4.4,4.4,57.4%,2021,TE,7
18,Cole Kmet,CHI,5,6,43,8.6,22,1,0,0,0,0,0,1,4.3,4.3,42.7%,2021,TE,7
19,Austin Hooper,NE,2,3,42,21.0,34,1,0,0,0,0,0,1,4.2,4.2,1.9%,2021,TE,7
20,Noah Fant,SEA,5,7,39,7.8,9,0,0,0,0,0,0,1,3.9,3.9,21.1%,2021,TE,7
21,Durham Smythe,FA,3,4,37,12.3,18,0,0,0,0,0,0,1,3.7,3.7,0.1%,2021,TE,7
22,Hayden Hurst,LAC,3,4,35,11.7,15,0,0,0,0,0,0,1,3.5,3.5,2.7%,2021,TE,7
23,Marcedes Lewis,CHI,3,3,31,10.3,17,0,0,0,0,0,0,1,3.1,3.1,0.1%,2021,TE,7
24,Charlie Woerner,ATL,2,2,30,15.0,27,1,0,0,0,0,0,1,3.0,3.0,0.1%,2021,TE,7
25,Josh Oliver,MIN,2,5,29,14.5,19,0,0,0,0,0,0,1,2.9,2.9,1.4%,2021,TE,7
26,Gerald Everett,FA,3,3,11,3.7,10,0,0,1,12,0,0,1,2.3,2.3,1.4%,2021,TE,7
27,Adam Shaheen,FA,4,5,23,5.8,7,0,0,0,0,0,0,1,2.3,2.3,0.0%,2021,TE,7
28,Jesse James,FA,3,3,20,6.7,8,0,0,0,0,0,0,1,2.0,2.0,0.0%,2021,TE,7
29,David Njoku,CLE,2,2,18,9.0,12,0,0,0,0,0,0,1,1.8,1.8,74.6%,2021,TE,7
30,Adam Trautman,DEN,3,3,36,12.0,15,0,0,0,0,0,1,1,1.6,1.6,1.1%,2021,TE,7
31,Ryan Griffin,FA,1,2,15,15.0,15,0,0,0,0,0,0,1,1.5,1.5,0.0%,2021,TE,7
32,Harrison Bryant,LV,1,2,15,15.0,15,0,0,0,0,0,0,1,1.5,1.5,0.0%,2021,TE,7
33,Jordan Akins,CLE,2,2,13,6.5,8,0,0,0,0,0,0,1,1.3,1.3,1.2%,2021,TE,7
34,Tommy Tremble,CAR,2,2,12,6.0,9,0,0,0,0,0,0,1,1.2,1.2,1.4%,2021,TE,7
35,Pharaoh Brown,SEA,3,3,11,3.7,5,0,0,0,0,0,0,1,1.1,1.1,0.1%,2021,TE,7
36,Anthony Firkser,KC,1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.0%,2021,TE,7
37,O.J. Howard,FA,1,3,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.0%,2021,TE,7
38,Geoff Swaim,CLE,1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.0%,2021,TE,7
39,Kyle Rudolph,FA,2,2,8,4.0,7,0,0,0,0,0,0,1,0.8,0.8,1.0%,2021,TE,7
40,Juwan Johnson,NO,1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,19.4%,2021,TE,7
