Rank,Team,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Jared Goff,DET,26,39,66.7,378,9.7,4,1,1,1,1,0,0,1,34.2,34.2,83.6%,2022,QB,4
2,Geno Smith,SEA,23,30,76.7,320,10.7,2,0,0,7,49,1,0,1,31.7,31.7,49.4%,2022,QB,4
3,Russell Wilson,PIT,17,25,68.0,237,9.5,2,0,3,4,29,1,0,1,26.5,26.5,48.0%,2022,QB,4
4,Tom Brady,FA,39,52,75.0,385,7.4,3,0,1,0,0,0,1,1,25.4,25.4,5.3%,2022,QB,4
5,Josh Allen,BUF,19,36,52.8,213,5.9,1,1,1,11,70,1,0,1,24.5,24.5,97.2%,2022,QB,4
6,Patrick Mahomes II,KC,23,37,62.2,249,6.7,3,1,3,4,34,0,0,1,24.4,24.4,92.9%,2022,QB,4
7,Kyler Murray,ARI,23,32,71.9,207,6.5,2,1,1,12,26,1,0,1,23.9,23.9,84.0%,2022,QB,4
8,Daniel Jones,MIN,8,13,61.5,71,5.5,0,0,1,6,68,2,0,1,21.6,21.6,13.0%,2022,QB,4
9,Justin Herbert,LAC,27,39,69.2,340,8.7,2,0,1,4,-5,0,0,1,21.1,21.1,77.4%,2022,QB,4
10,Joe Burrow,CIN,20,31,64.5,287,9.3,2,0,1,5,6,0,0,1,20.1,20.1,92.1%,2022,QB,4
11,Zach Wilson,DEN,18,36,50.0,252,7.0,1,2,1,2,15,0,0,1,19.8,19.8,0.9%,2022,QB,4
12,Matt Ryan,FA,27,37,73.0,356,9.6,2,1,3,2,-4,0,1,1,18.8,18.8,0.1%,2022,QB,4
13,Cooper Rush,DAL,15,27,55.6,223,8.3,2,0,1,2,7,0,0,1,17.6,17.6,6.1%,2022,QB,4
14,Aaron Rodgers,NYJ,21,35,60.0,251,7.2,2,1,1,1,1,0,0,1,17.1,17.1,47.5%,2022,QB,4
15,Jalen Hurts,PHI,16,25,64.0,204,8.2,0,1,2,16,38,1,0,1,17.0,17.0,91.6%,2022,QB,4
16,Jacoby Brissett,NE,21,35,60.0,234,6.7,0,1,1,5,16,1,0,1,16.0,16.0,3.9%,2022,QB,4
17,Davis Mills,HOU,26,35,74.3,246,7.0,2,2,4,0,0,0,0,1,15.8,15.8,0.1%,2022,QB,4
18,Kenny Pickett,PHI,10,13,76.9,120,9.2,0,3,0,6,15,2,0,1,15.3,15.3,4.2%,2022,QB,4
19,Lamar Jackson,BAL,20,29,69.0,144,5.0,1,2,2,11,73,0,0,1,15.1,15.1,97.0%,2022,QB,4
20,Ryan Tannehill,FA,17,21,81.0,137,6.5,2,0,3,5,9,0,0,1,14.4,14.4,1.3%,2022,QB,4
21,Jimmy Garoppolo,LAR,16,27,59.3,239,8.9,1,0,0,1,3,0,0,1,13.9,13.9,2.8%,2022,QB,4
22,Kirk Cousins,ATL,25,38,65.8,273,7.2,1,1,3,0,0,0,0,1,13.9,13.9,43.6%,2022,QB,4
23,Andy Dalton,CAR,20,28,71.4,236,8.4,1,0,2,1,3,0,1,1,13.7,13.7,2.5%,2022,QB,4
24,Teddy Bridgewater,DET,14,23,60.9,193,8.4,1,1,0,1,11,0,0,1,11.8,11.8,0.8%,2022,QB,4
25,Derek Carr,NO,21,34,61.8,188,5.5,0,0,2,7,40,0,0,1,11.5,11.5,20.5%,2022,QB,4
26,Justin Fields,PIT,11,22,50.0,174,7.9,0,0,6,7,52,0,1,1,10.2,10.2,20.2%,2022,QB,4
27,Carson Wentz,KC,25,42,59.5,170,4.0,1,2,2,1,5,0,0,1,9.3,9.3,1.1%,2022,QB,4
28,Baker Mayfield,TB,22,36,61.1,197,5.5,1,2,2,2,0,0,1,1,7.9,7.9,86.5%,2022,QB,4
29,Matthew Stafford,LAR,32,48,66.7,254,5.3,0,1,7,2,6,0,1,1,7.8,7.8,54.5%,2022,QB,4
30,Trevor Lawrence,JAC,11,23,47.8,174,7.6,2,1,4,2,7,0,4,1,6.7,6.7,30.9%,2022,QB,4
31,Bailey Zappe,CLE,10,15,66.7,99,6.6,1,0,3,0,0,0,1,1,6.0,6.0,0.6%,2022,QB,4
32,Marcus Mariota,WAS,7,19,36.8,139,7.3,0,1,1,5,3,0,0,1,4.9,4.9,2.7%,2022,QB,4
33,Tua Tagovailoa,MIA,8,14,57.1,110,7.9,0,1,1,0,0,0,0,1,3.4,3.4,62.5%,2022,QB,4
34,Mitchell Trubisky,BUF,7,13,53.8,84,6.5,0,1,3,1,1,0,0,1,2.5,2.5,0.7%,2022,QB,4
35,Tyrod Taylor,NYJ,1,3,33.3,11,3.7,0,1,0,3,30,0,0,1,2.4,2.4,5.4%,2022,QB,4
36,Brian Hoyer,FA,5,6,83.3,37,6.2,0,0,1,0,0,0,0,1,1.5,1.5,0.0%,2022,QB,4
37,Taysom Hill,NO,0,0,0,0,0,0,0,0,5,21,1,0,1,0.0,0.0,27.7%,2022,QB,4
