Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Alvin Kamara,NO,22,155,7.0,40,1,6,3,5,17,5.7,0,0,1,53.2,53.2,87.9%,2020,RB,16
2,Myles Gaskin,FA,14,87,6.2,24,1,0,5,5,82,16.4,2,0,1,28.9,28.9,0.0%,2020,RB,16
3,Jeff Wilson Jr.,MIA,22,183,8.3,34,3,0,1,2,21,21.0,1,0,1,26.4,26.4,0.6%,2020,RB,16
4,David Johnson,FA,12,128,10.7,48,2,1,3,3,11,3.7,1,0,1,25.9,25.9,0.0%,2020,RB,16
5,Samaje Perine,KC,13,95,7.3,46,1,2,4,4,41,10.3,0,0,1,25.6,25.6,4.2%,2020,RB,16
6,AJ Dillon,GB,21,124,5.9,30,1,2,1,1,5,5.0,0,0,1,24.9,24.9,3.7%,2020,RB,16
7,Jonathan Taylor,IND,18,74,4.1,18,0,2,0,1,0,0,0,0,1,19.4,19.4,92.9%,2020,RB,16
8,David Montgomery,DET,23,95,4.1,26,1,1,2,2,26,13.0,0,0,1,18.1,18.1,75.4%,2020,RB,16
9,J.D. McKissic,FA,4,15,3.8,9,0,0,8,10,77,9.6,1,0,1,15.2,15.2,1.0%,2020,RB,16
10,Dalvin Cook,FA,15,73,4.9,15,0,1,2,2,12,6.0,0,0,1,14.5,14.5,0.9%,2020,RB,16
11,Miles Sanders,CAR,15,57,3.8,7,0,1,4,6,27,6.8,0,0,1,14.4,14.4,5.1%,2020,RB,16
12,Ezekiel Elliott,FA,19,105,5.5,31,1,0,4,4,34,8.5,0,0,1,13.9,13.9,20.4%,2020,RB,16
13,J.K. Dobbins,LAC,11,77,7.0,25,1,1,0,1,0,0,0,0,1,13.7,13.7,74.2%,2020,RB,16
14,Kyle Juszczyk,SF,1,3,3.0,3,0,0,2,3,10,5.0,2,0,1,13.3,13.3,1.2%,2020,RB,16
15,Giovani Bernard,FA,16,65,4.1,11,0,0,7,8,66,9.4,0,0,1,13.1,13.1,0.0%,2020,RB,16
16,Austin Ekeler,WAS,10,45,4.5,23,1,0,3,3,23,7.7,1,0,1,12.8,12.8,51.4%,2020,RB,16
17,James Conner,ARI,5,21,4.2,12,0,1,5,5,45,9.0,0,0,1,12.6,12.6,82.6%,2020,RB,16
18,Leonard Fournette,FA,9,34,3.8,8,0,1,3,3,32,10.7,0,0,1,12.6,12.6,2.1%,2020,RB,16
19,Nick Chubb,CLE,11,28,2.5,16,0,1,5,5,38,7.6,0,0,1,12.6,12.6,55.1%,2020,RB,16
20,Gus Edwards,LAC,15,85,5.7,32,1,0,2,2,37,18.5,0,0,1,12.2,12.2,45.3%,2020,RB,16
21,Zack Moss,CIN,12,57,4.8,12,0,1,1,1,0,0.0,0,0,1,11.7,11.7,33.5%,2020,RB,16
22,Kareem Hunt,KC,4,11,2.8,6,0,1,3,5,41,13.7,0,0,1,11.2,11.2,48.5%,2020,RB,16
23,Kenyan Drake,FA,18,45,2.5,10,0,1,2,2,5,2.5,0,0,1,11.0,11.0,1.1%,2020,RB,16
24,Aaron Jones Sr.,MIN,10,94,9.4,59,1,0,2,3,14,7.0,0,0,1,10.8,10.8,91.4%,2020,RB,16
25,Derrick Henry,BAL,23,98,4.3,10,0,0,0,0,0,0,0,0,1,9.8,9.8,97.5%,2020,RB,16
26,Latavius Murray,FA,12,72,6.0,21,1,0,3,3,24,8.0,0,0,1,9.6,9.6,0.0%,2020,RB,16
27,Mike Davis,FA,14,28,2.0,7,0,1,0,0,0,0,0,0,1,8.8,8.8,1.0%,2020,RB,16
28,Artavis Pierce,FA,2,26,13.0,23,1,1,0,0,0,0,0,0,1,8.6,8.6,0.0%,2020,RB,16
29,Melvin Gordon III,FA,16,79,4.9,17,0,0,0,0,0,0,0,0,1,7.9,7.9,0.1%,2020,RB,16
30,Chris Carson,FA,16,69,4.3,15,0,0,3,3,10,3.3,0,0,1,7.9,7.9,0.3%,2020,RB,16
31,Dare Ogunbowale,HOU,14,71,5.1,25,1,0,3,5,7,2.3,0,0,1,7.8,7.8,1.0%,2020,RB,16
32,Darrel Williams,FA,10,46,4.6,11,0,0,4,6,27,6.8,0,0,1,7.3,7.3,0.0%,2020,RB,16
33,Ke'Shawn Vaughn,FA,15,62,4.1,14,0,0,1,2,7,7.0,0,0,1,6.9,6.9,0.1%,2020,RB,16
34,Antonio Gibson,NE,10,61,6.1,22,1,0,3,4,8,2.7,0,0,1,6.9,6.9,22.5%,2020,RB,16
35,Josh Jacobs,GB,13,69,5.3,15,0,0,0,2,0,0,0,0,1,6.9,6.9,96.3%,2020,RB,16
36,Sony Michel,FA,10,69,6.9,29,2,0,0,0,0,0,0,0,1,6.9,6.9,0.0%,2020,RB,16
37,Nyheim Hines,FA,8,44,5.5,11,0,0,4,4,20,5.0,0,0,1,6.4,6.4,0.1%,2020,RB,16
38,Mike Boone,CAR,1,4,4.0,4,0,1,0,0,0,0,0,0,1,6.4,6.4,1.7%,2020,RB,16
39,Darrell Henderson Jr.,FA,12,62,5.2,23,1,0,0,0,0,0,0,0,1,6.2,6.2,5.0%,2020,RB,16
40,Brian Hill,FA,7,36,5.1,17,0,0,3,3,25,8.3,0,0,1,6.1,6.1,0.0%,2020,RB,16
41,Wayne Gallman Jr.,FA,6,27,4.5,9,0,0,2,2,26,13.0,0,0,1,5.3,5.3,0.0%,2020,RB,16
42,Frank Gore,FA,14,48,3.4,7,0,0,1,1,5,5.0,0,0,1,5.3,5.3,8.4%,2020,RB,16
43,Devin Singletary,NYG,10,36,3.6,11,0,0,2,2,16,8.0,0,0,1,5.2,5.2,43.6%,2020,RB,16
44,Ito Smith,FA,10,46,4.6,14,0,0,1,1,5,5.0,0,0,1,5.1,5.1,1.0%,2020,RB,16
45,Todd Gurley II,FA,4,16,4.0,6,0,0,3,3,34,11.3,0,0,1,5.0,5.0,0.7%,2020,RB,16
46,D'Andre Swift,CHI,10,45,4.5,14,0,0,4,5,25,6.3,0,1,1,5.0,5.0,83.1%,2020,RB,16
47,La'Mical Perine,FA,9,30,3.3,9,0,0,1,2,14,14.0,0,0,1,4.4,4.4,0.0%,2020,RB,16
48,Le'Veon Bell,FA,7,30,4.3,11,0,0,1,3,9,9.0,0,0,1,3.9,3.9,0.2%,2020,RB,16
49,Rodney Smith,FA,7,23,3.3,7,0,0,2,2,15,7.5,0,0,1,3.8,3.8,0.0%,2020,RB,16
50,J.J. Taylor,HOU,6,38,6.3,28,1,0,0,0,0,0,0,0,1,3.8,3.8,1.4%,2020,RB,16
51,James White,FA,4,14,3.5,8,0,0,3,3,23,7.7,0,0,1,3.7,3.7,0.1%,2020,RB,16
52,Malcolm Brown,FA,7,27,3.9,12,0,0,1,3,8,8.0,0,0,1,3.5,3.5,0.0%,2020,RB,16
53,Jerick McKinnon,FA,1,4,4.0,4,0,0,3,4,28,9.3,0,0,1,3.2,3.2,0.0%,2020,RB,16
54,Carlos Hyde,FA,2,8,4.0,6,0,0,1,1,18,18.0,0,0,1,2.6,2.6,0.0%,2020,RB,16
55,Kalen Ballage,FA,4,14,3.5,5,0,0,2,3,12,6.0,0,0,1,2.6,2.6,0.0%,2020,RB,16
