Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Jonathan Taylor,IND,22,147,6.7,66,1,1,2,2,16,8.0,0,0,1,22.3,22.3,92.9%,2022,RB,10
2,Saquon Barkley,PHI,35,152,4.3,27,1,1,1,1,8,8.0,0,0,1,22.0,22.0,97.8%,2022,RB,10
3,Aaron Jones Sr.,MIN,24,138,5.8,30,1,1,2,2,18,9.0,0,0,1,21.6,21.6,91.4%,2022,RB,10
4,Dalvin Cook,FA,14,119,8.5,81,1,1,3,5,27,9.0,0,0,1,20.6,20.6,0.9%,2022,RB,10
5,James Conner,ARI,21,69,3.3,9,0,2,3,3,17,5.7,0,0,1,20.6,20.6,82.6%,2022,RB,10
6,Jeff Wilson Jr.,MIA,17,119,7.0,20,1,1,2,5,24,12.0,0,0,1,20.3,20.3,0.6%,2022,RB,10
7,D'Onta Foreman,CLE,31,130,4.2,23,1,1,0,1,0,0,0,0,1,19.0,19.0,3.4%,2022,RB,10
8,Tony Pollard,TEN,22,115,5.2,14,0,1,3,6,13,4.3,0,0,1,18.8,18.8,80.4%,2022,RB,10
9,Josh Jacobs,GB,21,78,3.7,22,1,1,6,8,28,4.7,0,0,1,16.6,16.6,96.3%,2022,RB,10
10,Raheem Mostert,FA,8,65,8.1,24,1,1,4,4,22,5.5,0,0,1,14.7,14.7,42.9%,2022,RB,10
11,Devin Singletary,NYG,13,47,3.6,21,1,2,1,2,0,0.0,0,1,1,14.7,14.7,43.6%,2022,RB,10
12,Brian Robinson Jr.,WAS,26,86,3.3,11,0,1,0,0,0,0,0,0,1,14.6,14.6,84.9%,2022,RB,10
13,Christian McCaffrey,SF,14,38,2.7,12,0,1,4,6,39,9.8,0,0,1,13.7,13.7,66.6%,2022,RB,10
14,Nick Chubb,CLE,11,63,5.7,33,1,1,3,4,18,6.0,0,1,1,12.1,12.1,55.1%,2022,RB,10
15,Jamaal Williams,FA,16,59,3.7,13,0,1,0,0,0,0,0,0,1,11.9,11.9,2.5%,2022,RB,10
16,Antonio Gibson,NE,14,44,3.1,7,0,1,3,3,14,4.7,0,0,1,11.8,11.8,22.5%,2022,RB,10
17,Leonard Fournette,FA,14,57,4.1,10,0,1,1,1,1,1.0,0,0,1,10.8,10.8,2.1%,2022,RB,10
18,Alec Ingold,MIA,0,0,0,0,0,0,4,4,45,11.3,1,0,1,10.5,10.5,0.6%,2022,RB,10
19,Rachaad White,TB,22,105,4.8,29,1,0,0,0,0,0,0,0,1,10.5,10.5,85.8%,2022,RB,10
20,Dameon Pierce,HOU,17,94,5.5,44,1,0,2,3,28,14.0,0,1,1,10.2,10.2,9.3%,2022,RB,10
21,Najee Harris,PIT,20,99,5.0,36,1,0,0,1,0,0,0,0,1,9.9,9.9,85.5%,2022,RB,10
22,Darrell Henderson Jr.,FA,6,21,3.5,6,0,1,1,1,11,11.0,0,0,1,9.2,9.2,5.0%,2022,RB,10
23,Elijah Mitchell,SF,18,89,4.9,12,0,0,1,2,-1,-1.0,0,0,1,8.8,8.8,5.5%,2022,RB,10
24,Jaylen Warren,PIT,9,37,4.1,21,1,0,3,3,40,13.3,0,0,1,7.7,7.7,68.2%,2022,RB,10
25,Travis Etienne Jr.,JAC,11,45,4.1,10,0,0,3,3,28,9.3,0,0,1,7.3,7.3,81.7%,2022,RB,10
26,Kenneth Walker III,SEA,10,17,1.7,5,0,0,6,8,55,9.2,0,0,1,7.2,7.2,81.7%,2022,RB,10
27,D'Andre Swift,CHI,6,6,1.0,9,0,1,1,3,6,6.0,0,0,1,7.2,7.2,83.1%,2022,RB,10
28,Melvin Gordon III,FA,7,24,3.4,11,0,0,4,6,46,11.5,0,0,1,7.0,7.0,0.1%,2022,RB,10
