Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Darren Waller,FA,13,17,200,15.4,38,3,2,0,0,0,0,1,32.0,32.0,1.1%,2020,TE,13
2,Travis Kelce,KC,8,12,136,17.0,28,3,1,0,0,0,0,1,19.6,19.6,94.1%,2020,TE,13
3,Dan Arnold,FA,2,3,61,30.5,59,1,2,0,0,0,0,1,18.1,18.1,0.0%,2020,TE,13
4,Logan Thomas,FA,9,9,98,10.9,30,1,1,0,0,0,0,1,15.8,15.8,0.0%,2020,TE,13
5,Mike Gesicki,CIN,9,11,88,9.8,20,1,1,0,0,0,0,1,14.8,14.8,29.2%,2020,TE,13
6,Robert Tonyan,FA,4,5,39,9.8,25,1,1,0,0,0,0,1,9.9,9.9,0.0%,2020,TE,13
7,Cole Kmet,CHI,5,7,37,7.4,13,0,1,0,0,0,0,1,9.7,9.7,42.7%,2020,TE,13
8,Jordan Reed,FA,3,4,32,10.7,17,0,1,0,0,0,0,1,9.2,9.2,19.0%,2020,TE,13
9,Jared Cook,FA,3,5,28,9.3,11,0,1,0,0,0,0,1,8.8,8.8,0.0%,2020,TE,13
10,Dawson Knox,BUF,4,4,27,6.8,12,0,1,0,0,0,0,1,8.7,8.7,11.4%,2020,TE,13
11,T.J. Hockenson,MIN,7,9,84,12.0,24,1,0,0,0,0,0,1,8.4,8.4,83.0%,2020,TE,13
12,Tyler Higbee,LAR,4,6,24,6.0,16,0,1,0,0,0,0,1,8.4,8.4,9.2%,2020,TE,13
13,MyCole Pruitt,PIT,1,2,22,22.0,22,1,1,0,0,0,0,1,8.2,8.2,1.6%,2020,TE,13
14,Jesse James,FA,1,3,9,9.0,9,0,1,0,0,0,0,1,6.9,6.9,0.0%,2020,TE,13
15,Eric Ebron,FA,7,11,68,9.7,22,1,0,0,0,0,0,1,6.8,6.8,0.0%,2020,TE,13
16,Dallas Goedert,PHI,5,7,66,13.2,41,1,0,0,0,0,0,1,6.6,6.6,57.2%,2020,TE,13
17,Noah Fant,SEA,4,7,57,14.3,37,1,0,0,0,0,0,1,5.7,5.7,21.1%,2020,TE,13
18,Anthony Firkser,KC,5,7,51,10.2,14,0,0,0,0,0,0,1,5.1,5.1,0.0%,2020,TE,13
19,Drew Sample,CIN,7,7,49,7.0,15,0,0,0,0,0,0,1,4.9,4.9,0.9%,2020,TE,13
20,Tyler Eifert,FA,6,6,45,7.5,13,0,0,0,0,0,0,1,4.5,4.5,0.0%,2020,TE,13
21,Gerald Everett,FA,6,7,44,7.3,22,1,0,0,0,0,0,1,4.4,4.4,1.4%,2020,TE,13
22,Dalton Schultz,HOU,4,4,44,11.0,19,0,0,0,0,0,0,1,4.4,4.4,54.4%,2020,TE,13
23,James O'Shaughnessy,FA,4,6,41,10.3,24,1,0,0,0,0,0,1,4.1,4.1,0.0%,2020,TE,13
24,Marcedes Lewis,CHI,1,1,36,36.0,36,1,0,0,0,0,0,1,3.6,3.6,0.1%,2020,TE,13
25,Charlie Woerner,ATL,2,2,33,16.5,18,0,0,0,0,0,0,1,3.3,3.3,0.1%,2020,TE,13
26,Evan Engram,JAC,4,8,32,8.0,11,0,0,0,0,0,0,1,3.2,3.2,57.4%,2020,TE,13
27,Zach Ertz,WAS,2,4,31,15.5,20,1,0,0,0,0,0,1,3.1,3.1,57.5%,2020,TE,13
28,Ryan Griffin,FA,2,2,31,15.5,18,0,0,0,0,0,0,1,3.1,3.1,0.0%,2020,TE,13
29,Ross Dwelley,ATL,2,2,29,14.5,17,0,0,0,0,0,0,1,2.9,2.9,0.0%,2020,TE,13
30,Will Dissly,LAC,4,5,28,7.0,10,0,0,0,0,0,0,1,2.8,2.8,22.8%,2020,TE,13
31,Austin Hooper,NE,2,2,24,12.0,16,0,0,0,0,0,0,1,2.4,2.4,1.9%,2020,TE,13
32,Mo Alie-Cox,IND,3,5,23,7.7,17,0,0,0,0,0,0,1,2.3,2.3,0.6%,2020,TE,13
33,Donald Parham Jr.,PIT,2,4,21,10.5,12,0,0,0,0,0,0,1,2.1,2.1,1.9%,2020,TE,13
34,Jacob Hollister,FA,3,4,20,6.7,10,0,0,0,0,0,0,1,2.0,2.0,1.4%,2020,TE,13
