Rank,Team,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Dak Prescott,DAL,26,35,74.3,404,11.5,4,1,0,2,17,1,0,1,38.9,38.9,37.8%,2023,QB,10
2,Justin Herbert,LAC,27,40,67.5,323,8.1,4,1,0,4,15,0,0,1,29.4,29.4,77.4%,2023,QB,10
3,Joshua Dobbs,SF,23,34,67.6,268,7.9,1,0,1,8,44,1,0,1,25.1,25.1,2.4%,2023,QB,10
4,Sam Howell,SEA,29,44,65.9,312,7.1,3,0,3,2,17,0,1,1,24.2,24.2,5.8%,2023,QB,10
5,Geno Smith,SEA,31,47,66.0,369,7.9,2,0,1,1,13,0,0,1,24.1,24.1,49.4%,2023,QB,10
6,Brock Purdy,SF,19,26,73.1,296,11.4,3,0,2,0,0,0,0,1,23.8,23.8,79.2%,2023,QB,10
7,Joe Burrow,CIN,27,40,67.5,347,8.7,2,2,4,5,20,0,0,1,21.9,21.9,92.1%,2023,QB,10
8,Jared Goff,DET,23,33,69.7,333,10.1,2,0,0,3,-2,0,0,1,21.1,21.1,83.6%,2023,QB,10
9,C.J. Stroud,HOU,23,39,59.0,356,9.1,1,1,1,2,8,1,2,1,20.0,20.0,79.4%,2023,QB,10
10,Baker Mayfield,TB,18,29,62.1,278,9.6,2,1,3,3,12,0,0,1,19.3,19.3,86.5%,2023,QB,10
11,Jordan Love,GB,21,40,52.5,289,7.2,2,2,1,2,11,0,0,1,18.7,18.7,81.9%,2023,QB,10
12,Russell Wilson,PIT,24,29,82.8,193,6.7,2,0,4,9,30,0,0,1,18.7,18.7,48.0%,2023,QB,10
13,Kyler Murray,ARI,19,32,59.4,249,7.8,0,1,2,6,33,1,0,1,18.3,18.3,84.0%,2023,QB,10
14,Deshaun Watson,CLE,20,34,58.8,213,6.3,1,1,4,8,37,0,0,1,17.2,17.2,14.6%,2023,QB,10
15,Josh Allen,BUF,15,26,57.7,177,6.8,1,2,0,4,13,1,1,1,16.4,16.4,97.2%,2023,QB,10
16,Lamar Jackson,BAL,13,23,56.5,223,9.7,1,2,3,8,41,0,0,1,15.0,15.0,97.0%,2023,QB,10
17,Zach Wilson,DEN,23,39,59.0,263,6.7,0,1,2,4,54,0,0,1,14.9,14.9,0.9%,2023,QB,10
18,Tommy DeVito,NYG,14,27,51.9,86,3.2,2,1,5,7,41,0,0,1,14.5,14.5,2.0%,2023,QB,10
19,Jameis Winston,CLE,13,25,52.0,122,4.9,2,2,1,0,0,0,0,1,10.9,10.9,19.6%,2023,QB,10
20,Taylor Heinicke,LAC,8,15,53.3,55,3.7,1,0,3,4,34,0,0,1,9.6,9.6,1.1%,2023,QB,10
21,Aidan O'Connell,LV,16,27,59.3,153,5.7,1,1,3,2,3,0,0,1,9.4,9.4,8.0%,2023,QB,10
22,Bryce Young,CAR,21,38,55.3,185,4.9,0,0,3,3,18,0,0,1,9.2,9.2,28.7%,2023,QB,10
23,Desmond Ridder,LV,4,6,66.7,39,6.5,0,0,0,3,11,1,0,1,8.7,8.7,2.0%,2023,QB,10
24,Mac Jones,JAC,15,20,75.0,170,8.5,0,1,5,3,25,0,0,1,8.3,8.3,5.6%,2023,QB,10
25,Tyson Bagent,CHI,20,33,60.6,162,4.9,0,0,0,6,12,0,0,1,7.7,7.7,1.0%,2023,QB,10
26,Will Levis,TEN,19,39,48.7,199,5.1,0,1,4,0,0,0,0,1,7.0,7.0,21.1%,2023,QB,10
27,Gardner Minshew II,FA,18,28,64.3,194,6.9,0,1,0,2,-1,0,0,1,6.7,6.7,6.2%,2023,QB,10
28,Kenny Pickett,PHI,14,23,60.9,126,5.5,0,0,1,4,16,0,0,1,6.6,6.6,4.2%,2023,QB,10
29,Clayton Tune,ARI,0,0,0,0,0,0,0,0,1,1,1,0,1,6.1,6.1,1.0%,2023,QB,10
30,Derek Carr,NO,13,18,72.2,110,6.1,0,0,2,1,10,0,0,1,5.4,5.4,20.5%,2023,QB,10
31,Trevor Lawrence,JAC,17,29,58.6,185,6.4,0,2,5,2,7,0,1,1,4.1,4.1,30.9%,2023,QB,10
32,Cooper Rush,DAL,7,9,77.8,68,7.6,0,1,0,2,5,0,0,1,2.2,2.2,6.1%,2023,QB,10
33,C.J. Beathard,JAC,1,2,50.0,5,2.5,0,0,0,0,0,0,0,1,0.2,0.2,0.0%,2023,QB,10
34,Bailey Zappe,CLE,3,7,42.9,25,3.6,0,1,0,0,0,0,0,1,0.0,0.0,0.6%,2023,QB,10
35,P.J. Walker,FA,0,1,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,QB,10
36,Taysom Hill,NO,0,0,0,0,0,0,0,0,1,6,0,0,1,0.0,0.0,27.7%,2023,QB,10
37,Kyle Trask,TB,0,0,0,0,0,0,0,0,1,-1,0,0,1,-0.1,-0.1,1.0%,2023,QB,10
38,Sam Darnold,MIN,1,2,50.0,6,3.0,0,0,0,3,-3,0,0,1,-0.1,-0.1,77.4%,2023,QB,10
