Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Season
47,Andrew Beck,NYJ,11,13,55,5.0,26,1,2,5,3,1,1,15,27.8,1.9,0.0%,2023,TE,Full
48,Drew Ogletree,IND,9,21,147,16.3,33,4,2,0,0,0,0,12,26.7,2.2,1.1%,2023,TE,Full
49,Daniel Bellinger,NYG,25,28,255,10.2,26,4,0,0,0,0,0,17,25.5,1.5,1.5%,2023,TE,Full
50,Foster Moreau,NO,21,25,193,9.2,23,1,1,0,0,0,0,15,25.3,1.7,2.4%,2023,TE,Full
51,Harrison Bryant,LV,13,20,81,6.2,23,1,3,5,8,0,1,17,24.9,1.5,0.0%,2023,TE,Full
52,Pharaoh Brown,SEA,13,15,208,16.0,58,5,1,0,0,0,1,17,24.8,1.5,0.1%,2023,TE,Full
53,Zach Ertz,WAS,27,43,187,6.9,17,0,1,0,0,0,0,7,24.7,3.5,57.5%,2023,TE,Full
54,Hayden Hurst,LAC,18,32,184,10.2,48,1,1,0,0,0,0,10,24.4,2.4,2.7%,2023,TE,Full
55,Austin Hooper,NE,25,31,234,9.4,21,2,0,0,0,0,0,17,23.4,1.4,1.9%,2023,TE,Full
56,Johnny Mundt,MIN,17,23,172,10.1,32,2,1,0,0,0,0,17,23.2,1.4,0.6%,2023,TE,Full
57,Will Dissly,LAC,17,22,172,10.1,21,2,1,0,0,0,0,16,23.2,1.5,22.8%,2023,TE,Full
58,Elijah Higgins,ARI,14,19,163,11.6,26,3,1,0,0,0,0,11,22.3,2.0,1.0%,2023,TE,Full
59,Stone Smartt,LAC,11,21,155,14.1,51,3,1,0,0,0,0,16,21.5,1.3,2.6%,2023,TE,Full
60,Will Mallory,IND,18,26,207,11.5,43,1,0,0,0,0,0,12,20.7,1.7,0.0%,2023,TE,Full
61,Luke Schoonmaker,DAL,8,15,65,8.1,18,0,2,0,0,0,0,17,18.5,1.1,4.6%,2023,TE,Full
62,MyCole Pruitt,PIT,9,12,110,12.2,22,2,1,0,0,0,0,17,17.0,1.0,1.6%,2023,TE,Full
63,Connor Heyward,PIT,23,34,167,7.3,13,0,0,1,0,0,0,17,16.7,1.0,0.1%,2023,TE,Full
64,Irv Smith Jr.,HOU,18,26,115,6.4,14,0,1,0,0,0,1,12,15.5,1.3,0.0%,2023,TE,Full
65,Lucas Krull,DEN,8,14,95,11.9,35,1,1,0,0,0,0,7,15.5,2.2,1.0%,2023,TE,Full
66,Luke Farrell,JAC,13,15,155,11.9,42,2,0,0,0,0,0,17,15.5,0.9,0.0%,2023,TE,Full
67,Davis Allen,LAR,10,11,95,9.5,21,1,1,0,0,0,0,15,15.5,1.0,1.4%,2023,TE,Full
68,Josh Whyle,TEN,9,15,94,10.4,24,1,1,0,0,0,0,11,15.4,1.4,1.2%,2023,TE,Full
69,Jeremy Ruckert,NYJ,16,22,151,9.4,23,1,0,0,0,0,0,15,15.1,1.0,0.6%,2023,TE,Full
70,Brock Wright,DET,13,14,91,7.0,25,1,1,0,0,0,0,14,15.1,1.1,1.9%,2023,TE,Full
71,John Bates,WAS,19,28,151,7.9,35,1,0,0,0,0,0,17,15.1,0.9,1.1%,2023,TE,Full
72,Charlie Kolar,BAL,7,9,87,12.4,19,0,1,0,0,0,0,14,14.7,1.1,0.1%,2023,TE,Full
73,Jordan Akins,CLE,15,23,132,8.8,28,1,0,0,0,0,0,17,13.2,0.8,1.2%,2023,TE,Full
74,Stephen Sullivan,CAR,12,24,125,10.4,20,1,0,0,0,0,0,11,12.5,1.1,0.0%,2023,TE,Full
75,Cole Turner,WAS,11,15,120,10.9,29,2,0,0,0,0,0,12,12.0,1.0,1.1%,2023,TE,Full
76,C.J. Uzomah,PHI,8,12,58,7.3,19,0,1,0,0,0,0,12,11.8,1.0,0.0%,2023,TE,Full
77,Robert Tonyan,FA,11,17,112,10.2,24,1,0,0,0,0,0,17,11.2,0.7,0.0%,2023,TE,Full
78,Brenton Strange,JAC,5,9,35,7.0,17,0,1,0,0,0,0,14,9.5,0.7,19.5%,2023,TE,Full
79,Geoff Swaim,CLE,10,11,94,9.4,26,1,0,0,0,0,0,14,9.4,0.7,0.0%,2023,TE,Full
80,Marcedes Lewis,CHI,4,5,29,7.3,16,0,1,0,0,0,0,17,8.9,0.5,0.1%,2023,TE,Full
81,Quintin Morris,BUF,2,3,26,13.0,15,0,1,0,0,0,0,15,8.6,0.6,0.1%,2023,TE,Full
82,Ben Sims,GB,4,6,21,5.3,12,0,1,0,0,0,0,16,8.1,0.5,0.1%,2023,TE,Full
83,Brycen Hopkins,FA,5,7,78,15.6,29,2,0,0,0,0,0,15,7.8,0.5,0.0%,2023,TE,Full
84,Blake Bell,FA,5,9,26,5.2,8,0,1,0,0,0,1,17,6.6,0.4,0.0%,2023,TE,Full
85,Josiah Deguara,JAC,8,8,65,8.1,19,0,0,0,0,0,0,15,6.5,0.4,0.0%,2023,TE,Full
86,Ko Kieft,TB,1,5,2,2.0,2,0,1,0,0,0,0,16,6.2,0.4,0.0%,2023,TE,Full
87,Darnell Washington,PIT,7,10,61,8.7,12,0,0,0,0,0,0,17,6.1,0.4,3.2%,2023,TE,Full
88,Payne Durham,TB,5,7,58,11.6,25,1,0,0,0,0,0,13,5.8,0.4,1.8%,2023,TE,Full
89,Ian Thomas,CAR,5,9,56,11.2,28,1,0,0,0,0,0,12,5.6,0.5,0.0%,2023,TE,Full
90,Mitchell Wilcox,FA,9,12,56,6.2,12,0,0,0,0,0,0,17,5.6,0.3,0.0%,2023,TE,Full
91,Grant Calcaterra,PHI,4,4,39,9.8,12,0,0,0,0,0,0,14,3.9,0.3,4.3%,2023,TE,Full
92,Jack Stoll,MIA,5,8,38,7.6,14,0,0,0,0,0,0,17,3.8,0.2,0.0%,2023,TE,Full
93,Peyton Hendershot,KC,4,7,38,9.5,24,1,0,1,0,0,0,8,3.8,0.5,0.1%,2023,TE,Full
94,Teagan Quitoriano,HOU,2,3,33,16.5,22,1,0,0,0,0,0,7,3.3,0.5,0.0%,2023,TE,Full
95,Charlie Woerner,ATL,3,3,32,10.7,20,1,0,0,0,0,0,17,3.2,0.2,0.1%,2023,TE,Full
96,James Mitchell,CAR,2,2,28,14.0,24,1,0,0,0,0,0,14,2.8,0.2,0.0%,2023,TE,Full
97,Kenny Yeboah,NYJ,2,4,28,14.0,20,1,0,0,0,0,0,5,2.8,0.6,0.0%,2023,TE,Full
98,Julian Hill,MIA,6,9,48,8.0,18,0,0,0,0,0,1,15,2.8,0.2,0.1%,2023,TE,Full
99,Greg Dulcich,NYG,3,4,25,8.3,13,0,0,0,0,0,0,2,2.5,1.3,4.7%,2023,TE,Full
100,Nick Muse,PHI,1,1,22,22.0,22,1,0,0,0,0,0,1,2.2,2.2,0.0%,2023,TE,Full
101,Nate Adkins,DEN,4,5,22,5.5,11,0,0,0,0,0,0,10,2.2,0.2,1.3%,2023,TE,Full
102,Trevon Wesco,FA,1,3,21,21.0,21,1,0,0,0,0,0,15,2.1,0.1,0.0%,2023,TE,Full
103,Chris Manhertz,NYG,2,4,16,8.0,10,0,0,0,0,0,0,16,1.6,0.1,0.0%,2023,TE,Full
104,Eric Saubert,SF,3,3,12,4.0,5,0,0,0,0,0,0,8,1.2,0.2,1.0%,2023,TE,Full
105,John FitzPatrick,GB,1,1,12,12.0,12,0,0,0,0,0,0,7,1.2,0.2,0.0%,2023,TE,Full
106,Ross Dwelley,ATL,1,2,12,12.0,12,0,0,0,0,0,0,12,1.2,0.1,0.0%,2023,TE,Full
107,Tucker Fisk,LAC,1,1,9,9.0,9,0,0,0,0,0,0,6,0.9,0.2,1.0%,2023,TE,Full
108,Cole Fotheringham,FA,1,1,6,6.0,6,0,0,0,0,0,0,2,0.6,0.3,1.1%,2023,TE,Full
109,Kevin Rader,FA,1,3,6,6.0,6,0,0,0,0,0,0,14,0.6,0.0,0.0%,2023,TE,Full
110,Jesper Horsted,FA,1,1,4,4.0,4,0,0,0,0,0,0,5,0.4,0.1,0.0%,2023,TE,Full
111,Nick Vannett,TEN,1,1,3,3.0,3,0,0,0,0,0,0,8,0.3,0.0,0.0%,2023,TE,Full
112,Giovanni Ricci,NE,1,1,2,2.0,2,0,0,0,0,0,0,6,0.2,0.0,0.0%,2023,TE,Full
113,Dalton Keene,HOU,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2023,TE,Full
114,Parker Hesse,FA,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2023,TE,Full
115,Noah Togiai,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,TE,Full
116,Lawrence Cager,WAS,4,5,36,9.0,10,0,1,0,0,0,0,9,0.0,0.0,0.0%,2023,TE,Full
117,Sean McKeon,IND,0,2,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0%,2023,TE,Full
118,Zach Gentry,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,TE,Full
119,Mitchell Fraboni,DEN,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0%,2023,TE,Full
120,Matt Sokol,FA,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2023,TE,Full
121,Travis Vokolek,ARI,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2023,TE,Full
122,Brady Russell,SEA,0,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0,0.0%,2023,TE,Full
123,Zack Kuntz,NYJ,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,2.5%,2023,TE,Full
124,Henry Pearson,FA,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2023,TE,Full
125,Blake Whiteheart,CLE,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,TE,Full
126,Derek Parish,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,TE,Full
127,Brayden Willis,SF,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%,2023,TE,Full
128,Ben Mason,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,TE,Full
129,Jacob Harris,FA,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2023,TE,Full
130,Josh Pederson,FA,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2023,TE,Full
131,Hunter Kampmoyer,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,TE,Full
132,Hunter Long,LAR,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2023,TE,Full
133,Tre' McKitty,CLE,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0%,2023,TE,Full
134,Matt Bushman,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,TE,Full
135,Leroy Watson,MIN,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,1.0%,2023,TE,Full
136,Chris Pierce Jr.,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,TE,Full
137,Rodney Williams,FA,0,2,0,0,0,0,0,0,0,0,0,13,0.0,0.0,0.0%,2023,TE,Full
138,Tanner Conner,MIA,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,1.3%,2023,TE,Full
139,Anthony Firkser,KC,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,TE,Full
140,Darrell Daniels,FA,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2023,TE,Full
141,Zach Wood,NO,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2023,TE,Full
142,J.P. Holtz,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,TE,Full
143,Tyree Jackson,WAS,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2023,TE,Full
144,Albert Okwuegbunam Jr.,IND,0,1,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2023,TE,Full
145,N'Keal Harry,FA,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0%,2023,TE,Full
146,Jordan Thomas,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,TE,Full
147,Tyler Kroft,FA,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0%,2023,TE,Full
148,Andrew DePaola,MIN,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2023,TE,Full
149,Patrick Scales,CHI,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,TE,Full
150,Tyler Ott,WAS,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2023,TE,Full
151,James Winchester,KC,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,TE,Full
152,Stephen Anderson,FA,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2023,TE,Full
153,David Wells,FA,2,2,-10,-5.0,1,0,0,0,0,0,0,5,-1.0,-0.2,0.0%,2023,TE,Full
