Rank,Team,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Tua Tagovailoa,MIA,29,36,80.6,382,10.6,3,0,2,5,19,0,0,1,29.2,29.2,62.5%,2022,QB,8
2,Jalen Hurts,PHI,19,28,67.9,285,10.2,4,0,3,2,10,0,0,1,28.4,28.4,91.6%,2022,QB,8
3,Kyler Murray,ARI,31,44,70.5,326,7.4,3,2,4,6,36,0,0,1,26.6,26.6,84.0%,2022,QB,8
4,Dak Prescott,DAL,21,27,77.8,250,9.3,2,1,1,5,34,1,0,1,26.4,26.4,37.8%,2022,QB,8
5,Justin Fields,PIT,17,23,73.9,151,6.6,2,0,4,8,60,1,0,1,26.0,26.0,20.2%,2022,QB,8
6,Marcus Mariota,WAS,20,28,71.4,253,9.0,3,2,2,6,43,0,0,1,24.4,24.4,2.7%,2022,QB,8
7,Kirk Cousins,ATL,24,36,66.7,232,6.4,2,0,3,4,22,1,1,1,23.5,23.5,43.6%,2022,QB,8
8,Taylor Heinicke,LAC,23,31,74.2,279,9.0,1,1,2,6,29,1,0,1,23.1,23.1,1.1%,2022,QB,8
9,Lamar Jackson,BAL,27,38,71.1,238,6.3,2,0,3,9,43,0,0,1,21.8,21.8,97.0%,2022,QB,8
10,Jacoby Brissett,NE,17,22,77.3,278,12.6,1,0,2,6,12,1,1,1,20.3,20.3,3.9%,2022,QB,8
11,Josh Allen,BUF,13,25,52.0,218,8.7,2,2,2,6,49,0,0,1,19.6,19.6,97.2%,2022,QB,8
12,Zach Wilson,DEN,20,41,48.8,355,8.7,2,3,2,1,2,0,0,1,19.4,19.4,0.9%,2022,QB,8
13,Geno Smith,SEA,23,34,67.6,212,6.2,2,0,3,5,26,0,0,1,19.1,19.1,49.4%,2022,QB,8
14,Jimmy Garoppolo,LAR,21,25,84.0,235,9.4,2,0,3,1,3,0,0,1,17.7,17.7,2.8%,2022,QB,8
15,P.J. Walker,FA,19,36,52.8,317,8.8,1,1,1,1,20,0,0,1,17.7,17.7,0.0%,2022,QB,8
16,Jared Goff,DET,27,37,73.0,321,8.7,1,0,1,1,3,0,0,1,17.6,17.6,83.6%,2022,QB,8
17,Matthew Stafford,LAR,22,33,66.7,187,5.7,1,0,2,2,-1,1,0,1,17.4,17.4,54.5%,2022,QB,8
18,Andy Dalton,CAR,22,30,73.3,229,7.6,2,0,0,0,0,0,0,1,17.2,17.2,2.5%,2022,QB,8
19,Tom Brady,FA,26,44,59.1,325,7.4,1,0,3,1,1,0,0,1,17.1,17.1,5.3%,2022,QB,8
20,Aaron Rodgers,NYJ,19,30,63.3,203,6.8,2,1,2,1,11,0,0,1,16.2,16.2,47.5%,2022,QB,8
21,Russell Wilson,PIT,18,30,60.0,252,8.4,1,1,3,4,17,0,0,1,14.8,14.8,48.0%,2022,QB,8
22,Joe Burrow,CIN,25,35,71.4,232,6.6,2,1,5,1,2,0,1,1,14.5,14.5,92.1%,2022,QB,8
23,Mac Jones,JAC,24,35,68.6,194,5.5,1,1,6,7,19,0,0,1,12.7,12.7,5.6%,2022,QB,8
24,Davis Mills,HOU,17,29,58.6,152,5.2,1,1,3,3,8,0,0,1,9.9,9.9,0.1%,2022,QB,8
25,Daniel Jones,MIN,17,31,54.8,176,5.7,0,0,5,6,20,0,0,1,9.0,9.0,13.0%,2022,QB,8
26,Trevor Lawrence,JAC,18,31,58.1,133,4.3,1,2,2,3,15,0,0,1,8.8,8.8,30.9%,2022,QB,8
27,Kenny Pickett,PHI,25,38,65.8,191,5.0,0,1,6,7,37,0,1,1,8.3,8.3,4.2%,2022,QB,8
28,Sam Ehlinger,IND,17,23,73.9,201,8.7,0,0,2,6,15,0,1,1,7.5,7.5,0.0%,2022,QB,8
29,Derek Carr,NO,15,26,57.7,101,3.9,0,1,3,1,-1,0,0,1,2.9,2.9,20.5%,2022,QB,8
30,Jarrett Stidham,DEN,8,13,61.5,72,5.5,0,0,1,0,0,0,0,1,2.9,2.9,1.4%,2022,QB,8
31,Malik Willis,GB,6,10,60.0,55,5.5,0,1,3,5,12,0,0,1,2.4,2.4,2.9%,2022,QB,8
32,Gardner Minshew II,FA,1,2,50.0,23,11.5,0,0,0,1,-1,0,0,1,0.8,0.8,6.2%,2022,QB,8
33,Trevor Siemian,FA,1,1,100.0,5,5.0,0,0,0,0,0,0,0,1,0.2,0.2,0.0%,2022,QB,8
34,Feleipe Franks,CAR,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,QB,8
35,Logan Woodside,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,QB,8
36,Taysom Hill,NO,1,1,100.0,2,2.0,0,0,0,10,61,0,0,1,0.0,0.0,27.7%,2022,QB,8
