Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Joe Mixon,HOU,25,151,6.0,34,3,2,6,6,30,5.0,1,0,1,36.1,36.1,93.9%,2020,RB,4
2,Dalvin Cook,FA,27,130,4.8,15,0,2,2,2,16,8.0,0,0,1,26.6,26.6,0.9%,2020,RB,4
3,Melvin Gordon III,FA,23,107,4.7,43,1,2,2,3,11,5.5,0,0,1,23.8,23.8,0.1%,2020,RB,4
4,Chris Carson,FA,16,80,5.0,18,0,2,3,4,20,6.7,0,0,1,22.0,22.0,0.3%,2020,RB,4
5,Latavius Murray,FA,14,64,4.6,11,0,2,1,2,19,19.0,0,0,1,20.3,20.3,0.0%,2020,RB,4
6,Kareem Hunt,KC,11,71,6.5,14,0,2,0,0,0,0,0,0,1,19.1,19.1,48.5%,2020,RB,4
7,Antonio Gibson,NE,13,46,3.5,10,0,1,4,5,82,20.5,0,0,1,18.8,18.8,22.5%,2020,RB,4
8,Todd Gurley II,FA,16,57,3.6,13,0,2,1,1,6,6.0,0,0,1,18.3,18.3,0.7%,2020,RB,4
9,Alvin Kamara,NO,19,83,4.4,12,0,1,3,4,36,12.0,0,0,1,17.9,17.9,87.9%,2020,RB,4
10,Aaron Jones Sr.,MIN,15,71,4.7,23,1,0,5,5,40,8.0,1,0,1,17.1,17.1,91.4%,2020,RB,4
11,Mike Davis,FA,16,84,5.3,21,1,1,5,6,27,5.4,0,0,1,17.1,17.1,1.0%,2020,RB,4
12,Jerick McKinnon,FA,14,54,3.9,15,0,1,7,8,43,6.1,0,0,1,15.7,15.7,0.0%,2020,RB,4
13,Devin Singletary,NYG,18,56,3.1,11,0,1,5,6,21,4.2,0,0,1,13.7,13.7,43.6%,2020,RB,4
14,Reggie Bonnafon,FA,10,53,5.3,22,1,0,2,2,18,9.0,1,0,1,13.1,13.1,0.0%,2020,RB,4
15,Ronald Jones II,FA,20,111,5.6,23,1,0,6,9,17,2.8,0,0,1,12.8,12.8,0.0%,2020,RB,4
16,Ezekiel Elliott,FA,12,54,4.5,24,1,0,8,8,71,8.9,0,1,1,12.5,12.5,20.4%,2020,RB,4
17,D'Andre Swift,CHI,4,22,5.5,7,0,0,4,4,30,7.5,1,0,1,11.2,11.2,83.1%,2020,RB,4
18,James Robinson,FA,17,75,4.4,14,0,0,4,4,32,8.0,0,0,1,10.7,10.7,0.0%,2020,RB,4
19,Jamaal Williams,FA,8,10,1.3,5,0,0,8,8,95,11.9,0,0,1,10.5,10.5,2.5%,2020,RB,4
20,Damien Harris,FA,17,100,5.9,41,1,0,0,0,0,0,0,0,1,10.0,10.0,9.0%,2020,RB,4
21,Chase Edmonds,TB,4,16,4.0,9,0,0,5,6,24,4.8,1,0,1,10.0,10.0,0.1%,2020,RB,4
22,Mark Ingram II,FA,8,34,4.3,8,0,1,1,1,3,3.0,0,0,1,9.7,9.7,3.0%,2020,RB,4
23,Adrian Peterson,FA,11,36,3.3,10,0,1,0,2,0,0,0,0,1,9.6,9.6,2.0%,2020,RB,4
24,D'Ernest Johnson,JAC,13,95,7.3,28,1,0,0,0,0,0,0,0,1,9.5,9.5,1.1%,2020,RB,4
25,Tony Pollard,TEN,3,16,5.3,8,0,1,1,2,16,16.0,0,0,1,9.2,9.2,80.4%,2020,RB,4
26,David Johnson,FA,16,63,3.9,15,0,0,2,3,29,14.5,0,0,1,9.2,9.2,0.0%,2020,RB,4
27,Clyde Edwards-Helaire,NO,16,64,4.0,13,0,0,3,3,27,9.0,0,0,1,9.1,9.1,7.2%,2020,RB,4
28,Ke'Shawn Vaughn,FA,3,4,1.3,3,0,0,2,3,22,11.0,1,0,1,8.6,8.6,0.1%,2020,RB,4
29,Jonathan Taylor,IND,17,68,4.0,16,0,0,1,1,11,11.0,0,0,1,7.9,7.9,92.9%,2020,RB,4
30,Alexander Mattison,LV,7,17,2.4,4,0,1,0,0,0,0,0,0,1,7.7,7.7,44.8%,2020,RB,4
31,David Montgomery,DET,10,27,2.7,6,0,0,3,6,30,10.0,0,0,1,7.7,7.7,75.4%,2020,RB,4
32,Miles Sanders,CAR,13,46,3.5,9,0,0,2,4,30,15.0,0,0,1,7.6,7.6,5.1%,2020,RB,4
33,Josh Jacobs,GB,15,48,3.2,16,0,0,3,4,25,8.3,0,0,1,7.3,7.3,96.3%,2020,RB,4
34,Travis Homer,CHI,4,5,1.3,8,0,0,1,1,3,3.0,1,0,1,6.8,6.8,1.3%,2020,RB,4
35,Devonta Freeman,FA,11,33,3.0,10,0,0,4,4,35,8.8,0,0,1,6.8,6.8,0.0%,2020,RB,4
36,Myles Gaskin,FA,10,40,4.0,11,0,0,3,4,22,7.3,0,0,1,6.2,6.2,0.0%,2020,RB,4
37,James White,FA,3,21,7.0,10,0,0,7,8,38,5.4,0,0,1,5.9,5.9,0.1%,2020,RB,4
38,Malcolm Brown,FA,9,38,4.2,13,0,0,5,6,19,3.8,0,0,1,5.7,5.7,0.0%,2020,RB,4
39,Rex Burkhead,FA,11,45,4.1,18,0,0,1,1,5,5.0,0,0,1,5.0,5.0,10.0%,2020,RB,4
40,Matt Breida,FA,3,9,3.0,4,0,0,3,3,39,13.0,0,0,1,4.8,4.8,0.0%,2020,RB,4
41,Duke Johnson Jr.,FA,5,24,4.8,8,0,0,3,4,21,7.0,0,0,1,4.5,4.5,0.0%,2020,RB,4
42,Wayne Gallman Jr.,FA,6,45,7.5,26,1,0,0,0,0,0,0,0,1,4.5,4.5,0.0%,2020,RB,4
43,Nick Chubb,CLE,6,43,7.2,21,1,0,0,0,0,0,0,0,1,4.3,4.3,55.1%,2020,RB,4
44,Gus Edwards,LAC,9,38,4.2,13,0,0,0,0,0,0,0,0,1,3.8,3.8,45.3%,2020,RB,4
45,Darrell Henderson Jr.,FA,8,21,2.6,4,0,0,1,1,16,16.0,0,0,1,3.7,3.7,5.0%,2020,RB,4
46,Frank Gore,FA,13,30,2.3,6,0,0,1,2,6,6.0,0,0,1,3.6,3.6,8.4%,2020,RB,4
47,Kenyan Drake,FA,13,35,2.7,9,0,0,0,0,0,0,0,0,1,3.5,3.5,1.1%,2020,RB,4
48,Nyheim Hines,FA,9,24,2.7,12,0,0,3,3,8,2.7,0,0,1,3.2,3.2,0.1%,2020,RB,4
49,Jordan Wilkins,FA,9,15,1.7,6,0,0,1,1,16,16.0,0,0,1,3.1,3.1,0.0%,2020,RB,4
50,Alec Ingold,MIA,1,-1,-1.0,0,0,0,2,2,29,14.5,0,0,1,2.8,2.8,0.6%,2020,RB,4
51,Ito Smith,FA,2,3,1.5,3,0,0,3,3,24,8.0,0,0,1,2.7,2.7,1.0%,2020,RB,4
52,J.D. McKissic,FA,2,6,3.0,5,0,0,7,8,40,5.7,0,1,1,2.6,2.6,1.0%,2020,RB,4
53,DeeJay Dallas,ARI,2,8,4.0,6,0,0,2,2,15,7.5,0,0,1,2.3,2.3,0.3%,2020,RB,4
54,Brian Hill,FA,4,10,2.5,6,0,0,2,2,13,6.5,0,0,1,2.3,2.3,0.0%,2020,RB,4
55,Dontrell Hilliard,FA,5,19,3.8,10,0,0,1,1,2,2.0,0,0,1,2.1,2.1,0.0%,2020,RB,4
56,Justin Jackson,FA,6,9,1.5,3,0,0,2,2,12,6.0,0,0,1,2.1,2.1,0.0%,2020,RB,4
57,Jeff Wilson Jr.,MIA,3,6,2.0,3,0,0,1,1,13,13.0,0,0,1,1.9,1.9,0.6%,2020,RB,4
58,Giovani Bernard,FA,2,19,9.5,11,0,0,0,0,0,0,0,0,1,1.9,1.9,0.0%,2020,RB,4
59,Dion Lewis,FA,1,10,10.0,10,0,0,2,3,8,4.0,0,0,1,1.8,1.8,2.0%,2020,RB,4
60,J.K. Dobbins,LAC,5,16,3.2,14,0,0,1,2,1,1.0,0,0,1,1.7,1.7,74.2%,2020,RB,4
61,Jalen Richard,FA,1,6,6.0,6,0,0,2,4,10,5.0,0,0,1,1.6,1.6,1.0%,2020,RB,4
62,La'Mical Perine,FA,5,15,3.0,5,0,0,0,0,0,0,0,0,1,1.5,1.5,0.0%,2020,RB,4
63,Austin Ekeler,WAS,2,12,6.0,10,0,0,1,1,2,2.0,0,0,1,1.4,1.4,51.4%,2020,RB,4
64,Kyle Juszczyk,SF,0,0,0,0,0,0,1,2,13,13.0,0,0,1,1.3,1.3,1.2%,2020,RB,4
65,Theo Riddick,FA,2,13,6.5,11,0,0,0,0,0,0,0,0,1,1.3,1.3,0.0%,2020,RB,4
66,Joshua Kelley,TEN,9,7,0.8,3,0,0,3,3,26,8.7,0,1,1,1.3,1.3,0.0%,2020,RB,4
67,Kerryon Johnson,FA,3,9,3.0,5,0,0,1,1,3,3.0,0,0,1,1.2,1.2,1.3%,2020,RB,4
68,Royce Freeman,FA,3,6,2.0,3,0,0,2,2,6,3.0,0,0,1,1.2,1.2,0.0%,2020,RB,4
69,Kalen Ballage,FA,0,0,0,0,0,0,2,3,11,5.5,0,0,1,1.1,1.1,0.0%,2020,RB,4
70,Gabe Nabers,FA,1,4,4.0,4,0,0,1,1,5,5.0,0,0,1,0.9,0.9,0.6%,2020,RB,4
71,Tyler Ervin,FA,0,0,0,0,0,0,1,2,8,8.0,0,0,1,0.8,0.8,0.0%,2020,RB,4
72,Michael Burton,DEN,1,4,4.0,4,0,0,1,1,3,3.0,0,0,1,0.7,0.7,0.1%,2020,RB,4
73,LeSean McCoy,FA,1,3,3.0,3,0,0,1,1,3,3.0,0,0,1,0.6,0.6,2.0%,2020,RB,4
74,Peyton Barber,FA,3,5,1.7,3,0,0,0,1,0,0,0,0,1,0.5,0.5,1.0%,2020,RB,4
75,Keith Smith,FA,0,0,0,0,0,0,1,1,4,4.0,0,0,1,0.4,0.4,0.0%,2020,RB,4
76,Corey Clement,FA,2,3,1.5,2,0,0,0,0,0,0,0,0,1,0.3,0.3,0.0%,2020,RB,4
77,Chandler Cox,FA,0,0,0,0,0,0,1,1,3,3.0,0,0,1,0.3,0.3,0.0%,2020,RB,4
78,AJ Dillon,GB,1,3,3.0,3,0,0,0,0,0,0,0,0,1,0.3,0.3,3.7%,2020,RB,4
79,C.J. Ham,MIN,1,2,2.0,2,0,0,0,1,0,0,0,0,1,0.2,0.2,0.6%,2020,RB,4
80,Darrel Williams,FA,1,2,2.0,2,0,0,0,1,0,0,0,0,1,0.2,0.2,0.0%,2020,RB,4
