Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Keenan Allen,CHI,8,10,111,13.9,42,1,2,0,0,0,0,1,23.1,23.1,76.2%,2023,WR,2
2,Mike Evans,TB,6,8,171,28.5,70,4,1,0,0,0,0,1,23.1,23.1,94.8%,2023,WR,2
3,Tee Higgins,CIN,8,12,89,11.1,20,1,2,0,0,0,0,1,20.9,20.9,87.7%,2023,WR,2
4,Nico Collins,HOU,7,9,146,20.9,32,5,1,0,0,0,0,1,20.6,20.6,95.3%,2023,WR,2
5,DeVonta Smith,PHI,4,5,131,32.8,63,2,1,0,0,0,0,1,19.1,19.1,89.2%,2023,WR,2
6,George Pickens,PIT,4,10,127,31.8,71,3,1,0,0,0,0,1,18.7,18.7,88.7%,2023,WR,2
7,Brandon Johnson,PIT,2,3,66,33.0,50,1,2,0,0,0,0,1,18.6,18.6,1.0%,2023,WR,2
8,Josh Reynolds,JAC,5,6,66,13.2,22,2,2,0,0,0,0,1,18.6,18.6,1.6%,2023,WR,2
9,Marvin Mims Jr.,DEN,2,2,113,56.5,60,2,1,2,10,0,0,1,18.3,18.3,22.9%,2023,WR,2
10,Tyler Lockett,FA,8,10,59,7.4,12,0,2,0,0,0,0,1,17.9,17.9,44.2%,2023,WR,2
11,Deebo Samuel Sr.,WAS,6,9,63,10.5,23,1,0,5,38,1,0,1,16.1,16.1,84.5%,2023,WR,2
12,Jayden Reed,GB,4,8,37,9.3,10,0,2,0,0,0,0,1,15.7,15.7,82.1%,2023,WR,2
13,Gabe Davis,JAC,6,7,92,15.3,40,1,1,0,0,0,0,1,15.2,15.2,18.0%,2023,WR,2
14,Puka Nacua,LAR,15,20,147,9.8,20,1,0,2,4,0,0,1,15.1,15.1,95.5%,2023,WR,2
15,Davante Adams,FA,6,8,84,14.0,21,1,1,0,0,0,0,1,14.4,14.4,91.0%,2023,WR,2
16,Garrett Wilson,NYJ,2,8,83,41.5,68,1,1,0,0,0,0,1,14.3,14.3,91.1%,2023,WR,2
17,CeeDee Lamb,DAL,11,13,143,13.0,31,4,0,0,0,0,0,1,14.3,14.3,87.2%,2023,WR,2
18,Justin Jefferson,MIN,11,13,159,14.5,30,4,0,0,0,0,1,1,13.9,13.9,98.3%,2023,WR,2
19,Adam Thielen,CAR,7,9,54,7.7,15,0,1,0,0,0,0,1,13.4,13.4,61.9%,2023,WR,2
20,Tank Dell,HOU,7,10,72,10.3,23,1,1,0,0,0,0,1,13.2,13.2,66.8%,2023,WR,2
