Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Justin Jefferson,MIN,9,11,166,18.4,49,2,2,0,0,0,0,1,30.6,30.6,98.3%,2020,WR,6
2,Julio Jones,FA,8,10,137,17.1,40,4,2,0,0,0,0,1,25.7,25.7,0.8%,2020,WR,6
3,Christian Kirk,JAC,2,3,86,43.0,80,1,2,0,0,0,0,1,20.6,20.6,34.9%,2020,WR,6
4,William Fuller V,FA,6,11,123,20.5,53,2,1,0,0,0,0,1,18.3,18.3,0.0%,2020,WR,6
5,A.J. Brown,PHI,5,7,58,11.6,18,0,2,0,0,0,0,1,17.8,17.8,96.7%,2020,WR,6
6,Keelan Cole Sr.,FA,6,9,143,23.8,51,3,0,0,0,0,0,1,14.3,14.3,0.0%,2020,WR,6
7,Chase Claypool,FA,4,4,74,18.5,36,2,0,2,7,1,0,1,14.1,14.1,1.4%,2020,WR,6
8,Amari Cooper,BUF,7,10,79,11.3,26,1,1,0,0,0,0,1,13.9,13.9,75.3%,2020,WR,6
9,Travis Fulgham,FA,6,10,75,12.5,19,0,1,0,0,0,0,1,13.5,13.5,0.0%,2020,WR,6
10,Calvin Ridley,TEN,6,7,61,10.2,18,0,1,1,8,0,0,1,12.9,12.9,77.8%,2020,WR,6
11,James Washington,FA,4,7,68,17.0,28,2,1,0,0,0,0,1,12.8,12.8,0.0%,2020,WR,6
12,Brandin Cooks,DAL,9,9,68,7.6,19,0,1,0,0,0,0,1,12.8,12.8,18.2%,2020,WR,6
13,Tee Higgins,CIN,6,8,125,20.8,67,2,0,1,2,0,0,1,12.7,12.7,87.7%,2020,WR,6
14,Adam Humphries,FA,6,6,64,10.7,22,1,1,0,0,0,0,1,12.4,12.4,0.0%,2020,WR,6
15,Deebo Samuel Sr.,WAS,6,6,66,11.0,35,1,1,1,-6,0,0,1,12.0,12.0,84.5%,2020,WR,6
16,Zach Pascal,ARI,4,7,54,13.5,22,1,1,0,0,0,0,1,11.4,11.4,0.0%,2020,WR,6
17,Adam Thielen,CAR,3,5,51,17.0,35,1,1,0,0,0,0,1,11.1,11.1,61.9%,2020,WR,6
18,Marcus Johnson,FA,5,8,108,21.6,55,3,0,0,0,0,0,1,10.8,10.8,0.0%,2020,WR,6
19,Stefon Diggs,HOU,6,8,46,7.7,15,0,1,0,0,0,0,1,10.6,10.6,46.3%,2020,WR,6
20,Kenny Golladay,FA,4,6,105,26.3,48,2,0,0,0,0,0,1,10.5,10.5,4.0%,2020,WR,6
21,Josh Reynolds,JAC,2,5,45,22.5,40,1,1,0,0,0,0,1,10.5,10.5,1.6%,2020,WR,6
22,Cole Beasley,FA,4,7,45,11.3,22,1,1,0,0,0,0,1,10.5,10.5,0.0%,2020,WR,6
23,Tim Patrick,DET,4,8,101,25.3,41,2,0,0,0,0,0,1,10.1,10.1,6.3%,2020,WR,6
24,Robert Woods,HOU,4,10,29,7.3,12,0,1,2,11,0,0,1,10.0,10.0,0.6%,2020,WR,6
25,Darius Slayton,NYG,2,4,41,20.5,23,1,1,1,-3,0,0,1,9.8,9.8,9.9%,2020,WR,6
26,A.J. Green,FA,8,11,96,12.0,19,0,0,0,0,0,0,1,9.6,9.6,0.9%,2020,WR,6
27,DJ Moore,CHI,5,11,93,18.6,38,2,0,0,0,0,0,1,9.3,9.3,86.7%,2020,WR,6
28,Cam Sims,FA,1,1,22,22.0,22,1,1,0,0,0,0,1,8.2,8.2,0.0%,2020,WR,6
29,Tyler Boyd,TEN,5,8,54,10.8,23,2,0,1,25,0,0,1,7.9,7.9,4.6%,2020,WR,6
