Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Alvin Kamara,NO,20,115,5.8,15,0,3,2,3,65,32.5,1,0,1,42.0,42.0,87.9%,2024,RB,2
2,James Cook,BUF,11,78,7.1,49,1,2,1,1,17,17.0,1,0,1,27.5,27.5,93.1%,2024,RB,2
3,De'Von Achane,MIA,22,96,4.4,17,0,0,7,7,69,9.9,1,0,1,22.5,22.5,92.9%,2024,RB,2
4,J.K. Dobbins,LAC,17,131,7.7,43,1,1,1,1,0,0.0,0,0,1,19.1,19.1,74.2%,2024,RB,2
5,James Conner,ARI,21,122,5.8,22,1,1,1,1,2,2.0,0,0,1,18.4,18.4,82.6%,2024,RB,2
6,Braelon Allen,NYJ,7,33,4.7,20,1,1,2,4,23,11.5,1,0,1,17.6,17.6,34.9%,2024,RB,2
7,Breece Hall,NYJ,14,62,4.4,30,1,0,7,8,52,7.4,1,0,1,17.4,17.4,91.6%,2024,RB,2
8,Jordan Mason,SF,20,100,5.0,22,1,1,1,1,4,4.0,0,0,1,16.4,16.4,27.7%,2024,RB,2
9,Derrick Henry,BAL,18,84,4.7,29,1,1,1,1,12,12.0,0,0,1,15.6,15.6,97.5%,2024,RB,2
10,Rhamondre Stevenson,NE,21,81,3.9,18,0,1,2,5,9,4.5,0,0,1,15.0,15.0,80.6%,2024,RB,2
11,Saquon Barkley,PHI,22,95,4.3,11,0,0,4,5,21,5.3,0,0,1,13.6,13.6,97.8%,2024,RB,2
12,Brian Robinson Jr.,WAS,17,133,7.8,40,2,0,1,3,3,3.0,0,0,1,13.6,13.6,84.9%,2024,RB,2
13,Jonathan Taylor,IND,12,103,8.6,29,1,0,2,4,32,16.0,0,0,1,13.5,13.5,92.9%,2024,RB,2
14,Devin Singletary,NYG,16,95,5.9,22,1,1,1,1,0,0.0,0,1,1,13.5,13.5,43.6%,2024,RB,2
15,Josh Jacobs,GB,32,151,4.7,34,1,0,0,0,0,0,0,1,1,13.1,13.1,96.3%,2024,RB,2
16,David Montgomery,DET,11,35,3.2,9,0,1,4,4,35,8.8,0,0,1,13.0,13.0,75.4%,2024,RB,2
17,Zach Charbonnet,SEA,14,38,2.7,9,0,1,5,5,31,6.2,0,0,1,12.9,12.9,76.5%,2024,RB,2
18,Bijan Robinson,ATL,14,97,6.9,19,0,0,4,5,25,6.3,0,0,1,12.2,12.2,94.6%,2024,RB,2
