Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Austin Ekeler,WAS,10,122,12.2,72,1,2,4,4,39,9.8,0,0,1,28.1,28.1,51.4%,2022,RB,17
2,Christian McCaffrey,SF,19,121,6.4,37,1,1,6,9,72,12.0,0,0,1,25.3,25.3,66.6%,2022,RB,17
3,D'Andre Swift,CHI,11,78,7.1,35,1,1,4,4,39,9.8,1,0,1,23.7,23.7,83.1%,2022,RB,17
4,Jamaal Williams,FA,22,144,6.5,58,1,1,1,1,13,13.0,0,0,1,21.7,21.7,2.5%,2022,RB,17
5,Travis Etienne Jr.,JAC,9,108,12.0,62,2,1,3,3,32,10.7,0,0,1,20.0,20.0,81.7%,2022,RB,17
6,Najee Harris,PIT,22,111,5.0,15,0,0,2,3,12,6.0,1,0,1,18.3,18.3,85.5%,2022,RB,17
7,Jerick McKinnon,FA,2,4,2.0,4,0,0,5,6,52,10.4,2,0,1,17.6,17.6,0.0%,2022,RB,17
8,Josh Jacobs,GB,17,69,4.1,9,0,1,4,5,26,6.5,0,0,1,15.5,15.5,96.3%,2022,RB,17
9,Tyler Allgeier,ATL,20,83,4.2,17,0,1,1,1,12,12.0,0,0,1,15.5,15.5,36.7%,2022,RB,17
10,Raheem Mostert,FA,9,29,3.2,6,0,0,8,8,62,7.8,1,0,1,15.1,15.1,42.9%,2022,RB,17
11,Cordarrelle Patterson,PIT,9,42,4.7,22,1,1,6,8,42,7.0,0,0,1,14.4,14.4,1.6%,2022,RB,17
12,Kenneth Walker III,SEA,23,133,5.8,60,1,0,1,1,9,9.0,0,0,1,14.2,14.2,81.7%,2022,RB,17
13,Cam Akers,MIN,19,123,6.5,42,1,0,1,2,10,10.0,0,0,1,13.3,13.3,14.2%,2022,RB,17
14,JaMycal Hasty,NE,10,33,3.3,11,0,1,6,6,23,3.8,0,0,1,11.6,11.6,0.7%,2022,RB,17
15,Nick Chubb,CLE,14,104,7.4,35,1,0,1,1,12,12.0,0,0,1,11.6,11.6,55.1%,2022,RB,17
