Rank,Team,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Josh Allen,BUF,24,42,57.1,253,6.0,2,1,3,10,78,1,0,1,30.9,30.9,97.2%,2022,QB,12
2,Jalen Hurts,PHI,16,28,57.1,153,5.5,2,0,2,17,157,0,0,1,29.8,29.8,91.6%,2022,QB,12
3,Justin Herbert,LAC,35,47,74.5,274,5.8,3,0,4,4,38,0,0,1,28.8,28.8,77.4%,2022,QB,12
4,Kyler Murray,ARI,18,29,62.1,191,6.6,2,1,1,7,56,1,0,1,26.2,26.2,84.0%,2022,QB,12
5,Trevor Lawrence,JAC,29,37,78.4,321,8.7,3,0,4,2,1,0,1,1,24.9,24.9,30.9%,2022,QB,12
6,Mike White,BUF,22,28,78.6,315,11.3,3,0,1,3,2,0,0,1,24.8,24.8,1.0%,2022,QB,12
7,Mac Jones,JAC,28,39,71.8,382,9.8,2,0,3,0,0,0,0,1,23.3,23.3,5.6%,2022,QB,12
8,Lamar Jackson,BAL,16,32,50.0,254,7.9,1,0,1,14,89,0,1,1,23.1,23.1,97.0%,2022,QB,12
9,Kirk Cousins,ATL,30,37,81.1,299,8.1,3,1,1,1,-1,0,0,1,22.9,22.9,43.6%,2022,QB,12
10,Derek Carr,NO,25,36,69.4,295,8.2,3,2,1,2,10,0,0,1,22.8,22.8,20.5%,2022,QB,12
11,Geno Smith,SEA,27,37,73.0,328,8.9,2,1,3,5,22,0,1,1,20.3,20.3,49.4%,2022,QB,12
12,Patrick Mahomes II,KC,27,42,64.3,320,7.6,1,1,0,4,36,0,0,1,19.4,19.4,92.9%,2022,QB,12
13,Joe Burrow,CIN,22,37,59.5,270,7.3,1,0,1,9,32,0,0,1,18.0,18.0,92.1%,2022,QB,12
14,Tom Brady,FA,29,43,67.4,246,5.7,2,0,3,1,2,0,0,1,18.0,18.0,5.3%,2022,QB,12
15,Jared Goff,DET,23,37,62.2,240,6.5,2,0,2,0,0,0,0,1,17.6,17.6,83.6%,2022,QB,12
16,Sam Darnold,MIN,11,19,57.9,164,8.6,1,0,0,3,3,1,0,1,16.9,16.9,77.4%,2022,QB,12
17,Dak Prescott,DAL,21,30,70.0,261,8.7,2,2,0,2,4,0,0,1,16.8,16.8,37.8%,2022,QB,12
18,Tua Tagovailoa,MIA,22,36,61.1,299,8.3,1,0,4,0,0,0,0,1,16.0,16.0,62.5%,2022,QB,12
19,Marcus Mariota,WAS,15,25,60.0,174,7.0,1,1,1,6,49,0,0,1,14.9,14.9,2.7%,2022,QB,12
20,Daniel Jones,MIN,21,35,60.0,228,6.5,1,0,3,3,14,0,0,1,14.5,14.5,13.0%,2022,QB,12
21,Jacoby Brissett,NE,23,37,62.2,210,5.7,1,1,4,2,27,0,0,1,14.1,14.1,3.9%,2022,QB,12
22,Jimmy Garoppolo,LAR,26,37,70.3,222,6.0,1,0,1,4,4,0,0,1,13.3,13.3,2.8%,2022,QB,12
23,Ryan Tannehill,FA,22,34,64.7,291,8.6,0,0,1,2,9,0,0,1,12.5,12.5,1.3%,2022,QB,12
24,Taylor Heinicke,LAC,14,23,60.9,138,6.0,2,1,0,1,-1,0,0,1,12.4,12.4,1.1%,2022,QB,12
25,Kenny Pickett,PHI,20,28,71.4,174,6.2,0,0,3,6,32,0,0,1,12.2,12.2,4.2%,2022,QB,12
26,Kyle Allen,PIT,26,39,66.7,215,5.5,1,2,5,4,12,0,0,1,11.8,11.8,1.3%,2022,QB,12
27,Aaron Rodgers,NYJ,11,16,68.8,140,8.8,2,2,3,1,-1,0,0,1,11.5,11.5,47.5%,2022,QB,12
28,Matt Ryan,FA,22,34,64.7,199,5.9,1,1,3,4,22,0,1,1,11.2,11.2,0.1%,2022,QB,12
29,Trevor Siemian,FA,14,25,56.0,179,7.2,1,1,2,4,8,0,0,1,11.0,11.0,0.0%,2022,QB,12
30,Bryce Perkins,FA,13,23,56.5,100,4.3,1,2,3,9,44,0,0,1,10.4,10.4,0.0%,2022,QB,12
31,Andy Dalton,CAR,18,29,62.1,204,7.0,0,0,1,4,21,0,0,1,10.3,10.3,2.5%,2022,QB,12
32,Jordan Love,GB,6,9,66.7,113,12.6,1,0,0,0,0,0,0,1,8.5,8.5,81.9%,2022,QB,12
33,Russell Wilson,PIT,19,35,54.3,142,4.1,1,0,3,2,8,0,1,1,8.5,8.5,48.0%,2022,QB,12
34,Matt Barkley,FA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,QB,12
35,Taysom Hill,NO,0,1,0.0,0,0.0,0,0,0,6,13,0,0,1,0.0,0.0,27.7%,2022,QB,12
36,Skylar Thompson,PIT,1,5,20.0,6,1.2,0,0,1,6,5,0,1,1,-1.3,-1.3,2.0%,2022,QB,12
