Rank,Team,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Jared Goff,DET,24,34,70.6,278,8.2,5,0,2,0,0,0,0,1,31.1,31.1,83.6%,2023,QB,15
2,Baker Mayfield,TB,22,28,78.6,381,13.6,4,0,5,2,-2,0,1,1,29.0,29.0,86.5%,2023,QB,15
3,Aidan O'Connell,LV,20,34,58.8,248,7.3,4,0,1,0,0,0,0,1,25.9,25.9,8.0%,2023,QB,15
4,Brock Purdy,SF,16,25,64.0,242,9.7,4,0,0,0,0,0,0,1,25.7,25.7,79.2%,2023,QB,15
5,Jalen Hurts,PHI,17,31,54.8,143,4.6,0,2,0,13,82,2,0,1,23.9,23.9,91.6%,2023,QB,15
6,Gardner Minshew II,FA,18,28,64.3,215,7.7,3,0,3,2,0,0,0,1,20.6,20.6,6.2%,2023,QB,15
7,Derek Carr,NO,23,28,82.1,218,7.8,3,0,1,3,-4,0,0,1,20.3,20.3,20.5%,2023,QB,15
8,Jake Browning,CIN,29,42,69.0,324,7.7,2,1,4,4,0,0,0,1,20.0,20.0,4.2%,2023,QB,15
9,Joe Flacco,IND,28,44,63.6,374,8.5,2,3,4,1,-1,0,0,1,19.9,19.9,8.4%,2023,QB,15
10,Lamar Jackson,BAL,14,24,58.3,171,7.1,1,1,3,12,97,0,0,1,19.5,19.5,97.0%,2023,QB,15
11,Nick Mullens,MIN,26,33,78.8,303,9.2,2,2,3,6,10,0,0,1,19.1,19.1,0.6%,2023,QB,15
12,Matthew Stafford,LAR,25,33,75.8,258,7.8,2,0,3,1,2,0,0,1,18.5,18.5,54.5%,2023,QB,15
13,Easton Stick,LAC,23,32,71.9,257,8.0,3,1,3,2,11,0,2,1,18.4,18.4,0.0%,2023,QB,15
14,Patrick Mahomes II,KC,27,37,73.0,305,8.2,2,2,3,3,-5,0,0,1,17.7,17.7,92.9%,2023,QB,15
15,Russell Wilson,PIT,18,32,56.3,223,7.0,1,0,2,7,6,1,1,1,17.5,17.5,48.0%,2023,QB,15
16,Jordan Love,GB,29,39,74.4,284,7.3,2,0,2,2,1,0,1,1,17.5,17.5,81.9%,2023,QB,15
17,Josh Allen,BUF,7,15,46.7,94,6.3,1,0,1,8,24,1,0,1,16.2,16.2,97.2%,2023,QB,15
18,Will Levis,TEN,17,26,65.4,199,7.7,0,1,7,4,25,1,0,1,15.5,15.5,21.1%,2023,QB,15
19,Kyler Murray,ARI,26,39,66.7,211,5.4,1,2,3,6,49,0,0,1,15.3,15.3,84.0%,2023,QB,15
20,Mitchell Trubisky,BUF,16,23,69.6,169,7.3,1,2,3,2,1,1,0,1,14.9,14.9,0.7%,2023,QB,15
21,Trevor Lawrence,JAC,25,43,58.1,264,6.1,1,0,1,4,41,0,2,1,14.7,14.7,30.9%,2023,QB,15
22,Jacoby Brissett,NE,8,10,80.0,124,12.4,2,0,0,2,9,0,0,1,13.9,13.9,3.9%,2023,QB,15
