Rank,Team,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
23,Tua Tagovailoa,MIA,21,24,87.5,224,9.3,1,0,3,0,0,0,0,1,13.0,13.0,62.5%,2023,QB,15
24,Case Keenum,HOU,23,36,63.9,229,6.4,1,1,3,2,1,0,0,1,12.3,12.3,0.0%,2023,QB,15
25,Drew Lock,NYG,22,33,66.7,208,6.3,1,0,2,1,-2,0,0,1,12.1,12.1,4.4%,2023,QB,15
26,Justin Fields,PIT,19,40,47.5,166,4.2,1,2,3,7,30,0,0,1,11.6,11.6,20.2%,2023,QB,15
27,Tommy DeVito,NYG,20,34,58.8,177,5.2,0,0,7,4,36,0,0,1,10.7,10.7,2.0%,2023,QB,15
28,Bailey Zappe,CLE,23,31,74.2,180,5.8,1,1,4,1,2,0,0,1,10.4,10.4,0.6%,2023,QB,15
29,Sam Howell,SEA,11,26,42.3,102,3.9,1,1,1,3,22,0,0,1,9.3,9.3,5.8%,2023,QB,15
30,Desmond Ridder,LV,12,20,60.0,152,7.6,1,1,0,5,-2,0,0,1,8.9,8.9,2.0%,2023,QB,15
31,Bryce Young,CAR,18,24,75.0,167,7.0,0,0,3,4,9,0,0,1,7.6,7.6,28.7%,2023,QB,15
32,Dak Prescott,DAL,21,34,61.8,134,3.9,0,1,3,4,27,0,0,1,7.1,7.1,37.8%,2023,QB,15
33,Sam Darnold,MIN,2,3,66.7,20,6.7,0,0,0,2,-2,0,0,1,0.6,0.6,77.4%,2023,QB,15
34,Tyrod Taylor,NYJ,2,4,50.0,13,3.3,0,0,0,0,0,0,0,1,0.5,0.5,5.4%,2023,QB,15
35,Trevor Siemian,FA,14,26,53.8,110,4.2,0,2,2,0,0,0,1,1,0.4,0.4,0.0%,2023,QB,15
36,Dorian Thompson-Robinson,CLE,1,1,100.0,5,5.0,0,0,0,0,0,0,0,1,0.2,0.2,1.1%,2023,QB,15
37,Mason Rudolph,TEN,2,3,66.7,3,1.0,0,0,1,0,0,0,0,1,0.1,0.1,3.0%,2023,QB,15
38,Davis Mills,HOU,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.1%,2023,QB,15
39,Clayton Tune,ARI,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,1.0%,2023,QB,15
40,Mike White,BUF,2,2,100.0,4,2.0,0,0,0,2,-2,0,0,1,0.0,0.0,1.0%,2023,QB,15
41,Taysom Hill,NO,0,1,0.0,0,0.0,0,0,0,1,1,0,0,1,0.0,0.0,27.7%,2023,QB,15
42,Jarrett Stidham,DEN,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.4%,2023,QB,15
43,Kyle Allen,PIT,0,0,0,0,0,0,0,0,2,-2,0,0,1,-0.2,-0.2,1.3%,2023,QB,15
44,Zach Wilson,DEN,4,11,36.4,26,2.4,0,0,4,0,0,0,1,1,-1.0,-1.0,0.9%,2023,QB,15
