Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,James Conner,ARI,21,96,4.6,35,1,2,5,5,77,15.4,1,0,1,35.3,35.3,82.6%,2021,RB,9
2,Jonathan Taylor,IND,19,172,9.1,78,2,2,2,2,28,14.0,0,0,1,32.0,32.0,92.9%,2021,RB,9
3,Nick Chubb,CLE,14,137,9.8,70,2,2,2,2,26,13.0,0,0,1,28.3,28.3,55.1%,2021,RB,9
4,Joe Mixon,HOU,13,64,4.9,21,1,2,5,5,46,9.2,0,0,1,23.0,23.0,93.9%,2021,RB,9
5,Nyheim Hines,FA,6,74,12.3,34,2,1,4,6,34,8.5,0,0,1,16.8,16.8,0.1%,2021,RB,9
6,Alvin Kamara,NO,13,50,3.8,14,0,1,4,7,54,13.5,0,0,1,16.4,16.4,87.9%,2021,RB,9
7,Melvin Gordon III,FA,21,80,3.8,14,0,1,2,2,15,7.5,0,0,1,15.5,15.5,0.1%,2021,RB,9
8,Devonta Freeman,FA,13,79,6.1,19,0,0,2,3,4,2.0,1,0,1,14.3,14.3,0.0%,2021,RB,9
9,Najee Harris,PIT,22,62,2.8,13,0,1,3,3,16,5.3,0,0,1,13.8,13.8,85.5%,2021,RB,9
10,Cordarrelle Patterson,PIT,9,10,1.1,4,0,0,6,6,126,21.0,0,0,1,13.6,13.6,1.6%,2021,RB,9
11,Jordan Howard,FA,17,71,4.2,18,0,1,0,0,0,0,0,0,1,13.1,13.1,0.0%,2021,RB,9
12,Dalvin Cook,FA,17,110,6.5,66,2,0,3,3,12,4.0,0,0,1,12.2,12.2,0.9%,2021,RB,9
13,Devontae Booker,FA,21,99,4.7,20,1,0,3,3,23,7.7,0,0,1,12.2,12.2,0.0%,2021,RB,9
14,Javonte Williams,DEN,17,111,6.5,30,2,0,0,0,0,0,0,0,1,11.1,11.1,69.2%,2021,RB,9
15,Le'Veon Bell,FA,11,48,4.4,12,0,1,0,0,0,0,0,0,1,10.8,10.8,0.2%,2021,RB,9
16,Rhamondre Stevenson,NE,10,62,6.2,13,0,0,2,2,44,22.0,0,0,1,10.6,10.6,80.6%,2021,RB,9
17,Christian McCaffrey,SF,14,52,3.7,10,0,0,4,5,54,13.5,0,0,1,10.6,10.6,66.6%,2021,RB,9
18,Ty Johnson,BUF,4,21,5.3,9,0,0,2,3,40,20.0,1,1,1,10.1,10.1,5.6%,2021,RB,9
19,Kenyan Drake,FA,4,30,7.5,21,1,0,6,8,70,11.7,0,0,1,10.0,10.0,1.1%,2021,RB,9
20,Eno Benjamin,FA,9,39,4.3,21,1,1,0,0,0,0,0,0,1,9.9,9.9,0.0%,2021,RB,9
21,Myles Gaskin,FA,20,34,1.7,6,0,1,6,6,23,3.8,0,1,1,9.7,9.7,0.0%,2021,RB,9
22,Ezekiel Elliott,FA,10,51,5.1,11,0,0,3,3,25,8.3,0,0,1,9.6,9.6,20.4%,2021,RB,9
