Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Raheem Mostert,FA,21,96,4.6,15,0,2,1,1,4,4.0,0,0,1,22.0,22.0,42.9%,2023,RB,14
2,Saquon Barkley,PHI,20,86,4.3,34,1,2,3,4,15,5.0,0,1,1,20.1,20.1,97.8%,2023,RB,14
3,James Cook,BUF,10,58,5.8,15,0,0,5,5,83,16.6,1,0,1,20.1,20.1,93.1%,2023,RB,14
4,Ezekiel Elliott,FA,22,68,3.1,12,0,0,7,8,72,10.3,1,0,1,20.0,20.0,20.4%,2023,RB,14
5,Rachaad White,TB,25,102,4.1,12,0,0,2,2,33,16.5,1,0,1,19.5,19.5,85.8%,2023,RB,14
6,Breece Hall,NYJ,10,40,4.0,15,0,0,8,9,86,10.8,1,0,1,18.6,18.6,91.6%,2023,RB,14
7,Joe Mixon,HOU,21,79,3.8,18,0,1,3,4,46,15.3,0,0,1,18.5,18.5,93.9%,2023,RB,14
8,Derrick Henry,BAL,17,34,2.0,6,0,2,1,2,17,17.0,0,0,1,17.1,17.1,97.5%,2023,RB,14
9,Chase Brown,CIN,8,25,3.1,10,0,0,3,3,80,26.7,1,0,1,16.5,16.5,85.5%,2023,RB,14
10,Austin Ekeler,WAS,10,51,5.1,9,0,1,5,7,49,9.8,0,0,1,16.0,16.0,51.4%,2023,RB,14
11,Christian McCaffrey,SF,16,145,9.1,72,3,0,1,1,8,8.0,0,0,1,15.3,15.3,66.6%,2023,RB,14
12,Javonte Williams,DEN,17,66,3.9,20,1,1,3,4,25,8.3,0,0,1,15.1,15.1,69.2%,2023,RB,14
13,Bijan Robinson,ATL,10,34,3.4,8,0,1,5,7,54,10.8,0,0,1,14.8,14.8,94.6%,2023,RB,14
14,Jahmyr Gibbs,DET,11,66,6.0,36,1,1,3,4,16,5.3,0,0,1,14.2,14.2,97.5%,2023,RB,14
15,Travis Etienne Jr.,JAC,14,35,2.5,16,0,1,4,4,37,9.3,0,0,1,13.2,13.2,81.7%,2023,RB,14
16,Devin Singletary,NYG,13,65,5.0,17,0,1,0,3,0,0,0,0,1,12.5,12.5,43.6%,2023,RB,14
17,Tyjae Spears,TEN,7,29,4.1,8,0,0,6,8,89,14.8,0,0,1,11.8,11.8,60.2%,2023,RB,14
