Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Joe Mixon,HOU,22,153,7.0,29,2,4,4,5,58,14.5,1,0,1,51.1,51.1,93.9%,2022,RB,9
2,Kenneth Walker III,SEA,26,109,4.2,15,0,2,3,4,20,6.7,0,0,1,24.9,24.9,81.7%,2022,RB,9
3,Travis Etienne Jr.,JAC,28,109,3.9,18,0,2,2,2,17,8.5,0,0,1,24.6,24.6,81.7%,2022,RB,9
4,Derrick Henry,BAL,17,115,6.8,56,2,2,0,0,0,0,0,0,1,23.5,23.5,97.5%,2022,RB,9
5,Kenyan Drake,FA,24,93,3.9,18,0,2,2,2,16,8.0,0,0,1,22.9,22.9,1.1%,2022,RB,9
6,Cordarrelle Patterson,PIT,13,44,3.4,7,0,2,1,1,9,9.0,0,0,1,17.3,17.3,1.6%,2022,RB,9
7,Austin Ekeler,WAS,14,47,3.4,9,0,1,7,8,24,3.4,1,1,1,17.1,17.1,51.4%,2022,RB,9
8,Miles Sanders,CAR,17,93,5.5,25,1,1,0,0,0,0,0,0,1,15.3,15.3,5.1%,2022,RB,9
9,Michael Carter,ARI,12,76,6.3,25,1,1,1,1,10,10.0,0,0,1,14.6,14.6,14.7%,2022,RB,9
10,Dameon Pierce,HOU,27,139,5.1,36,1,0,0,0,0,0,0,0,1,13.9,13.9,9.3%,2022,RB,9
11,Jeff Wilson Jr.,MIA,9,51,5.7,28,1,0,3,3,21,7.0,1,0,1,13.2,13.2,0.6%,2022,RB,9
12,Rhamondre Stevenson,NE,15,60,4.0,16,0,0,3,7,10,3.3,1,0,1,13.0,13.0,80.6%,2022,RB,9
13,Tyler Allgeier,ATL,10,99,9.9,44,1,0,1,1,24,24.0,0,0,1,12.3,12.3,36.7%,2022,RB,9
14,Dalvin Cook,FA,17,47,2.8,9,0,0,2,6,9,4.5,1,0,1,11.6,11.6,0.9%,2022,RB,9
15,James Robinson,FA,13,48,3.7,16,0,0,2,2,5,2.5,1,0,1,11.3,11.3,0.0%,2022,RB,9
16,Raheem Blackshear,CAR,5,13,2.6,5,0,1,4,4,40,10.0,0,0,1,11.3,11.3,7.7%,2022,RB,9
17,Jamaal Williams,FA,24,81,3.4,14,0,0,0,0,0,0,0,0,1,10.1,10.1,2.5%,2022,RB,9
18,Kenneth Gainwell,PHI,4,22,5.5,8,0,1,3,3,16,5.3,0,0,1,9.8,9.8,11.7%,2022,RB,9
19,Josh Jacobs,GB,17,67,3.9,15,0,0,3,3,20,6.7,0,0,1,8.7,8.7,96.3%,2022,RB,9
20,Raheem Mostert,FA,9,26,2.9,14,0,1,0,2,0,0,0,0,1,8.6,8.6,42.9%,2022,RB,9
21,James Conner,ARI,7,45,6.4,14,0,0,5,5,19,3.8,0,0,1,6.4,6.4,82.6%,2022,RB,9
22,Alvin Kamara,NO,9,30,3.3,10,0,0,3,4,32,10.7,0,0,1,6.2,6.2,87.9%,2022,RB,9
23,Leonard Fournette,FA,9,19,2.1,6,0,0,5,7,41,8.2,0,0,1,6.0,6.0,2.1%,2022,RB,9
24,Darrell Henderson Jr.,FA,12,56,4.7,23,1,0,0,1,0,0,0,0,1,5.6,5.6,5.0%,2022,RB,9
25,Samaje Perine,KC,6,51,8.5,29,1,0,1,2,3,3.0,0,0,1,5.4,5.4,4.2%,2022,RB,9
