Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Dalvin Cook,FA,27,115,4.3,16,0,1,5,5,45,9.0,0,1,1,20.0,20.0,0.9%,2020,RB,11
2,Clyde Edwards-Helaire,NO,14,69,4.9,14,0,2,1,2,8,8.0,0,0,1,19.7,19.7,7.2%,2020,RB,11
3,Derrick Henry,BAL,28,133,4.8,29,2,1,1,2,-1,-1.0,0,0,1,19.2,19.2,97.5%,2020,RB,11
4,Melvin Gordon III,FA,15,84,5.6,25,2,2,0,0,0,0,0,1,1,18.4,18.4,0.1%,2020,RB,11
5,Ezekiel Elliott,FA,21,103,4.9,18,0,0,2,2,11,5.5,1,0,1,17.4,17.4,20.4%,2020,RB,11
6,J.K. Dobbins,LAC,15,70,4.7,11,0,1,2,2,15,7.5,0,0,1,16.5,16.5,74.2%,2020,RB,11
7,Antonio Gibson,NE,16,94,5.9,19,0,1,1,2,10,10.0,0,0,1,16.4,16.4,22.5%,2020,RB,11
8,Carlos Hyde,FA,14,79,5.6,17,0,1,2,3,16,8.0,0,0,1,15.5,15.5,0.0%,2020,RB,11
9,Mike Davis,FA,19,64,3.4,9,0,1,2,2,15,7.5,0,0,1,13.9,13.9,1.0%,2020,RB,11
10,Aaron Jones Sr.,MIN,10,41,4.1,15,0,1,4,4,30,7.5,0,0,1,13.1,13.1,91.4%,2020,RB,11
11,Frank Gore,FA,15,61,4.1,14,0,1,2,2,10,5.0,0,0,1,13.1,13.1,8.4%,2020,RB,11
12,Josh Jacobs,GB,17,55,3.2,13,0,1,1,1,9,9.0,0,0,1,12.4,12.4,96.3%,2020,RB,11
13,Tony Pollard,TEN,5,60,12.0,42,1,1,0,0,0,0,0,0,1,12.0,12.0,80.4%,2020,RB,11
14,Kenyan Drake,FA,11,29,2.6,12,0,1,4,5,31,7.8,0,0,1,12.0,12.0,1.1%,2020,RB,11
15,Damien Harris,FA,11,43,3.9,9,0,1,1,2,11,11.0,0,0,1,11.4,11.4,9.0%,2020,RB,11
16,Jonathan Taylor,IND,22,90,4.1,18,0,0,4,4,24,6.0,0,0,1,11.4,11.4,92.9%,2020,RB,11
17,Nick Chubb,CLE,20,114,5.7,54,1,0,0,0,0,0,0,0,1,11.4,11.4,55.1%,2020,RB,11
