Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Tee Higgins,CIN,11,12,131,11.9,31,1,3,0,0,0,1,1,29.1,29.1,87.7%,2024,WR,17
2,Malik Nabers,NYG,7,8,171,24.4,59,3,2,0,0,0,0,1,29.1,29.1,90.2%,2024,WR,17
3,DeVonta Smith,PHI,6,7,120,20.0,49,3,2,0,0,0,0,1,24.0,24.0,89.2%,2024,WR,17
4,Adam Thielen,CAR,5,6,110,22.0,40,2,2,0,0,0,0,1,23.0,23.0,61.9%,2024,WR,17
5,Marvin Mims Jr.,DEN,8,8,103,12.9,51,2,2,1,-1,0,0,1,22.2,22.2,22.9%,2024,WR,17
6,Mike Evans,TB,8,9,97,12.1,34,2,2,0,0,0,0,1,21.7,21.7,94.8%,2024,WR,17
7,Ladd McConkey,LAC,8,10,94,11.8,40,1,2,0,0,0,0,1,21.4,21.4,85.2%,2024,WR,17
8,Ricky Pearsall,SF,8,10,141,17.6,40,2,1,2,6,0,0,1,20.7,20.7,27.2%,2024,WR,17
9,Jameson Williams,DET,5,8,77,15.4,41,1,1,2,-2,1,0,1,19.5,19.5,80.0%,2024,WR,17
10,Alec Pierce,IND,6,9,122,20.3,49,2,1,0,0,0,0,1,18.2,18.2,18.9%,2024,WR,17
11,Jalen McMillan,TB,5,5,51,10.2,16,0,2,1,9,0,0,1,18.0,18.0,54.0%,2024,WR,17
12,Brian Thomas Jr.,JAC,7,10,91,13.0,31,1,1,1,18,0,0,1,16.9,16.9,86.3%,2024,WR,17
13,Michael Pittman Jr.,IND,9,10,109,12.1,31,1,1,0,0,0,0,1,16.9,16.9,70.7%,2024,WR,17
14,Olamide Zaccheaus,WAS,8,9,85,10.6,16,0,1,1,8,0,0,1,15.3,15.3,8.1%,2024,WR,17
15,Xavier Worthy,KC,8,9,79,9.9,21,1,1,2,10,0,0,1,14.9,14.9,78.2%,2024,WR,17
16,Jalen Nailor,MIN,5,5,81,16.2,31,2,1,0,0,0,0,1,14.1,14.1,6.6%,2024,WR,17
17,Wan'Dale Robinson,NYG,5,6,71,14.2,35,1,1,0,0,0,0,1,13.1,13.1,36.9%,2024,WR,17
18,Tyrell Shavers,BUF,1,1,69,69.0,69,1,1,0,0,0,0,1,12.9,12.9,0.0%,2024,WR,17
19,Puka Nacua,LAR,10,14,129,12.9,25,2,0,0,0,0,0,1,12.9,12.9,95.5%,2024,WR,17
20,Jordan Addison,MIN,6,8,69,11.5,20,1,1,0,0,0,0,1,12.9,12.9,85.1%,2024,WR,17
21,Jakobi Meyers,LV,5,9,61,12.2,29,1,1,0,0,0,0,1,12.1,12.1,72.7%,2024,WR,17
22,Amon-Ra St. Brown,DET,8,10,60,7.5,14,0,1,0,0,0,0,1,12.0,12.0,97.2%,2024,WR,17
23,Justin Watson,KC,2,2,60,30.0,49,1,1,0,0,0,0,1,12.0,12.0,1.8%,2024,WR,17
24,Amari Cooper,BUF,3,3,56,18.7,30,1,1,0,0,0,0,1,11.6,11.6,75.3%,2024,WR,17
25,Courtland Sutton,DEN,5,9,55,11.0,15,0,1,0,0,0,0,1,11.5,11.5,84.6%,2024,WR,17
26,Garrett Wilson,NYJ,7,8,66,9.4,28,1,1,0,0,0,1,1,10.6,10.6,91.1%,2024,WR,17
27,DeMario Douglas,NE,4,5,46,11.5,36,1,1,0,0,0,0,1,10.6,10.6,28.9%,2024,WR,17
28,Drake London,ATL,7,13,106,15.1,31,1,0,0,0,0,0,1,10.6,10.6,91.6%,2024,WR,17
29,Tyreek Hill,MIA,9,9,105,11.7,25,1,0,0,0,0,0,1,10.5,10.5,92.8%,2024,WR,17
30,Ja'Marr Chase,CIN,9,15,102,11.3,38,1,0,0,0,0,0,1,10.2,10.2,94.0%,2024,WR,17
31,A.J. Brown,PHI,3,5,36,12.0,20,1,1,0,0,0,0,1,9.6,9.6,96.7%,2024,WR,17
32,Marvin Harrison Jr.,ARI,6,10,96,16.0,24,3,0,0,0,0,0,1,9.6,9.6,88.9%,2024,WR,17
33,Jerry Jeudy,CLE,12,18,94,7.8,17,0,0,0,0,0,0,1,9.4,9.4,72.7%,2024,WR,17
34,Justin Jefferson,MIN,8,11,92,11.5,37,1,0,0,0,0,0,1,9.2,9.2,98.3%,2024,WR,17
35,Darius Slayton,NYG,1,3,32,32.0,32,1,1,0,0,0,0,1,9.2,9.2,9.9%,2024,WR,17
36,Calvin Ridley,TEN,5,6,84,16.8,24,2,0,1,7,0,0,1,9.1,9.1,77.8%,2024,WR,17
37,Parker Washington,JAC,3,3,31,10.3,24,1,1,0,0,0,0,1,9.1,9.1,5.7%,2024,WR,17
38,Jalen Tolbert,DAL,3,4,30,10.0,19,0,1,0,0,0,0,1,9.0,9.0,15.7%,2024,WR,17
39,Tre Tucker,LV,2,8,24,12.0,18,0,1,1,5,0,0,1,8.9,8.9,12.3%,2024,WR,17
40,Keon Coleman,BUF,3,7,27,9.0,14,0,1,0,0,0,0,1,8.7,8.7,51.9%,2024,WR,17
41,Derius Davis,LAC,2,2,29,14.5,23,1,1,1,-3,0,0,1,8.6,8.6,0.8%,2024,WR,17
