Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,D'Onta Foreman,CLE,16,89,5.6,14,0,2,3,5,31,10.3,1,0,1,30.0,30.0,3.4%,2023,RB,7
2,Gus Edwards,LAC,14,64,4.6,20,1,1,1,1,80,80.0,0,0,1,20.4,20.4,45.3%,2023,RB,7
3,Travis Etienne Jr.,JAC,14,53,3.8,17,0,2,3,5,24,8.0,0,0,1,19.7,19.7,81.7%,2023,RB,7
4,Christian McCaffrey,SF,15,45,3.0,9,0,1,3,3,51,17.0,1,1,1,19.6,19.6,66.6%,2023,RB,7
5,Jahmyr Gibbs,DET,11,68,6.2,21,1,1,9,10,58,6.4,0,0,1,18.6,18.6,97.5%,2023,RB,7
6,Jonathan Taylor,IND,18,75,4.2,24,1,1,3,4,45,15.0,0,0,1,18.0,18.0,92.9%,2023,RB,7
7,Alvin Kamara,NO,17,62,3.6,17,0,0,12,14,91,7.6,0,0,1,17.3,17.3,87.9%,2023,RB,7
8,James Cook,BUF,13,56,4.3,20,1,0,3,3,46,15.3,1,0,1,16.2,16.2,93.1%,2023,RB,7
9,Saquon Barkley,PHI,21,77,3.7,12,0,0,3,4,41,13.7,1,1,1,15.8,15.8,97.8%,2023,RB,7
10,Jerome Ford,CLE,11,74,6.7,69,1,1,2,4,20,10.0,0,0,1,15.4,15.4,64.4%,2023,RB,7
11,Kareem Hunt,KC,10,31,3.1,11,0,2,0,1,0,0,0,0,1,15.1,15.1,48.5%,2023,RB,7
12,Joshua Kelley,TEN,7,75,10.7,49,1,1,0,0,0,0,0,0,1,13.5,13.5,0.0%,2023,RB,7
13,Najee Harris,PIT,14,53,3.8,10,0,1,3,3,15,5.0,0,0,1,12.8,12.8,85.5%,2023,RB,7
14,Darrell Henderson Jr.,FA,18,61,3.4,16,0,1,1,2,5,5.0,0,0,1,12.6,12.6,5.0%,2023,RB,7
15,Isiah Pacheco,KC,13,32,2.5,6,0,0,4,4,28,7.0,1,0,1,12.0,12.0,84.8%,2023,RB,7
16,Tyler Allgeier,ATL,21,59,2.8,12,0,0,3,3,53,17.7,0,0,1,11.2,11.2,36.7%,2023,RB,7
17,Kenneth Walker III,SEA,26,105,4.0,25,1,0,2,3,6,3.0,0,0,1,11.1,11.1,81.7%,2023,RB,7
18,Rachaad White,TB,13,34,2.6,13,0,0,6,6,65,10.8,0,0,1,9.9,9.9,85.8%,2023,RB,7
19,Javonte Williams,DEN,15,82,5.5,21,1,0,3,4,14,4.7,0,0,1,9.6,9.6,69.2%,2023,RB,7
20,AJ Dillon,GB,15,61,4.1,15,0,0,2,2,34,17.0,0,0,1,9.5,9.5,3.7%,2023,RB,7
21,Ezekiel Elliott,FA,11,31,2.8,10,0,1,0,1,0,0,0,0,1,9.1,9.1,20.4%,2023,RB,7
22,Jaylen Warren,PIT,6,32,5.3,13,0,1,1,2,-1,-1.0,0,0,1,9.1,9.1,68.2%,2023,RB,7
23,Rhamondre Stevenson,NE,9,34,3.8,14,0,0,6,6,51,8.5,0,0,1,8.5,8.5,80.6%,2023,RB,7
24,Brian Robinson Jr.,WAS,8,23,2.9,6,0,1,0,1,0,0,0,0,1,8.3,8.3,84.9%,2023,RB,7
25,Kenneth Gainwell,PHI,8,16,2.0,5,0,1,0,0,0,0,0,0,1,7.6,7.6,11.7%,2023,RB,7
26,Emari Demercado,ARI,13,58,4.5,18,0,0,4,5,17,4.3,0,0,1,7.5,7.5,1.5%,2023,RB,7
27,D'Andre Swift,CHI,15,62,4.1,22,1,0,3,3,13,4.3,0,0,1,7.5,7.5,83.1%,2023,RB,7
28,Royce Freeman,FA,12,66,5.5,15,0,0,0,0,0,0,0,0,1,6.6,6.6,0.0%,2023,RB,7
29,Zack Moss,CIN,18,57,3.2,21,1,0,1,2,5,5.0,0,0,1,6.2,6.2,33.5%,2023,RB,7
30,Cam Akers,MIN,10,31,3.1,13,0,0,2,3,30,15.0,0,0,1,6.1,6.1,14.2%,2023,RB,7
31,Aaron Jones Sr.,MIN,8,35,4.4,11,0,0,3,5,22,7.3,0,0,1,5.7,5.7,91.4%,2023,RB,7
32,Cordarrelle Patterson,PIT,10,56,5.6,18,0,0,0,0,0,0,0,0,1,5.6,5.6,1.6%,2023,RB,7
33,Darrynton Evans,CHI,14,48,3.4,11,0,0,1,3,6,6.0,0,0,1,5.4,5.4,0.0%,2023,RB,7
34,Raheem Mostert,FA,9,45,5.0,21,1,0,1,3,6,6.0,0,0,1,5.1,5.1,42.9%,2023,RB,7
35,Justice Hill,BAL,4,46,11.5,27,1,0,1,1,2,2.0,0,0,1,4.8,4.8,24.4%,2023,RB,7
36,Austin Ekeler,WAS,14,45,3.2,6,0,0,1,2,1,1.0,0,0,1,4.6,4.6,51.4%,2023,RB,7
37,Jaleel McLaughlin,DEN,5,45,9.0,23,1,0,1,2,1,1.0,0,0,1,4.6,4.6,25.7%,2023,RB,7
38,Alexander Mattison,LV,8,39,4.9,19,0,0,2,3,3,1.5,0,0,1,4.2,4.2,44.8%,2023,RB,7
