Rank,Team,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Justin Herbert,LAC,40,47,85.1,405,8.6,3,0,1,2,11,0,0,1,29.3,29.3,77.4%,2023,QB,3
2,Tua Tagovailoa,MIA,23,26,88.5,309,11.9,4,0,0,0,0,0,0,1,28.4,28.4,62.5%,2023,QB,3
3,Lamar Jackson,BAL,22,31,71.0,202,6.5,0,0,4,14,101,2,1,1,28.2,28.2,97.0%,2023,QB,3
4,Kirk Cousins,ATL,32,50,64.0,367,7.3,3,1,4,1,10,0,0,1,26.7,26.7,43.6%,2023,QB,3
5,Patrick Mahomes II,KC,24,33,72.7,272,8.2,3,0,0,3,28,0,0,1,25.7,25.7,92.9%,2023,QB,3
6,Jordan Love,GB,22,44,50.0,259,5.9,1,1,1,9,39,1,0,1,25.3,25.3,81.9%,2023,QB,3
7,Andy Dalton,CAR,34,58,58.6,361,6.2,2,0,3,2,11,0,0,1,23.5,23.5,2.5%,2023,QB,3
8,Josh Allen,BUF,20,32,62.5,218,6.8,1,1,0,3,46,1,0,1,22.3,22.3,97.2%,2023,QB,3
9,Jalen Hurts,PHI,23,37,62.2,277,7.5,1,2,1,10,28,1,0,1,21.9,21.9,91.6%,2023,QB,3
10,Deshaun Watson,CLE,27,33,81.8,289,8.8,2,0,3,4,16,0,0,1,21.2,21.2,14.6%,2023,QB,3
11,Jimmy Garoppolo,LAR,28,44,63.6,324,7.4,2,3,4,2,7,0,0,1,20.7,20.7,2.8%,2023,QB,3
12,C.J. Stroud,HOU,20,30,66.7,280,9.3,2,0,0,3,14,0,0,1,20.6,20.6,79.4%,2023,QB,3
13,Brock Purdy,SF,25,37,67.6,310,8.4,2,0,2,4,-1,0,0,1,20.3,20.3,79.2%,2023,QB,3
14,Jared Goff,DET,22,33,66.7,243,7.4,1,1,0,5,3,1,0,1,19.0,19.0,83.6%,2023,QB,3
15,Kenny Pickett,PHI,16,28,57.1,235,8.4,2,0,1,3,11,0,0,1,18.5,18.5,4.2%,2023,QB,3
16,Joshua Dobbs,SF,17,21,81.0,189,9.0,1,0,2,6,55,0,0,1,17.1,17.1,2.4%,2023,QB,3
17,Geno Smith,SEA,23,36,63.9,296,8.2,1,1,2,4,-4,0,0,1,16.4,16.4,49.4%,2023,QB,3
18,Trevor Lawrence,JAC,27,40,67.5,279,7.0,1,1,0,3,12,0,0,1,15.4,15.4,30.9%,2023,QB,3
19,Dak Prescott,DAL,25,40,62.5,249,6.2,1,1,2,3,24,0,0,1,15.4,15.4,37.8%,2023,QB,3
20,Russell Wilson,PIT,23,38,60.5,306,8.1,1,1,1,0,0,0,0,1,15.2,15.2,48.0%,2023,QB,3
21,Matthew Stafford,LAR,18,33,54.5,269,8.2,1,2,6,1,7,0,0,1,13.5,13.5,54.5%,2023,QB,3
22,Mac Jones,JAC,15,29,51.7,201,6.9,1,0,0,4,13,0,0,1,13.3,13.3,5.6%,2023,QB,3
23,Gardner Minshew II,FA,27,44,61.4,227,5.2,1,0,5,0,0,0,0,1,13.1,13.1,6.2%,2023,QB,3
24,Justin Fields,PIT,11,22,50.0,99,4.5,1,1,3,11,47,0,0,1,11.7,11.7,20.2%,2023,QB,3
25,Baker Mayfield,TB,15,25,60.0,146,5.8,1,1,2,1,2,0,0,1,11.0,11.0,86.5%,2023,QB,3
26,Joe Burrow,CIN,26,49,53.1,259,5.3,0,1,2,3,-2,0,0,1,9.2,9.2,92.1%,2023,QB,3
27,Derek Carr,NO,13,18,72.2,103,5.7,1,0,3,0,0,0,0,1,8.1,8.1,20.5%,2023,QB,3
28,Mike White,BUF,2,2,100.0,67,33.5,1,0,0,1,-1,0,0,1,6.6,6.6,1.0%,2023,QB,3
29,Zach Wilson,DEN,18,36,50.0,157,4.4,0,0,3,1,1,0,0,1,6.4,6.4,0.9%,2023,QB,3
30,Desmond Ridder,LV,21,38,55.3,201,5.3,0,0,7,2,3,0,1,1,6.3,6.3,2.0%,2023,QB,3
31,Daniel Jones,MIN,22,32,68.8,137,4.3,0,1,2,2,5,0,0,1,5.0,5.0,13.0%,2023,QB,3
32,Sam Howell,SEA,19,29,65.5,170,5.9,0,4,9,1,18,0,0,1,4.6,4.6,5.8%,2023,QB,3
33,Ryan Tannehill,FA,13,25,52.0,104,4.2,0,0,5,0,0,0,0,1,4.2,4.2,1.3%,2023,QB,3
34,Jameis Winston,CLE,10,16,62.5,101,6.3,0,0,1,0,0,0,0,1,4.0,4.0,19.6%,2023,QB,3
35,C.J. Beathard,JAC,2,2,100.0,9,4.5,0,0,0,0,0,0,0,1,0.4,0.4,0.0%,2023,QB,3
36,Tyrod Taylor,NYJ,0,1,0.0,0,0.0,0,0,0,1,2,0,0,1,0.2,0.2,5.4%,2023,QB,3
37,Dorian Thompson-Robinson,CLE,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,2023,QB,3
38,Malik Willis,GB,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,2.9%,2023,QB,3
39,Taysom Hill,NO,0,0,0,0,0,0,0,0,4,12,0,0,1,0.0,0.0,27.7%,2023,QB,3
40,Sam Darnold,MIN,0,0,0,0,0,0,0,0,1,-1,0,0,1,-0.1,-0.1,77.4%,2023,QB,3
41,Kyle Allen,PIT,0,0,0,0,0,0,0,0,2,-2,0,0,1,-0.2,-0.2,1.3%,2023,QB,3
42,Blaine Gabbert,FA,3,5,60.0,31,6.2,0,2,0,2,-1,0,0,1,-0.9,-0.9,1.3%,2023,QB,3
