Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Derrick Henry,BAL,29,130,4.5,15,0,3,0,0,0,0,0,0,1,31.0,31.0,97.5%,2021,RB,5
2,Jonathan Taylor,IND,15,53,3.5,19,0,1,3,4,116,38.7,1,0,1,28.9,28.9,92.9%,2021,RB,5
3,Austin Ekeler,WAS,17,66,3.9,9,0,2,5,5,53,10.6,1,1,1,27.9,27.9,51.4%,2021,RB,5
4,Alvin Kamara,NO,16,71,4.4,23,1,1,5,8,51,10.2,1,0,1,24.2,24.2,87.9%,2021,RB,5
5,Ezekiel Elliott,FA,21,110,5.2,15,0,1,2,3,2,1.0,1,0,1,23.2,23.2,20.4%,2021,RB,5
6,Nick Chubb,CLE,21,161,7.7,52,3,1,1,1,9,9.0,0,0,1,23.0,23.0,55.1%,2021,RB,5
7,Myles Gaskin,FA,5,25,5.0,13,0,0,10,10,74,7.4,2,0,1,21.9,21.9,0.0%,2021,RB,5
8,Kareem Hunt,KC,12,61,5.1,12,0,2,5,6,28,5.6,0,0,1,20.9,20.9,48.5%,2021,RB,5
9,James Robinson,FA,18,149,8.3,58,1,1,1,1,-2,-2.0,0,0,1,20.7,20.7,0.0%,2021,RB,5
10,Najee Harris,PIT,23,122,5.3,20,1,1,2,5,20,10.0,0,0,1,20.2,20.2,85.5%,2021,RB,5
11,Alexander Mattison,LV,25,113,4.5,48,1,0,7,7,40,5.7,1,1,1,19.3,19.3,44.8%,2021,RB,5
12,Antonio Gibson,NE,20,60,3.0,16,0,2,2,2,12,6.0,0,0,1,19.2,19.2,22.5%,2021,RB,5
13,Devontae Booker,FA,16,42,2.6,14,0,1,3,4,16,5.3,1,0,1,17.8,17.8,0.0%,2021,RB,5
14,Leonard Fournette,FA,12,67,5.6,17,0,1,4,5,43,10.8,0,0,1,17.0,17.0,2.1%,2021,RB,5
15,D'Andre Swift,CHI,11,51,4.6,12,0,1,6,6,53,8.8,0,0,1,16.4,16.4,83.1%,2021,RB,5
16,Darrell Henderson Jr.,FA,17,82,4.8,29,1,1,1,1,17,17.0,0,0,1,15.9,15.9,5.0%,2021,RB,5
17,Damien Williams,FA,16,64,4.0,14,0,1,2,3,20,10.0,0,0,1,14.4,14.4,0.0%,2021,RB,5
18,Samaje Perine,KC,11,59,5.4,11,0,0,4,5,24,6.0,1,0,1,14.3,14.3,4.2%,2021,RB,5
19,AJ Dillon,GB,8,30,3.8,17,0,0,4,4,49,12.3,1,0,1,13.9,13.9,3.7%,2021,RB,5
20,Chuba Hubbard,CAR,24,101,4.2,26,1,0,5,6,33,6.6,0,0,1,13.4,13.4,73.0%,2021,RB,5
21,Josh Jacobs,GB,15,48,3.2,11,0,1,4,5,19,4.8,0,0,1,12.7,12.7,96.3%,2021,RB,5
22,Michael Carter,ARI,10,38,3.8,9,0,1,3,3,20,6.7,0,0,1,11.8,11.8,14.7%,2021,RB,5
23,Cordarrelle Patterson,PIT,14,54,3.9,12,0,0,7,9,60,8.6,0,0,1,11.4,11.4,1.6%,2021,RB,5
24,Aaron Jones Sr.,MIN,14,103,7.4,57,1,0,4,5,6,1.5,0,0,1,10.9,10.9,91.4%,2021,RB,5
25,Sony Michel,FA,11,37,3.4,15,0,1,1,1,8,8.0,0,0,1,10.5,10.5,0.0%,2021,RB,5
26,Tony Pollard,TEN,14,75,5.4,17,0,0,4,4,28,7.0,0,0,1,10.3,10.3,80.4%,2021,RB,5
27,Mike Davis,FA,13,53,4.1,17,0,1,2,5,8,4.0,0,1,1,10.1,10.1,1.0%,2021,RB,5
28,Damien Harris,FA,14,58,4.1,15,0,1,0,0,0,0,0,1,1,9.8,9.8,9.0%,2021,RB,5
29,James Conner,ARI,10,29,2.9,8,0,1,1,1,8,8.0,0,0,1,9.7,9.7,82.6%,2021,RB,5
30,Joe Mixon,HOU,10,33,3.3,10,0,1,1,1,2,2.0,0,0,1,9.5,9.5,93.9%,2021,RB,5
31,Giovani Bernard,FA,4,21,5.3,17,0,0,2,2,14,7.0,1,0,1,9.5,9.5,0.0%,2021,RB,5
32,Ty Johnson,BUF,4,12,3.0,6,0,1,2,3,22,11.0,0,0,1,9.4,9.4,5.6%,2021,RB,5
33,Zack Moss,CIN,11,37,3.4,8,0,0,3,4,55,18.3,0,0,1,9.2,9.2,33.5%,2021,RB,5
34,Javonte Williams,DEN,8,61,7.6,49,1,0,3,3,25,8.3,0,0,1,8.6,8.6,69.2%,2021,RB,5
35,Khalil Herbert,CIN,18,75,4.2,11,0,0,0,0,0,0,0,0,1,7.5,7.5,11.3%,2021,RB,5
36,Alex Collins,FA,15,47,3.1,13,0,0,2,3,25,12.5,0,0,1,7.2,7.2,19.0%,2021,RB,5
