Rank,Team,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Breece Hall,NYJ,37,178,4.8,50,1,1,2,2,12,6.0,0,0,1,27.0,27.0,91.6%,2023,RB,18
2,James Conner,ARI,27,150,5.6,29,3,1,4,4,54,13.5,0,0,1,26.4,26.4,82.6%,2023,RB,18
3,Jonathan Taylor,IND,30,188,6.3,49,2,1,2,2,8,4.0,0,0,1,25.6,25.6,92.9%,2023,RB,18
4,Joe Mixon,HOU,14,111,7.9,44,1,1,1,2,6,6.0,1,0,1,23.7,23.7,93.9%,2023,RB,18
5,Saquon Barkley,PHI,18,46,2.6,11,0,2,2,2,51,25.5,0,0,1,21.7,21.7,97.8%,2023,RB,18
6,Derrick Henry,BAL,19,153,8.1,69,1,1,0,0,0,0,0,0,1,21.3,21.3,97.5%,2023,RB,18
7,Najee Harris,PIT,26,112,4.3,15,0,1,5,5,21,4.2,0,0,1,19.3,19.3,85.5%,2023,RB,18
8,Bijan Robinson,ATL,11,28,2.5,7,0,0,7,8,103,14.7,1,0,1,19.1,19.1,94.6%,2023,RB,18
9,Tyjae Spears,TEN,3,25,8.3,22,1,1,3,3,41,13.7,1,0,1,18.6,18.6,60.2%,2023,RB,18
10,Tony Pollard,TEN,17,70,4.1,12,0,1,2,2,16,8.0,0,0,1,14.6,14.6,80.4%,2023,RB,18
11,Aaron Jones Sr.,MIN,22,111,5.0,17,0,0,5,5,30,6.0,0,0,1,14.1,14.1,91.4%,2023,RB,18
12,Kendre Miller,NO,13,73,5.6,18,0,1,1,1,6,6.0,0,0,1,13.9,13.9,37.7%,2023,RB,18
13,Javonte Williams,DEN,9,32,3.6,11,0,1,7,9,43,6.1,0,0,1,13.5,13.5,69.2%,2023,RB,18
14,Elijah Mitchell,SF,14,52,3.7,14,0,1,2,2,15,7.5,0,0,1,12.7,12.7,5.5%,2023,RB,18
15,Devin Singletary,NYG,24,63,2.6,7,0,1,1,1,2,2.0,0,0,1,12.5,12.5,43.6%,2023,RB,18
16,Zamir White,LV,25,112,4.5,25,1,0,1,2,9,9.0,0,0,1,12.1,12.1,30.0%,2023,RB,18
17,De'Von Achane,MIA,10,56,5.6,25,1,1,1,1,5,5.0,0,0,1,12.1,12.1,92.9%,2023,RB,18
18,La'Mical Perine,FA,21,76,3.6,10,0,0,3,4,33,11.0,0,0,1,10.9,10.9,0.0%,2023,RB,18
19,David Montgomery,DET,10,40,4.0,8,0,1,0,0,0,0,0,0,1,10.0,10.0,75.4%,2023,RB,18
20,Rico Dowdle,DAL,9,46,5.1,20,1,0,3,4,54,18.0,0,0,1,10.0,10.0,73.9%,2023,RB,18
21,Jamaal Williams,FA,14,26,1.9,8,0,1,3,3,8,2.7,0,0,1,9.4,9.4,2.5%,2023,RB,18
22,Rachaad White,TB,19,75,3.9,13,0,0,4,4,18,4.5,0,0,1,9.3,9.3,85.8%,2023,RB,18
23,Chuba Hubbard,CAR,23,83,3.6,17,0,0,2,2,9,4.5,0,0,1,9.2,9.2,73.0%,2023,RB,18
24,Jahmyr Gibbs,DET,13,30,2.3,8,0,1,0,1,0,0,0,0,1,9.0,9.0,97.5%,2023,RB,18
25,Ty Chandler,MIN,12,69,5.8,19,0,0,2,3,20,10.0,0,0,1,8.9,8.9,13.5%,2023,RB,18
26,Travis Etienne Jr.,JAC,16,57,3.6,12,0,0,5,6,30,6.0,0,0,1,8.7,8.7,81.7%,2023,RB,18
27,Ezekiel Elliott,FA,13,54,4.2,9,0,0,5,7,27,5.4,0,0,1,8.1,8.1,20.4%,2023,RB,18
28,Kenneth Walker III,SEA,17,78,4.6,16,0,0,1,1,3,3.0,0,0,1,8.1,8.1,81.7%,2023,RB,18
29,Brian Robinson Jr.,WAS,9,25,2.8,9,0,0,3,3,10,3.3,1,1,1,7.5,7.5,84.9%,2023,RB,18
30,Pierre Strong Jr.,CLE,14,65,4.6,20,1,0,0,1,0,0,0,0,1,6.5,6.5,0.7%,2023,RB,18
31,Kenneth Gainwell,PHI,7,62,8.9,32,1,0,0,1,0,0,0,0,1,6.2,6.2,11.7%,2023,RB,18
32,Zach Charbonnet,SEA,5,32,6.4,14,0,0,2,2,28,14.0,0,0,1,6.0,6.0,76.5%,2023,RB,18
33,Chase Brown,CIN,11,43,3.9,27,1,0,1,2,10,10.0,0,0,1,5.3,5.3,85.5%,2023,RB,18
34,Ronnie Rivers,LAR,13,52,4.0,10,0,0,0,0,0,0,0,0,1,5.2,5.2,0.6%,2023,RB,18
35,James Cook,BUF,13,36,2.8,14,0,0,3,4,16,5.3,0,0,1,5.2,5.2,93.1%,2023,RB,18
36,Austin Ekeler,WAS,10,11,1.1,6,0,0,7,8,38,5.4,0,0,1,4.9,4.9,51.4%,2023,RB,18
